ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_gbp_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1958.8,-2.98%,+19.20%,+46.95%,+611.67%,+4172%,218.211,,66.9,15.06,8842080,53272480,242339780,,9.71,buy,1.59,-2.98,97.02,-2.98,970.2,-29.8,9702.0,-298.0,19.2,119.2,19.2,1192.0,192.0,11920.0,1920.0,46.95,146.95,46.95,1469.5,469.5,14695.0,4695.0,611.67,711.67,611.67,7116.7,6116.7,71167.0,61167.0,4172.0,4272.0,4172.0,42720.0,41720.0,427200.0,417200.0,Gaming gets hit by memory shortage: A look at Sandisk's $3K PlayStation 5 SSD,Yahoo Finance Video,2026-06-17,-0.25,This Memory Stock Has Doubled in 2026. Here's Why It Can Skyrocket Higher (Hint: It's Not Micron or Sandisk),Motley Fool,2026-06-17,0.0,Sandisk (SNDK) Stock Faces A June 22 Share Swap And AI Memory Test,Simply Wall St.,2026-06-17,0.296,3,strong_buy,0.7,Massive +623.57% YTD on AI memory tailwinds; 1W/1M gains of +20.95%/+49.40% and analyst buy consensus (score 1.59) support continued upside despite elevated P/E of 68.02. [247wallst.com],+623.57% YTD; +20.95% 1W; analyst buy; AI memory demand,,,,,
WDC,Western Digital,AI,memory,NASDAQ,712.13,+3.51%,+45.31%,+55.30%,+279.68%,+1051%,184.646,2.2,42.67,7.8,12864691,50867591,162905991,,10.43,buy,1.56,3.51,103.51,3.51,1035.1,35.1,10351.0,351.0,45.31,145.31,45.31,1453.1,453.1,14531.0,4531.0,55.3,155.3,55.3,1553.0,553.0,15530.0,5530.0,279.68,379.68,279.68,3796.8,2796.8,37968.0,27968.0,1051.0,1151.0,1051.0,11510.0,10510.0,115100.0,105100.0,How Western Digital Became An AI Landlord,Trefis,2026-06-17,0.0,Is Micron Stock's Record-Breaking Run A Cyclical Peak Or A New AI Reality?,Trefis,2026-06-17,0.0,Stock Market Today: Dow Slapped As Fed Chair Warsh Stresses Price Stability; SpaceX Falls 5% (Live Coverage),Investor's Business Daily,2026-06-17,-0.459,4,strong_buy,0.69,Up +263.12% YTD and +31.55% 1W on Morgan Stanley price-target hike; P/E of 40.81 provides reasonable valuation for the AI storage super-cycle. [247wallst.com],+263.12% YTD; +31.55% 1W; P/E 40.81; AI storage boom,,,,,
285A,Kioxia Holdings,AI,memory,TSE,96000.0,+1.26%,+36.17%,+86.59%,+745.81%,+4530%,245.543,,94.72,36.68,28043300,186728500,863618500,,,buy,1.62,1.26,101.26,1.26,1012.6,12.6,10126.0,126.0,36.17,136.17,36.17,1361.7,361.7,13617.0,3617.0,86.59,186.59,86.59,1865.9,865.9,18659.0,8659.0,745.81,845.81,745.81,8458.1,7458.1,84581.0,74581.0,4530.0,4630.0,4530.0,46300.0,45300.0,463000.0,453000.0,Japan's Nikkei Soars to Record High,Barrons.com,2026-06-15,0.0,Kioxia Becomes Japan’s Most Valuable Firm as AI Mania Goes On,Bloomberg,2026-06-12,0.526,Chip Stocks Rebound Amid Dip Buying,Barrons.com,2026-06-09,0.0,1,strong_buy,0.68,"Up +745.81% YTD and +86.59% 1M with a P/E of 94.72, driven by the AI memory boom and positive news sentiment of 0.164. [fxleaders.com]",+745.81% YTD; +86.59% 1M; AI memory boom; news_s +0.164,,,,,
MU,Micron Technology,AI,memory,NASDAQ,1043.19,+0.90%,+16.97%,+53.06%,+230.87%,+738%,884.978,2.173,49.14,51.26,43963923,234662423,1192696623,,3.34,strong_buy,1.48,0.9,100.9,0.9,1009.0,9.0,10090.0,90.0,16.97,116.97,16.97,1169.7,169.7,11697.0,1697.0,53.06,153.06,53.06,1530.6,530.6,15306.0,5306.0,230.87,330.87,230.87,3308.7,2308.7,33087.0,23087.0,738.0,838.0,738.0,8380.0,7380.0,83800.0,73800.0,SpaceX's near $3 trillion rally comes with one big catch: Chart of the Day,Yahoo Finance,2026-06-17,0.0,How Western Digital Became An AI Landlord,Trefis,2026-06-17,0.0,Is Micron Stock's Record-Breaking Run A Cyclical Peak Or A New AI Reality?,Trefis,2026-06-17,0.0,6,strong_buy,0.73,"Micron up +223.76% YTD with a strong_buy consensus (score 1.48), 3.34% short interest, and upcoming earnings catalyst on June 24 after raising dividend 30%. [wallstreettimes.com]",+223.76% YTD; strong_buy consensus; dividend +30%; earnings catalyst,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,1066.07,+2.68%,+30.65%,+43.90%,+271.40%,+685%,181.443,2.083,101.34,4.03,4275858,21799058,77456558,29.0,4.58,buy,1.54,2.68,102.68,2.68,1026.8,26.8,10268.0,268.0,30.65,130.65,30.65,1306.5,306.5,13065.0,3065.0,43.9,143.9,43.9,1439.0,439.0,14390.0,4390.0,271.4,371.4,271.4,3714.0,2714.0,37140.0,27140.0,685.0,785.0,685.0,7850.0,6850.0,78500.0,68500.0,How Western Digital Became An AI Landlord,Trefis,2026-06-17,0.0,Micron & Another AI Memory Stock to Buy Now for Big Upside,Zacks,2026-06-17,0.0,Western Digital Stock's Thousand-Percent Question,Trefis,2026-06-16,0.0,5,buy,0.65,"Seagate +259.30% YTD and +21.91% 1W with strong analyst support (buy consensus, score 1.54), riding the same AI HDD demand wave as WDC. [247wallst.com]",+259.30% YTD; +21.91% 1W; analyst buy; AI HDD demand,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,289.54,+2.50%,+14.63%,+71.40%,+224.30%,+272%,190.537,2.277,99.84,36.32,48621136,262087836,1241574736,9.0,4.71,strong_buy,1.45,2.5,102.5,2.5,1025.0,25.0,10250.0,250.0,14.63,114.63,14.63,1146.3,146.3,11463.0,1463.0,71.4,171.4,71.4,1714.0,714.0,17140.0,7140.0,224.3,324.3,224.3,3243.0,2243.0,32430.0,22430.0,272.0,372.0,272.0,3720.0,2720.0,37200.0,27200.0,What A Patient Holder Is Really Paying For Broadcom Stock,Trefis,2026-06-17,0.0,Marvell Gains Attention After Nvidia Backing,GuruFocus.com,2026-06-17,0.361,Jim Cramer on Adobe: “I Don’t Want You in It”,Insider Monkey,2026-06-17,0.077,8,strong_buy,0.64,Marvell +212.13% YTD and +64.96% 1M; strong_buy consensus (score 1.45) and news sentiment of -0.163 partially offset by AI photonics momentum. [247wallst.com],+212.13% YTD; +64.96% 1M; strong_buy consensus; AI photonics,,,,,
P,Everpure,AI,memory,NYSE,72.67,-0.47%,+9.23%,-5.71%,+5.30%,+39%,18.171,1.445,110.11,3.18,2675897,13912597,89083697,,4.16,buy,1.9,-0.47,99.53,-0.47,995.3,-4.7,9953.0,-47.0,9.23,109.23,9.23,1092.3,92.3,10923.0,923.0,-5.71,94.29,-5.71,942.9,-57.1,9429.0,-571.0,5.3,105.3,5.3,1053.0,53.0,10530.0,530.0,39.0,139.0,39.0,1390.0,390.0,13900.0,3900.0,VVX or P: Which Is the Better Value Stock Right Now?,Zacks,2026-06-17,0.649,Here is Why Everpure Inc. (P) is One of the Most Attractive Computer Hardware Names,Insider Monkey,2026-06-16,0.493,"Everpure (P) Stock Trades Up, Here Is Why",StockStory,2026-06-15,0.0,,,,,,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,1390.0,-0.22%,+12.68%,+20.08%,+16.13%,+56%,1.152,1.22,20.14,34.68,16286525,99470204,629859576,68.0,,buy,1.6,-0.22,99.78,-0.22,997.8,-2.2,9978.0,-22.0,12.68,112.68,12.68,1126.8,126.8,11268.0,1268.0,20.08,120.08,20.08,1200.8,200.8,12008.0,2008.0,16.13,116.13,16.13,1161.3,161.3,11613.0,1613.0,56.0,156.0,56.0,1560.0,560.0,15600.0,5600.0,BMW warns of ‘significant’ profit decline as shares fall 7%,Euronews,2026-06-17,0.572,Rolls-Royce secures deal to build small nuclear reactors for Sweden,Euronews,2026-06-16,0.318,Rolls-Royce (LSE:RR.) Stock Price Surge Raises Fresh Questions On Future Valuation,Simply Wall St.,2026-06-15,0.318,,,,,,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,267.17,-0.57%,+10.26%,+1.97%,-26.84%,-13%,71.77,1.091,23.23,3.46,3255246,19400146,90406546,64.0,3.6,strong_buy,1.45,-0.57,99.43,-0.57,994.3,-5.7,9943.0,-57.0,10.26,110.26,10.26,1102.6,102.6,11026.0,1026.0,1.97,101.97,1.97,1019.7,19.7,10197.0,197.0,-26.84,73.16,-26.84,731.6,-268.4,7316.0,-2684.0,-13.0,87.0,-13.0,870.0,-130.0,8700.0,-1300.0,Jim Cramer Recommends Buying Constellation Energy,Insider Monkey,2026-06-17,0.459,"Lyft upgraded, Leidos downgraded: Wall Street's top analyst calls",The Fly,2026-06-17,0.202,Vistra Outperforms Industry in the Past Month: Buy or Hold the Stock?,Zacks,2026-06-16,0.0,,,,,,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,158.83,-0.02%,+14.65%,+16.15%,-3.74%,-12%,40.287,1.405,26.56,4.67,4195059,23294059,108826959,,5.39,strong_buy,1.4,-0.02,99.98,-0.02,999.8,-0.2,9998.0,-2.0,14.65,114.65,14.65,1146.5,146.5,11465.0,1465.0,16.15,116.15,16.15,1161.5,161.5,11615.0,1615.0,-3.74,96.26,-3.74,962.6,-37.4,9626.0,-374.0,-12.0,88.0,-12.0,880.0,-120.0,8800.0,-1200.0,Vistra (VST) Selected As The Preferred Power Provider For A $10 Billion KKR-Backed AI Infrastructure Venture,Insider Monkey,2026-06-17,0.0,"Lyft upgraded, Leidos downgraded: Wall Street's top analyst calls",The Fly,2026-06-17,0.202,The top stocks to own for a major structural shift in the U.S. economy,Investing.com,2026-06-17,0.202,,,,,,,,,,
