ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1427.62,+7.40%,+30.25%,-18.16%,+418.68%,+2797%,211.416,,48.82,13.81,13745599,98571299,350719699,,8.28,buy,1.61,7.4,107.4,7.4,1074.0,74.0,10740.0,740.0,30.25,130.25,30.25,1302.5,302.5,13025.0,3025.0,-18.16,81.84,-18.16,818.4,-181.6,8184.0,-1816.0,418.68,518.68,418.68,5186.8,4186.8,51868.0,41868.0,2797.0,2897.0,2797.0,28970.0,27970.0,289700.0,279700.0,"The great AI trade is back, with these tech names leading markets: Chart of the Day",Yahoo Finance Video,2026-08-04,0.625,"Marvell, Sandisk, SK Hynix lead semiconductor stock rally as S&P 500 trades at record highs",Yahoo Finance,2026-08-04,0.0,"SK hynix, Sandisk race to fix AI’s next chip bottleneck",TheStreet,2026-08-04,0.0,,,,,,,,,,
WDC,Western Digital,AI,memory,NASDAQ,548.56,+2.82%,+18.35%,-5.00%,+192.47%,+618%,189.079,2.217,32.79,8.32,7766870,43189370,163122570,11.0,7.61,strong_buy,1.5,2.82,102.82,2.82,1028.2,28.2,10282.0,282.0,18.35,118.35,18.35,1183.5,183.5,11835.0,1835.0,-5.0,95.0,-5.0,950.0,-50.0,9500.0,-500.0,192.47,292.47,192.47,2924.7,1924.7,29247.0,19247.0,618.0,718.0,618.0,7180.0,6180.0,71800.0,61800.0,"SK hynix, Sandisk race to fix AI’s next chip bottleneck",TheStreet,2026-08-04,0.0,Buy Western Digital (WDC) Stock as Q4 Earnings Approach?,Zacks,2026-08-04,0.0,Should Investors Buy SIMO or Wait Despite Its Premium Valuation?,Zacks,2026-08-04,0.0,8,strong_buy,0.8,"WDC has YTD +190.49%, P/E 32.57, strong_buy rating, and positive news sentiment 0.19. Memory demand is supported by AI and cloud capex, with Samsung warning of shortages into 2028 [memeburn.com](https://memeburn.com/why-ai-sandisk-stock-and-micron-stock-surged/).",YTD +190.49%; P/E 32.57; Strong buy consensus; Memory shortage catalyst,,,,,
285A,Kioxia Holdings,AI,memory,TSE,330.2,+5.96%,+16.92%,-36.16%,+358.94%,+1974%,180.699,,51.69,40.74,51812500,300227800,1019957200,,,buy,1.56,5.96,105.96,5.96,1059.6,59.6,10596.0,596.0,16.92,116.92,16.92,1169.2,169.2,11692.0,1692.0,-36.16,63.84,-36.16,638.4,-361.6,6384.0,-3616.0,358.94,458.94,358.94,4589.4,3589.4,45894.0,35894.0,1974.0,2074.0,1974.0,20740.0,19740.0,207400.0,197400.0,Asia Hedge Funds Suffer Widespread Losses in July Market Rout,Bloomberg,2026-08-04,-0.735,"European Indexes Rise in Strong Open as AI, Defense Stocks Gain",The Wall Street Journal,2026-08-04,0.802,"Japan Stocks Shrug Off Yen Shock, But Kioxia Signals More Pain Ahead",BeInCrypto,2026-08-04,-0.771,,,,,,,,,,
MU,Micron Technology,AI,memory,NASDAQ,892.67,+6.17%,+8.79%,-9.35%,+183.17%,+655%,1008.175,2.213,20.19,53.78,35997655,266064655,1010913355,6.0,3.21,strong_buy,1.41,6.17,106.17,6.17,1061.7,61.7,10617.0,617.0,8.79,108.79,8.79,1087.9,87.9,10879.0,879.0,-9.35,90.65,-9.35,906.5,-93.5,9065.0,-935.0,183.17,283.17,183.17,2831.7,1831.7,28317.0,18317.0,655.0,755.0,655.0,7550.0,6550.0,75500.0,65500.0,"Marvell, Sandisk, SK Hynix lead semiconductor stock rally as S&P 500 trades at record highs",Yahoo Finance,2026-08-04,0.0,"Micron pullback seen as buying opportunity amid solid end-demand, says BofA",Proactive,2026-08-04,0.527,Micron Stock Soars After New AI Storage Platform Debut,GuruFocus.com,2026-08-04,0.0,,,,,,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,845.35,+1.12%,+13.12%,-2.64%,+194.72%,+464%,191.263,2.102,60.9,4.68,4873985,32993985,119582185,36.0,3.7,strong_buy,1.44,1.12,101.12,1.12,1011.2,11.2,10112.0,112.0,13.12,113.12,13.12,1131.2,131.2,11312.0,1312.0,-2.64,97.36,-2.64,973.6,-26.4,9736.0,-264.0,194.72,294.72,194.72,2947.2,1947.2,29472.0,19472.0,464.0,564.0,464.0,5640.0,4640.0,56400.0,46400.0,Can Strong Data Center & Edge Boost SNDK's Top Line in Q4 Earnings?,Zacks,2026-08-04,0.778,"Sandisk Jumps 8%, Micron Gains 6%, SK Hynix Climbs 4% as Wall Street Hikes Price Targets on AI Memory Boom",24/7 Wall St.,2026-08-04,0.34,5 Momentum Stocks to Buy for August Despite a Mixed July,Zacks,2026-08-04,0.0,9,strong_buy,0.79,"STX has YTD +198.47%, strong_buy consensus, and the highest news sentiment in the universe at 0.326. Recent strong Q4 results and guidance support the outlook.",YTD +198.47%; News sentiment 0.326; Strong buy consensus; Q4 beat,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,218.59,+9.68%,+25.29%,-12.29%,+144.89%,+145%,196.194,2.246,75.12,42.08,33061182,136483082,549078482,12.0,4.34,strong_buy,1.42,9.68,109.68,9.68,1096.8,96.8,10968.0,968.0,25.29,125.29,25.29,1252.9,252.9,12529.0,2529.0,-12.29,87.71,-12.29,877.1,-122.9,8771.0,-1229.0,144.89,244.89,144.89,2448.9,1448.9,24489.0,14489.0,145.0,245.0,145.0,2450.0,1450.0,24500.0,14500.0,"Marvell, Sandisk, SK Hynix lead semiconductor stock rally as S&P 500 trades at record highs",Yahoo Finance,2026-08-04,0.0,"Marvell Technology Stock Is On Sale, But Is It A Bargain?",Trefis,2026-08-04,0.296,"SpaceX, Palantir, AMD, Marvell,  Caterpillar, Pfizer, and More Stocks That Explain Today’s Market",Barrons.com,2026-08-04,0.0,,,,,,,,,,
P,Everpure,AI,memory,NYSE,83.92,+5.24%,+14.97%,+7.96%,+21.61%,+38%,27.895,1.414,127.15,3.36,3048019,13044519,51400519,,4.43,none,,5.24,105.24,5.24,1052.4,52.4,10524.0,524.0,14.97,114.97,14.97,1149.7,149.7,11497.0,1497.0,7.96,107.96,7.96,1079.6,79.6,10796.0,796.0,21.61,121.61,21.61,1216.1,216.1,12161.0,2161.0,38.0,138.0,38.0,1380.0,380.0,13800.0,3800.0,1 of Wall Street’s Favorite Stocks Worth Your Attention and 2 We Question,StockStory,2026-08-01,0.599,STX vs. P: Which Storage Stock Deserves a Spot in Your Portfolio?,Zacks,2026-07-31,0.0,Is STX Stock Still Attractive After Its Massive 2026 Price Rally?,Zacks,2026-07-30,0.44,,,,,,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,20.57,+1.50%,+7.75%,+1.69%,+27.78%,+37%,1.7,1.19,42.48,26.41,31356802,165505926,493928447,80.0,,buy,1.6,1.5,101.5,1.5,1015.0,15.0,10150.0,150.0,7.75,107.75,7.75,1077.5,77.5,10775.0,775.0,1.69,101.69,1.69,1016.9,16.9,10169.0,169.0,27.78,127.78,27.78,1277.8,277.8,12778.0,2778.0,37.0,137.0,37.0,1370.0,370.0,13700.0,3700.0,Are Aerospace Stocks Lagging  ATI INC (ATI) This Year?,Zacks,2026-08-03,-0.273,‘All-British’ fighter jet to use American engine after BAE and Rolls-Royce clash,The Telegraph,2026-08-02,0.153,"Boeing’s $21 billion B-52 upgrade faces cost overruns, delays, GAO says",Investing.com,2026-07-31,0.0,,,,,,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,267.25,-2.62%,+2.86%,+8.70%,-26.82%,-24%,95.436,1.118,23.2,3.68,3709954,14009654,61145854,62.0,3.33,buy,1.52,-2.62,97.38,-2.62,973.8,-26.2,9738.0,-262.0,2.86,102.86,2.86,1028.6,28.6,10286.0,286.0,8.7,108.7,8.7,1087.0,87.0,10870.0,870.0,-26.82,73.18,-26.82,731.8,-268.2,7318.0,-2682.0,-24.0,76.0,-24.0,760.0,-240.0,7600.0,-2400.0,Latest News In Energy Transition - Advantage Renewables Boosts Michigan Grid With Battery Projects,Simply Wall St.,2026-08-04,0.66,Constellation Energy vs. Vistra: Which Utilities Stock Is a Better Buy in 2026?,Motley Fool,2026-08-03,0.612,This Is The Best-Performing Nuclear Stock Now Even As Peers Are Losing Value,Stocktwits,2026-08-03,-0.052,5,buy,0.78,"CEG has strong 1M momentum (+11.10%), P/E 22.83, and high news sentiment 0.285. Nuclear power is increasingly critical for AI data centres, and the stock is the best-performing nuclear name.",1M +11.10%; P/E 22.83; News sentiment 0.285; Nuclear AI demand,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,143.23,-7.98%,-3.64%,-8.90%,-13.07%,-29%,48.295,1.433,23.99,4.8,9928378,27866878,95220378,62.0,4.32,strong_buy,1.35,-7.98,92.02,-7.98,920.2,-79.8,9202.0,-798.0,-3.64,96.36,-3.64,963.6,-36.4,9636.0,-364.0,-8.9,91.1,-8.9,911.0,-89.0,9110.0,-890.0,-13.07,86.93,-13.07,869.3,-130.7,8693.0,-1307.0,-29.0,71.0,-29.0,710.0,-290.0,7100.0,-2900.0,"Pinnacle West Q2 Earnings Miss Estimates, Revenues Increase Y/Y",Zacks,2026-08-04,0.178,⚡ Flash Heard: Texas Data Center U-Turn Hits Power Stocks,The Wall Street Journal,2026-08-04,0.0,PSEG (PEG) Tops Q2 Earnings Estimates,Zacks,2026-08-04,0.511,,,,,,,,,,
