ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1354.82,-0.82%,-29.29%,-37.99%,+392.23%,+3245%,200.635,,46.38,13.04,19626369,79690469,268179969,,7.59,buy,1.61,-0.82,99.18,-0.82,991.8,-8.2,9918.0,-82.0,-29.29,70.71,-29.29,707.1,-292.9,7071.0,-2929.0,-37.99,62.01,-37.99,620.1,-379.9,6201.0,-3799.0,392.23,492.23,392.23,4922.3,3922.3,49223.0,39223.0,3245.0,3345.0,3245.0,33450.0,32450.0,334500.0,324500.0,"US stocks sink this week, semiconductors walloped amid sell-off",Yahoo Finance Video,2026-07-17,0.0,Semiconductor stocks trim losses as investors buy the dip,Yahoo Finance,2026-07-17,-0.402,SOX Index Mounts Massive Intraday Comeback,Barrons.com,2026-07-17,0.0,,,,,,,,,,
WDC,Western Digital,AI,memory,NASDAQ,477.22,+4.64%,-18.09%,-36.05%,+154.43%,+586%,164.49,2.166,28.56,8.44,11662402,40190302,201608002,13.0,7.32,strong_buy,1.5,4.64,104.64,4.64,1046.4,46.4,10464.0,464.0,-18.09,81.91,-18.09,819.1,-180.9,8191.0,-1809.0,-36.05,63.95,-36.05,639.5,-360.5,6395.0,-3605.0,154.43,254.43,154.43,2544.3,1544.3,25443.0,15443.0,586.0,686.0,586.0,6860.0,5860.0,68600.0,58600.0,"Nvidia, AMD, Mircon, TSMC Shares Sink as China Unveils Powerful New AI Model",GuruFocus.com,2026-07-17,0.612,Wall Street plunges in AI ‘bloodbath’,The Telegraph,2026-07-17,0.0,Can You Stomach A Real Micron Stock Crash?,Trefis,2026-07-17,-0.402,,,,,,,,,,
285A,Kioxia Holdings,AI,memory,TSE,320.85,-16.38%,-32.32%,-45.72%,+359.12%,+2540%,175.585,,51.79,36.86,41502000,225978200,937498800,,,buy,1.62,-16.38,83.62,-16.38,836.2,-163.8,8362.0,-1638.0,-32.32,67.68,-32.32,676.8,-323.2,6768.0,-3232.0,-45.72,54.28,-45.72,542.8,-457.2,5428.0,-4572.0,359.12,459.12,359.12,4591.2,3591.2,45912.0,35912.0,2540.0,2640.0,2540.0,26400.0,25400.0,264000.0,254000.0,Chip Stock Selloff Deepens in Asia as TSMC Fails to Impress,Bloomberg,2026-07-17,0.026,NVIDIA CEO Courts Japan Suppliers as $5.1 Trillion AI Push Expands,GuruFocus.com,2026-07-16,0.103,Nvidia’s Huang Courts Japanese Suppliers With Kanda Pork Skewers,Bloomberg,2026-07-16,0.0,,,,,,,,,,
MU,Micron Technology,AI,memory,NASDAQ,848.95,+1.99%,-13.31%,-25.12%,+169.30%,+646%,958.798,2.142,19.17,51.57,62804973,230673573,1067017873,6.0,2.81,strong_buy,1.42,1.99,101.99,1.99,1019.9,19.9,10199.0,199.0,-13.31,86.69,-13.31,866.9,-133.1,8669.0,-1331.0,-25.12,74.88,-25.12,748.8,-251.2,7488.0,-2512.0,169.3,269.3,169.3,2693.0,1693.0,26930.0,16930.0,646.0,746.0,646.0,7460.0,6460.0,74600.0,64600.0,Semiconductor stocks trim losses as investors buy the dip,Yahoo Finance,2026-07-17,-0.402,AI-driven memory crunch jolts India’s smartphone market,TechCrunch,2026-07-17,0.0,Nvidia and AMD Hit by AI Selloff,GuruFocus.com,2026-07-17,0.0,,,,,,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,787.66,+7.60%,-13.48%,-26.35%,+174.60%,+400%,176.616,2.067,74.94,4.45,7006393,25872393,106124093,40.0,3.33,strong_buy,1.44,7.6,107.6,7.6,1076.0,76.0,10760.0,760.0,-13.48,86.52,-13.48,865.2,-134.8,8652.0,-1348.0,-26.35,73.65,-26.35,736.5,-263.5,7365.0,-2635.0,174.6,274.6,174.6,2746.0,1746.0,27460.0,17460.0,400.0,500.0,400.0,5000.0,4000.0,50000.0,40000.0,SOX Index Mounts Massive Intraday Comeback,Barrons.com,2026-07-17,0.0,"Nvidia, AMD, Mircon, TSMC Shares Sink as China Unveils Powerful New AI Model",GuruFocus.com,2026-07-17,0.612,4 Top-Ranked Memory Stocks to Buy as AI Infrastructure Expands Globally,Zacks,2026-07-17,0.103,,,,,,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,188.68,+1.58%,-19.99%,-39.23%,+111.38%,+152%,169.349,2.197,64.62,42.72,29542911,137584311,866313011,13.0,4.56,strong_buy,1.44,1.58,101.58,1.58,1015.8,15.8,10158.0,158.0,-19.99,80.01,-19.99,800.1,-199.9,8001.0,-1999.0,-39.23,60.77,-39.23,607.7,-392.3,6077.0,-3923.0,111.38,211.38,111.38,2113.8,1113.8,21138.0,11138.0,152.0,252.0,152.0,2520.0,1520.0,25200.0,15200.0,Semiconductor stocks trim losses as investors buy the dip,Yahoo Finance,2026-07-17,-0.402,"Micron, Nvidia, Netflix, SK Hynix, Alphabet, Intuitive Surgical, and More Stocks That Explain Today’s Market",Barrons.com,2026-07-17,0.0,"Chip Stocks, Tech IPOs, and Wildfire Smoke Are All Clouding the Outlook",Barrons.com,2026-07-17,0.0,,,,,,,,,,
P,Everpure,AI,memory,NYSE,69.38,+2.33%,-12.54%,-7.01%,+0.54%,+18%,23.063,1.447,105.12,3.39,1960908,12786708,60180708,,4.47,buy,1.9,2.33,102.33,2.33,1023.3,23.3,10233.0,233.0,-12.54,87.46,-12.54,874.6,-125.4,8746.0,-1254.0,-7.01,92.99,-7.01,929.9,-70.1,9299.0,-701.0,0.54,100.54,0.54,1005.4,5.4,10054.0,54.0,18.0,118.0,18.0,1180.0,180.0,11800.0,1800.0,All You Need to Know About Everpure (P) Rating Upgrade to Strong Buy,Zacks,2026-07-17,0.511,New Strong Buy Stocks for July 17th,Zacks,2026-07-17,0.511,1 Services Stock with Exciting Potential and 2 We Ignore,StockStory,2026-07-15,0.178,,,,,,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,18.37,-0.93%,-5.06%,-1.76%,+14.09%,+37%,1.52,1.203,19.79,30.22,13329437,67046066,518215122,69.0,,buy,1.6,-0.93,99.07,-0.93,990.7,-9.3,9907.0,-93.0,-5.06,94.94,-5.06,949.4,-50.6,9494.0,-506.0,-1.76,98.24,-1.76,982.4,-17.6,9824.0,-176.0,14.09,114.09,14.09,1140.9,140.9,11409.0,1409.0,37.0,137.0,37.0,1370.0,370.0,13700.0,3700.0,Quantinuum Just Struck a New Deal with Rolls-Royce. What That Means for QNT Stock Here.,Barchart,2026-07-16,-0.25,2 Quantum Stocks That Could Challenge IonQ’s Leadership,MarketBeat,2026-07-15,0.077,FTSE 100 Live: Stocks flat as Trump says US to be 'guardian of Hormuz strait',Proactive,2026-07-13,0.0,,,,,,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,252.39,+0.55%,+0.40%,-7.91%,-30.89%,-22%,90.129,1.121,21.93,3.7,2308681,13258081,72160681,68.0,3.8,buy,1.52,0.55,100.55,0.55,1005.5,5.5,10055.0,55.0,0.4,100.4,0.4,1004.0,4.0,10040.0,40.0,-7.91,92.09,-7.91,920.9,-79.1,9209.0,-791.0,-30.89,69.11,-30.89,691.1,-308.9,6911.0,-3089.0,-22.0,78.0,-22.0,780.0,-220.0,7800.0,-2200.0,3 Utility Stocks Built for the Coming AI Power Crunch,Motley Fool,2026-07-17,0.0,Why Constellation Energy Corporation (CEG) Dipped More Than Broader Market Today,Zacks,2026-07-16,0.273,Sector Update: Energy Stocks Rise Late Afternoon,MT Newswires,2026-07-16,0.273,5,buy,0.75,"P/E 22.42, buy consensus, news sentiment 0.314, and named Stock of the Day by Investors.com as Meta/Microsoft nuclear supplier.",low P/E 22.42; positive news sentiment 0.314; Stock of the Day catalyst; nuclear supplier to hyperscalers,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,155.44,+2.94%,-2.15%,-4.94%,-5.66%,-21%,52.412,1.409,25.99,4.78,3819166,25422566,87341966,60.0,5.46,strong_buy,1.4,2.94,102.94,2.94,1029.4,29.4,10294.0,294.0,-2.15,97.85,-2.15,978.5,-21.5,9785.0,-215.0,-4.94,95.06,-4.94,950.6,-49.4,9506.0,-494.0,-5.66,94.34,-5.66,943.4,-56.6,9434.0,-566.0,-21.0,79.0,-21.0,790.0,-210.0,7900.0,-2100.0,Can NRG's Expanding Generation Fleet Drive Long-Term Growth?,Zacks,2026-07-17,0.382,"Oklo Just Dropped 28% in a Month. Is It Time to Abandon Nuclear Stocks Like OKLO, NuScale, and Uranium Energy Corp.?",24/7 Wall St.,2026-07-16,0.178,Can Increased Capital Investments Boost VST Stock's Performance?,Zacks,2026-07-16,0.586,7,strong_buy,0.7,"P/E 25.51, strong_buy score 1.4, news sentiment 0.153, and attractive valuation in nuclear operations.",P/E 25.51; strong_buy consensus; positive news sentiment; nuclear exposure,,,,,
