ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1858.27,+6.43%,-8.56%,+13.09%,+575.15%,+3579%,275.19,,63.66,13.45,13159812,66162712,241242212,,11.5,buy,1.59,6.43,106.43,6.43,1064.3,64.3,10643.0,643.0,-8.56,91.44,-8.56,914.4,-85.6,9144.0,-856.0,13.09,113.09,13.09,1130.9,130.9,11309.0,1309.0,575.15,675.15,575.15,6751.5,5751.5,67515.0,57515.0,3579.0,3679.0,3579.0,36790.0,35790.0,367900.0,357900.0,Nvidia's nearly $1 trillion wipeout could prompt this bullish action,Yahoo Finance,2026-07-09,0.0,"Dow Jones Futures: Micron, Sandisk Jump As Nasdaq Tops Key Level; Delta, Taiwan Semi, SK Hynix Due",Investor's Business Daily,2026-07-09,0.511,"Sandisk, Micron Lead Chip Stocks Rally",Investor's Business Daily,2026-07-09,0.0,,,,,,,,,,
WDC,Western Digital,AI,memory,NASDAQ,578.05,+4.45%,-3.40%,+17.95%,+208.11%,+746%,199.244,2.166,34.55,8.38,6709978,38099878,213995378,11.0,8.66,strong_buy,1.5,4.45,104.45,4.45,1044.5,44.5,10445.0,445.0,-3.4,96.6,-3.4,966.0,-34.0,9660.0,-340.0,17.95,117.95,17.95,1179.5,179.5,11795.0,1795.0,208.11,308.11,208.11,3081.1,2081.1,30811.0,20811.0,746.0,846.0,746.0,8460.0,7460.0,84600.0,74600.0,"Top Stock Reports for Apple, KLA Corp. & Western Digital",Zacks,2026-07-09,0.202,Micron & One AI Infrastructure Stock to Buy Now for Big Upside,Zacks,2026-07-09,0.0,"Lumentum, Sandisk, Applied Materials, AstraZeneca, and More Stocks That Explain Today’s Market",Barrons.com,2026-07-09,0.0,,,,,,,,,,
285A,Kioxia Holdings,AI,memory,TSE,479.76,+8.91%,+2.10%,+1.84%,+585.99%,+2711%,262.545,,77.38,36.77,40044800,231856600,904129700,,,buy,1.62,8.91,108.91,8.91,1089.1,89.1,10891.0,891.0,2.1,102.1,2.1,1021.0,21.0,10210.0,210.0,1.84,101.84,1.84,1018.4,18.4,10184.0,184.0,585.99,685.99,585.99,6859.9,5859.9,68599.0,58599.0,2711.0,2811.0,2711.0,28110.0,27110.0,281100.0,271100.0,SK Hynix’s $26.5 Billion Listing Reopens Asia Route to US Market,Bloomberg,2026-07-09,0.0,"Bain Exits Kioxia After Stock Surges More Than 4,500% Since IPO",GuruFocus.com,2026-07-09,0.0,"Winning Trade of Buying Chips, Selling Software Is Falling Apart",Bloomberg,2026-07-09,0.421,,,,,,,,,,
MU,Micron Technology,AI,memory,NASDAQ,991.64,+3.54%,-3.92%,+11.20%,+214.57%,+671%,1119.952,2.142,22.43,51.45,40544835,234324035,1096570635,6.0,3.69,strong_buy,1.42,3.54,103.54,3.54,1035.4,35.4,10354.0,354.0,-3.92,96.08,-3.92,960.8,-39.2,9608.0,-392.0,11.2,111.2,11.2,1112.0,112.0,11120.0,1120.0,214.57,314.57,214.57,3145.7,2145.7,31457.0,21457.0,671.0,771.0,671.0,7710.0,6710.0,77100.0,67100.0,"Nvidia's stock valuation fell to pre–AI boom lows, but this strategist still isn't bullish",Yahoo Finance Video,2026-07-09,-0.103,Wall Street's next AI trade is smaller than a grain of rice: One Big Idea,Yahoo Finance,2026-07-09,0.0,"Dow Jones Futures: Micron, Sandisk Jump As Nasdaq Tops Key Level; Delta, Taiwan Semi, SK Hynix Due",Investor's Business Daily,2026-07-09,0.511,,,,,,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,890.09,+1.82%,-2.74%,+9.16%,+210.31%,+495%,201.385,2.067,84.13,4.33,4531050,23368450,101746150,34.0,4.27,buy,1.52,1.82,101.82,1.82,1018.2,18.2,10182.0,182.0,-2.74,97.26,-2.74,972.6,-27.4,9726.0,-274.0,9.16,109.16,9.16,1091.6,91.6,10916.0,916.0,210.31,310.31,210.31,3103.1,2103.1,31031.0,21031.0,495.0,595.0,495.0,5950.0,4950.0,59500.0,49500.0,Seagate (STX) Stock Fair Value Rises After AI Storage Driven Analyst Target Increases,Simply Wall St.,2026-07-09,0.572,Seagate (STX) Stock Rebounds As AI Data Center Demand Lifts Storage Names,Simply Wall St.,2026-07-09,-0.128,Memory Stock Surge Sets Stage for SK Hynix's U.S. Trading Debut,Barrons.com,2026-07-09,0.0,,,,,,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,243.27,+3.71%,-10.58%,-3.69%,+172.48%,+216%,212.813,2.197,83.31,43.26,20975722,146820322,1031602222,10.0,5.26,strong_buy,1.43,3.71,103.71,3.71,1037.1,37.1,10371.0,371.0,-10.58,89.42,-10.58,894.2,-105.8,8942.0,-1058.0,-3.69,96.31,-3.69,963.1,-36.9,9631.0,-369.0,172.48,272.48,172.48,2724.8,1724.8,27248.0,17248.0,216.0,316.0,216.0,3160.0,2160.0,31600.0,21600.0,"Micron, Sandisk, Marvell stocks jump, leading chip sector gains",Yahoo Finance,2026-07-09,0.34,"Update: US Equities Rise, Oil Prices Fall as Traders Look Past Middle East Tensions",MT Newswires,2026-07-09,-0.402,"MACOM and Marvell Technology Stocks Trade Up, What You Need To Know",StockStory,2026-07-09,0.0,,,,,,,,,,
P,Everpure,AI,memory,NYSE,80.96,+4.59%,+4.95%,+21.69%,+17.32%,+35%,26.911,1.447,122.67,3.37,2221875,11748975,63425675,,3.95,buy,1.9,4.59,104.59,4.59,1045.9,45.9,10459.0,459.0,4.95,104.95,4.95,1049.5,49.5,10495.0,495.0,21.69,121.69,21.69,1216.9,216.9,12169.0,2169.0,17.32,117.32,17.32,1173.2,173.2,11732.0,1732.0,35.0,135.0,35.0,1350.0,350.0,13500.0,3500.0,Super Micro Computer (SMCI) Launches Kubernetes Edge AI Appliances With Red Hat And Everpure,Simply Wall St.,2026-07-08,0.599,Supermicro Shares Gain Following Launch of Kubernetes Edge AI Appliance (SMCI),InvestorsHub,2026-07-08,0.681,"Alight, Taboola, Everpure, NetApp, and Rumble Shares Are Soaring, What You Need To Know",StockStory,2026-07-06,0.296,10,buy,0.6,"P has strong recent momentum with +8.2% 1W and +6.1% 1M gains, a +37% 1Y return, and positive news sentiment of 0.19. The buy rating with an an_score of 1.9 and a modest market cap of $26B offer a smaller-cap AI infrastructure growth opportunity.",+8.2% 1-week momentum; +6.1% 1-month momentum; buy rating; News sentiment 0.19,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,19.25,+2.64%,-2.63%,+17.24%,+20.01%,+43%,1.595,1.203,20.82,32.48,8998294,71920090,604529320,68.0,,buy,1.6,2.64,102.64,2.64,1026.4,26.4,10264.0,264.0,-2.63,97.37,-2.63,973.7,-26.3,9737.0,-263.0,17.24,117.24,17.24,1172.4,172.4,11724.0,1724.0,20.01,120.01,20.01,1200.1,200.1,12001.0,2001.0,43.0,143.0,43.0,1430.0,430.0,14300.0,4300.0,"AI could cause a huge electricity shortfall in the US, Bank of America says: A closer look",Yahoo Finance Video,2026-07-09,0.318,"FTSE 100 Live: Shell and consumer giants make gains, while miners and defence sell off",Proactive,2026-07-07,0.421,Rolls-Royce Holdings PLC (RYCEY) Is Up 5.48% in One Week: What You Should Know,Zacks,2026-07-06,0.0,7,buy,0.69,"RR. has a +56% 1Y return, +21% YTD, and strong 1M momentum of +14.8% with a reasonable P/E of 21. The positive news sentiment of 0.21 and exposure to nuclear operations for AI data center power support continued growth.",+56% 1-year return; +14.8% 1-month momentum; P/E 21; News sentiment 0.21,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,250.74,+2.34%,+6.02%,+3.48%,-31.34%,-22%,89.539,1.121,21.77,3.68,2768527,16768827,80434127,70.0,3.56,buy,1.52,2.34,102.34,2.34,1023.4,23.4,10234.0,234.0,6.02,106.02,6.02,1060.2,60.2,10602.0,602.0,3.48,103.48,3.48,1034.8,34.8,10348.0,348.0,-31.34,68.66,-31.34,686.6,-313.4,6866.0,-3134.0,-22.0,78.0,-22.0,780.0,-220.0,7800.0,-2200.0,Energy Transition Update - Statkraft Expands With Major Wind Project In Brazil,Simply Wall St.,2026-07-09,0.361,AI Stocks Look Expensive. These 3 ETFs Could Help Investors Stay in the Game.,Barchart,2026-07-09,0.402,Constellation Energy Corporation (CEG) Gains As Market Dips: What You Should Know,Zacks,2026-07-08,0.542,,,,,,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,157.98,+2.33%,+3.15%,+14.19%,-4.12%,-21%,53.268,1.409,26.42,4.68,2199681,16482581,86999981,59.0,5.27,strong_buy,1.4,2.33,102.33,2.33,1023.3,23.3,10233.0,233.0,3.15,103.15,3.15,1031.5,31.5,10315.0,315.0,14.19,114.19,14.19,1141.9,141.9,11419.0,1419.0,-4.12,95.88,-4.12,958.8,-41.2,9588.0,-412.0,-21.0,79.0,-21.0,790.0,-210.0,7900.0,-2100.0,Can Vistra's Long-Term PPAs Act as a Catalyst for Its Growth?,Zacks,2026-07-09,0.382,AI Stocks Look Expensive. These 3 ETFs Could Help Investors Stay in the Game.,Barchart,2026-07-09,0.402,Is Vistra (VST) Undervalued Following PJM's Record Fourth Of July Power Demand?,Simply Wall St.,2026-07-08,-0.128,8,strong_buy,0.7,"VST has a strong_buy consensus (an_score 1.4) and positive 1M momentum of +6.2% despite a -18% 1Y return. The P/E of 26 is attractive for an AI power demand play, supported by news sentiment of 0.23 and analyst optimism on electricity demand.",strong_buy consensus; analyst score 1.4; +6.2% 1-month momentum; P/E 26,,,,,
TLN,Talen Energy,AI,nuclear-ops,NASDAQ,384.44,+3.73%,+6.56%,+14.22%,-3.10%,+37%,18.374,1.619,,0.82,700224,3318324,20569824,,5.56,buy,1.59,3.73,103.73,3.73,1037.3,37.3,10373.0,373.0,6.56,106.56,6.56,1065.6,65.6,10656.0,656.0,14.22,114.22,14.22,1142.2,142.2,11422.0,1422.0,-3.1,96.9,-3.1,969.0,-31.0,9690.0,-310.0,37.0,137.0,37.0,1370.0,370.0,13700.0,3700.0,X-Energy Declines 18.9% in a Month: How Should You Play the Stock Now?,Zacks,2026-07-07,0.34,Record Heat Dome Drove the Grid to All-Time Peak Demand Friday: Here’s 4 Stocks To Buy As Things Heat Up,24/7 Wall St.,2026-07-06,-0.128,"Talen Energy, Stock Of The Day, Delivers For Amazon, AI Data Centers",Investor's Business Daily,2026-06-29,0.421,,,,,,,,,,
BEP,Brookfield Renewable,AI,nuclear-ops,NYSE,32.98,-1.96%,-4.04%,-6.49%,+20.80%,+31%,22.492,0.996,,0.87,644240,3915040,14321040,470.0,0.59,buy,2.31,-1.96,98.04,-1.96,980.4,-19.6,9804.0,-196.0,-4.04,95.96,-4.04,959.6,-40.4,9596.0,-404.0,-6.49,93.51,-6.49,935.1,-64.9,9351.0,-649.0,20.8,120.8,20.8,1208.0,208.0,12080.0,2080.0,31.0,131.0,31.0,1310.0,310.0,13100.0,3100.0,Prediction: Why Buying Brookfield Renewable Instead of Bloom Energy Could Set You Up For Life,Motley Fool,2026-07-07,0.273,Brookfield Renewable Partners L.P. (BEP): 7 Best Battery Technology Stocks to Buy for Grid Storage,Insider Monkey,2026-07-06,0.637,New Strong Sell Stocks for July 6th,Zacks,2026-07-06,0.511,,,,,,,,,,
