ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1610.33,-0.60%,+14.12%,-15.89%,+485.06%,+3702%,238.474,,55.02,13.17,12669128,69887028,283416428,,7.59,buy,1.61,-0.6,99.4,-0.6,994.0,-6.0,9940.0,-60.0,14.12,114.12,14.12,1141.2,141.2,11412.0,1412.0,-15.89,84.11,-15.89,841.1,-158.9,8411.0,-1589.0,485.06,585.06,485.06,5850.6,4850.6,58506.0,48506.0,3702.0,3802.0,3702.0,38020.0,37020.0,380200.0,370200.0,Missed NVIDIA? This AI Memory Stock Could Be the Next Big Winner,Zacks,2026-07-23,0.382,Magnificent 7 Loses $767 Billion as AI Skeptics Dump Tech Stocks,Bloomberg,2026-07-23,-0.103,"Callen Adds Creative, Account Staffers, Reports Strong Revenue Growth",MediaPost,2026-07-23,0.832,,,,,,,,,,
WDC,Western Digital,AI,memory,NASDAQ,558.3,-0.59%,+19.60%,-13.28%,+197.66%,+707%,,2.166,33.43,8.52,5672944,35737644,183154844,11.0,7.32,strong_buy,1.5,-0.59,99.41,-0.59,994.1,-5.9,9941.0,-59.0,19.6,119.6,19.6,1196.0,196.0,11960.0,1960.0,-13.28,86.72,-13.28,867.2,-132.8,8672.0,-1328.0,197.66,297.66,197.66,2976.6,1976.6,29766.0,19766.0,707.0,807.0,707.0,8070.0,7070.0,80700.0,70700.0,GSI Technology Falls 21% in Three Months: Should You Buy the Dip?,Zacks,2026-07-23,0.0,Western Digital (WDC) Stock Looks Reasonable On Earnings While Cash Flow Looks Cheap,Simply Wall St.,2026-07-23,0.0,WDC vs. SMCI: Which AI Hardware Stock is the Smarter Investment Now?,Zacks,2026-07-23,0.459,,,,,,,,,,
285A,Kioxia Holdings,AI,memory,TSE,377.86,-3.10%,-15.35%,-32.95%,+445.20%,+2405%,206.783,,61.33,37.69,39277100,227455900,960710100,,,buy,1.62,-3.1,96.9,-3.1,969.0,-31.0,9690.0,-310.0,-15.35,84.65,-15.35,846.5,-153.5,8465.0,-1535.0,-32.95,67.05,-32.95,670.5,-329.5,6705.0,-3295.0,445.2,545.2,445.2,5452.0,4452.0,54520.0,44520.0,2405.0,2505.0,2405.0,25050.0,24050.0,250500.0,240500.0,"Western Digital (WDC) Reenters Merger Focus, Where Does Fair Value Sit?",Simply Wall St.,2026-07-22,0.572,Western Digital (WDC) Revives Kioxia Merger Talks Over Flash Memory Assets,Simply Wall St.,2026-07-22,0.511,Kioxia Crashed 45% in a Month: Why Are Analysts Still This Bullish?,BeInCrypto,2026-07-21,0.0,,,,,,,,,,
MU,Micron Technology,AI,memory,NASDAQ,990.21,+0.70%,+16.06%,-5.55%,+214.11%,+759%,1118.336,2.142,22.39,52.2,39884211,221893311,1048079611,6.0,2.81,strong_buy,1.42,0.7,100.7,0.7,1007.0,7.0,10070.0,70.0,16.06,116.06,16.06,1160.6,160.6,11606.0,1606.0,-5.55,94.45,-5.55,944.5,-55.5,9445.0,-555.0,214.11,314.11,214.11,3141.1,2141.1,31411.0,21411.0,759.0,859.0,759.0,8590.0,7590.0,85900.0,75900.0,2 reasons why Microsoft belongs in your portfolio: D.A. Davidson's Gil Luria,Yahoo Finance Video,2026-07-23,0.0,Stock Market Today: Nasdaq Plunges To 4-Week Low; Metals Firm Kaiser Hits New Entry (Live Coverage),Investor's Business Daily,2026-07-23,-0.273,Why Nvidia Stock Isn’t Rallying as It Should After Alphabet Earnings,Barrons.com,2026-07-23,0.0,,,,,,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,913.36,+0.02%,+22.52%,-8.04%,+218.43%,+495%,,2.067,86.74,4.62,4551942,27758942,106364842,33.0,3.33,strong_buy,1.44,0.02,100.02,0.02,1000.2,0.2,10002.0,2.0,22.52,122.52,22.52,1225.2,225.2,12252.0,2252.0,-8.04,91.96,-8.04,919.6,-80.4,9196.0,-804.0,218.43,318.43,218.43,3184.3,2184.3,31843.0,21843.0,495.0,595.0,495.0,5950.0,4950.0,59500.0,49500.0,2 Semiconductor Stocks with Impressive Fundamentals and 1 Facing Challenges,StockStory,2026-07-23,0.557,SanDisk's Bold Pivot From AI Boom Beneficiary to Bust Breaker,Trefis,2026-07-22,0.691,Jim Cramer Defends His Dell Stance as Investors Complain About Missing Out,Insider Monkey,2026-07-22,-0.572,,,,,,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,209.32,-2.63%,+11.16%,-24.33%,+134.51%,+185%,187.874,2.197,71.93,41.98,16244782,110015582,600210082,11.0,4.56,strong_buy,1.44,-2.63,97.37,-2.63,973.7,-26.3,9737.0,-263.0,11.16,111.16,11.16,1111.6,111.6,11116.0,1116.0,-24.33,75.67,-24.33,756.7,-243.3,7567.0,-2433.0,134.51,234.51,134.51,2345.1,1345.1,23451.0,13451.0,185.0,285.0,185.0,2850.0,1850.0,28500.0,18500.0,Marvell Technology vs. Nvidia: What Do the Revenue Trends of These Artificial Intelligence Companies Tell Investors?,Motley Fool,2026-07-23,0.477,Marvell Technology Stock And The Forecast It Kept Outgrowing,Trefis,2026-07-23,0.0,3 Nasdaq 100 Stocks Worth Your Attention,StockStory,2026-07-23,0.226,,,,,,,,,,
P,Everpure,AI,memory,NYSE,75.19,+1.59%,+9.98%,+3.28%,+8.96%,+31%,24.993,1.447,113.92,3.35,1642199,9711299,54334099,,4.47,buy,1.9,1.59,101.59,1.59,1015.9,15.9,10159.0,159.0,9.98,109.98,9.98,1099.8,99.8,10998.0,998.0,3.28,103.28,3.28,1032.8,32.8,10328.0,328.0,8.96,108.96,8.96,1089.6,89.6,10896.0,896.0,31.0,131.0,31.0,1310.0,310.0,13100.0,3100.0,3 Reasons Growth Investors Will Love Everpure (P),Zacks,2026-07-23,0.778,Pentair Gears Up to Report Q2 Earnings: What's in Store for the Stock?,Zacks,2026-07-23,0.0,VVX or P: Which Is the Better Value Stock Right Now?,Zacks,2026-07-20,0.649,10,buy,0.6,"P has strong news sentiment of 0.37, a buy consensus (score 1.90), and a 1D momentum of +6.57%, though its P/E of 106.17 is elevated.",news sentiment 0.37; buy consensus; 1D momentum +6.57%; beta 1.447,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,18.1,-2.37%,-1.41%,-2.31%,+13.54%,+41%,1.498,1.203,19.7,28.25,20712842,89770742,481512602,68.0,,buy,1.6,-2.37,97.63,-2.37,976.3,-23.7,9763.0,-237.0,-1.41,98.59,-1.41,985.9,-14.1,9859.0,-141.0,-2.31,97.69,-2.31,976.9,-23.1,9769.0,-231.0,13.54,113.54,13.54,1135.4,135.4,11354.0,1354.0,41.0,141.0,41.0,1410.0,410.0,14100.0,4100.0,European Stocks Close Higher in Wednesday Trading; UK Inflation Decelerates,MT Newswires,2026-07-22,0.0,Rolls-Royce issues Burnham ultimatum over £3bn jet engine project,The Telegraph,2026-07-21,0.0,Airbus Comes for Boeing in Battle Over World’s Biggest Jets,The Wall Street Journal,2026-07-21,-0.382,9,buy,0.65,"RR. has a low P/E of 19.89, a buy consensus (score 1.60), and a beta of 1.203, with a 1D momentum of +0.67%.",P/E 19.89; buy consensus; beta 1.203; 1D momentum +0.67%,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,275.6,+0.65%,+9.46%,+2.85%,-24.53%,-15%,98.418,1.121,23.92,3.68,2572028,12923328,69652828,62.0,3.8,buy,1.52,0.65,100.65,0.65,1006.5,6.5,10065.0,65.0,9.46,109.46,9.46,1094.6,94.6,10946.0,946.0,2.85,102.85,2.85,1028.5,28.5,10285.0,285.0,-24.53,75.47,-24.53,754.7,-245.3,7547.0,-2453.0,-15.0,85.0,-15.0,850.0,-150.0,8500.0,-1500.0,Turn The VST Shares You Own Into A 16% Income Stream,Trefis,2026-07-23,0.296,Energy Transition Today - Idaho's Energy Future Brightens With Major Solar Projects,Simply Wall St.,2026-07-23,0.691,Why Constellation Energy Stock Blasted Higher on Wednesday,Motley Fool,2026-07-22,0.273,8,buy,0.68,"CEG has a low P/E of 22.04, strong news sentiment of 0.349, a buy consensus (score 1.52), and recent 1W momentum of +2.26%.",P/E 22.04; news sentiment 0.349; buy consensus; 1W momentum +2.26%,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,168.98,+1.75%,+10.76%,+3.75%,+2.55%,-15%,56.977,1.409,28.21,4.81,2534701,16925301,83645201,55.0,5.46,strong_buy,1.4,1.75,101.75,1.75,1017.5,17.5,10175.0,175.0,10.76,110.76,10.76,1107.6,107.6,11076.0,1076.0,3.75,103.75,3.75,1037.5,37.5,10375.0,375.0,2.55,102.55,2.55,1025.5,25.5,10255.0,255.0,-15.0,85.0,-15.0,850.0,-150.0,8500.0,-1500.0,Turn The VST Shares You Own Into A 16% Income Stream,Trefis,2026-07-23,0.296,Vistra (VST) Could Be 26% Below Fair Value On Power Demand Optimism,Simply Wall St.,2026-07-23,0.772,Wall Street Analysts Think Vistra (VST) Could Surge 34.12%: Read This Before Placing a Bet,Zacks,2026-07-23,0.0,5,strong_buy,0.75,"VST has a strong_buy analyst consensus (score 1.40), positive news sentiment of 0.261, a reasonable P/E of 26.40, and recent 1W momentum of +2.46%.",strong_buy consensus; news sentiment 0.261; P/E 26.40; 1W momentum +2.46%,,,,,
