ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1237.92,+1.47%,-3.89%,-26.05%,+349.76%,+2695%,180.736,,16.8,13.59,10437914,74537714,351386214,,8.28,buy,1.57,1.47,101.47,1.47,1014.7,14.7,10147.0,147.0,-3.89,96.11,-3.89,961.1,-38.9,9611.0,-389.0,-26.05,73.95,-26.05,739.5,-260.5,7395.0,-2605.0,349.76,449.76,349.76,4497.6,3497.6,44976.0,34976.0,2695.0,2795.0,2695.0,27950.0,26950.0,279500.0,269500.0,"Memory chip crunch could last 2 more years, JPMorgan says",Yahoo Finance Video,2026-08-10,0.0,Sandisk Stock Jumps After Top Analyst Says 'Pullback Is a Buying Opportunity',GuruFocus.com,2026-08-10,0.557,Sandisk Stock Sold Off on Earnings and Was Rewarded With an Upgrade,Barrons.com,2026-08-10,0.494,,,,,,,,,,
WDC,Western Digital,AI,memory,NASDAQ,438.34,+0.81%,-16.86%,-21.10%,+133.70%,+482%,,2.217,18.05,8.51,6431359,51859259,173068159,14.0,7.61,buy,1.58,0.81,100.81,0.81,1008.1,8.1,10081.0,81.0,-16.86,83.14,-16.86,831.4,-168.6,8314.0,-1686.0,-21.1,78.9,-21.1,789.0,-211.0,7890.0,-2110.0,133.7,233.7,133.7,2337.0,1337.0,23370.0,13370.0,482.0,582.0,482.0,5820.0,4820.0,58200.0,48200.0,Western Digital (WDC) Is Down 17.6% After AI-Fueled Earnings Surge And Dividend Boost - Has The Bull Case Changed?,Simply Wall St.,2026-08-10,0.402,The Next Breakout For This Tech Stock Could Be Hiding in Plain Sight,24/7 Wall St.,2026-08-10,-0.296,The Two Primary Risks For SanDisk And What to Do Now,24/7 Wall St.,2026-08-10,-0.273,,,,,,,,,,
285A,Kioxia Holdings,AI,memory,TSE,301.55,+0.06%,-2.34%,-37.65%,+323.00%,+1723%,165.023,,47.67,41.72,32549100,219471900,1012575500,,,buy,1.56,0.06,100.06,0.06,1000.6,0.6,10006.0,6.0,-2.34,97.66,-2.34,976.6,-23.4,9766.0,-234.0,-37.65,62.35,-37.65,623.5,-376.5,6235.0,-3765.0,323.0,423.0,323.0,4230.0,3230.0,42300.0,32300.0,1723.0,1823.0,1723.0,18230.0,17230.0,182300.0,172300.0,Kioxia Beats Japan’s Next-Best Stock 4x Over. Success or Bust?,BeInCrypto,2026-08-06,0.572,Asia Hedge Funds Suffer Widespread Losses in July Market Rout,Bloomberg,2026-08-04,-0.735,"European Indexes Rise in Strong Open as AI, Defense Stocks Gain",The Wall Street Journal,2026-08-04,0.802,,,,,,,,,,
MU,Micron Technology,AI,memory,NASDAQ,861.0,-2.16%,+3.80%,-8.11%,+173.13%,+609%,,2.213,19.47,52.15,26187104,168612304,938186904,6.0,3.21,strong_buy,1.41,-2.16,97.84,-2.16,978.4,-21.6,9784.0,-216.0,3.8,103.8,3.8,1038.0,38.0,10380.0,380.0,-8.11,91.89,-8.11,918.9,-81.1,9189.0,-811.0,173.13,273.13,173.13,2731.3,1731.3,27313.0,17313.0,609.0,709.0,609.0,7090.0,6090.0,70900.0,60900.0,"Memory chip crunch could last 2 more years, JPMorgan says",Yahoo Finance Video,2026-08-10,0.0,"Micron poised for ""structural reset"" in earnings power, UBS says, as HBM squeeze tightens further",Proactive,2026-08-10,0.25,Micron Stock Rises Despite Reported Apple Supplier Threat,GuruFocus.com,2026-08-10,-0.527,,,,,,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,800.99,-1.66%,-3.62%,-6.93%,+179.25%,+436%,181.54,2.102,57.63,4.68,4057809,24849909,118407009,36.0,3.7,strong_buy,1.44,-1.66,98.34,-1.66,983.4,-16.6,9834.0,-166.0,-3.62,96.38,-3.62,963.8,-36.2,9638.0,-362.0,-6.93,93.07,-6.93,930.7,-69.3,9307.0,-693.0,179.25,279.25,179.25,2792.5,1792.5,27925.0,17925.0,436.0,536.0,436.0,5360.0,4360.0,53600.0,43600.0,Does STX Stock Still Have More Room to Run After Solid Q4 Earnings?,Zacks,2026-08-10,0.153,Seagate Technology (STX) Could Keep Surging as Storage Prices Rise,Insider Monkey,2026-08-10,0.0,US Stock Market Today: S&P 500 Futures Climb On Softer Jobs Data And Yields,Simply Wall St.,2026-08-10,0.0,,,,,,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,208.56,-4.65%,+7.63%,+0.00%,+133.66%,+183%,187.192,2.246,71.67,41.7,20416603,107648403,499905703,11.0,4.34,strong_buy,1.42,-4.65,95.35,-4.65,953.5,-46.5,9535.0,-465.0,7.63,107.63,7.63,1076.3,76.3,10763.0,763.0,0.0,100.0,0.0,1000.0,0.0,10000.0,0.0,133.66,233.66,133.66,2336.6,1336.6,23366.0,13366.0,183.0,283.0,183.0,2830.0,1830.0,28300.0,18300.0,Marvell Technology Stock's Multiple Leans On Profit From Below The Operating Line,Trefis,2026-08-10,0.44,Nvidia Stock Slips as Its AI Investments Draw Fresh Scrutiny,Barrons.com,2026-08-10,0.318,Broadcom’s Brilliant Positioning is Why I Am Loading Up Over and Over,24/7 Wall St.,2026-08-10,0.586,,,,,,,,,,
P,Everpure,AI,memory,NYSE,97.98,+9.35%,+22.26%,+30.02%,+41.98%,+57%,,1.414,148.45,3.33,4367124,14689024,50881724,,4.43,none,,9.35,109.35,9.35,1093.5,93.5,10935.0,935.0,22.26,122.26,22.26,1222.6,222.6,12226.0,2226.0,30.02,130.02,30.02,1300.2,300.2,13002.0,3002.0,41.98,141.98,41.98,1419.8,419.8,14198.0,4198.0,57.0,157.0,57.0,1570.0,570.0,15700.0,5700.0,"Memory Price Surge Accelerating IT Hardware Spending, Morgan Stanley Says",MT Newswires,2026-08-10,0.0,Does STX Stock Still Have More Room to Run After Solid Q4 Earnings?,Zacks,2026-08-10,0.153,"Apple downgraded, HPE upgraded: Wall Street's top analyst calls",The Fly,2026-08-10,0.202,8,buy,0.65,"P shows strong momentum with +30.49% YTD and +15.85% 1M, with positive news sentiment 0.151. Despite high P/E of 136.44, the momentum and sentiment support a buy.","+30.49% YTD, +15.85% 1M; Positive news sentiment 0.151; Momentum in memory sector; High P/E but strong momentum",,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,20.8,+0.65%,+2.21%,+7.07%,+28.67%,+41%,1.718,1.19,42.78,26.28,25664452,104748609,506113023,78.0,,buy,1.6,0.65,100.65,0.65,1006.5,6.5,10065.0,65.0,2.21,102.21,2.21,1022.1,22.1,10221.0,221.0,7.07,107.07,7.07,1070.7,70.7,10707.0,707.0,28.67,128.67,28.67,1286.7,286.7,12867.0,2867.0,41.0,141.0,41.0,1410.0,410.0,14100.0,4100.0,Is Rolls-Royce Holdings (LSE:RR.) Fully Priced After Profit Upgrades?,Simply Wall St.,2026-08-08,0.488,"Is Rolls-Royce Holdings (LSE:RR.) Fully Valued After Buybacks, Half Year Results And A Dividend Increase?",Simply Wall St.,2026-08-08,0.67,Rolls Royce Holdings (LSE:RR.) Stock Fair Value Rises After Analysts Lift Targets,Simply Wall St.,2026-08-07,0.572,,,,,,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,270.43,+0.26%,-1.20%,+4.99%,-25.95%,-19%,95.816,1.118,26.43,3.72,1886748,16323648,59216348,63.0,3.33,buy,1.52,0.26,100.26,0.26,1002.6,2.6,10026.0,26.0,-1.2,98.8,-1.2,988.0,-12.0,9880.0,-120.0,4.99,104.99,4.99,1049.9,49.9,10499.0,499.0,-25.95,74.05,-25.95,740.5,-259.5,7405.0,-2595.0,-19.0,81.0,-19.0,810.0,-190.0,8100.0,-1900.0,Constellation (CEG) Locks In More Power Deals As Nuclear Output Slips,Insider Monkey,2026-08-09,0.0,"Constellation Signed 920 Megawatts of New Power Deals, Including a Walmart PPA. Here's What It Means for CEG Stock.",Motley Fool,2026-08-07,0.0,Constellation Energy Stock: Analyst Estimates & Ratings,Barchart,2026-08-07,0.273,,,,,,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,142.87,+1.40%,-8.38%,-9.64%,-13.29%,-30%,48.173,1.433,23.97,4.84,3814327,34681327,104041027,65.0,4.32,strong_buy,1.35,1.4,101.4,1.4,1014.0,14.0,10140.0,140.0,-8.38,91.62,-8.38,916.2,-83.8,9162.0,-838.0,-9.64,90.36,-9.64,903.6,-96.4,9036.0,-964.0,-13.29,86.71,-13.29,867.1,-132.9,8671.0,-1329.0,-30.0,70.0,-30.0,700.0,-300.0,7000.0,-3000.0,Vistra (VST) Q2 Earnings: Taking a Look at Key Metrics Versus Estimates,Zacks,2026-08-10,0.0,Vistra Corp (VST) Stock’s Underperformance Could Open Up a Contrarian Options Trade,Barchart,2026-08-10,0.0,"Vistra supports Texas data center pause, execs say",Utility Dive,2026-08-10,0.361,,,,,,,,,,
