ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1600.62,-0.22%,+4.75%,+0.71%,+481.54%,+3348%,234.361,,21.71,13.94,11002366,84971166,387975966,,7.36,buy,1.54,-0.22,99.78,-0.22,997.8,-2.2,9978.0,-22.0,4.75,104.75,4.75,1047.5,47.5,10475.0,475.0,0.71,100.71,0.71,1007.1,7.1,10071.0,71.0,481.54,581.54,481.54,5815.4,4815.4,58154.0,48154.0,3348.0,3448.0,3348.0,34480.0,33480.0,344800.0,334800.0,Waymo is making its own AI chip for its robotaxi service,Yahoo Finance Video,2026-08-20,0.0,Billionaire Investor David Tepper Recently Dumped Appaloosa Management's Stake in Sandisk and Initiated a New Position In a Stock That Some Wall Street Experts Think Could Eventually Be Worth $10 Trillion,Motley Fool,2026-08-20,-0.202,Is SanDisk's New Growth Rate The One You Own It For?,Trefis,2026-08-20,0.382,1,strong_buy,1.0,"Despite a -9.88% 1D dip, SNDK has +490.68% YTD, P/E 22.03, and a $93.9B NBM floor contract structure that removes cyclical risk; web search confirms the selloff is profit-taking with no memory-specific bad news and multiple analyst upgrades (JPMorgan $2,250 PT). [247wallst.com](https://247wallst.com/investing/2026/08/18/wsj-report-sends-memory-stocks-down-sandisk-down-9-micron-down-7-western-digital-down-5/) [techtimes.com](https://www.techtimes.com/articles/324722/20260817/sandisk-surges-lutnick-bars-apple-chinese-memory-nbm-locks-939b-floor.htm)",+490.68% YTD; P/E 22.03; $93.9B NBM floor; analyst upgrades,,,,,
WDC,Western Digital,AI,memory,NASDAQ,469.05,-0.22%,-3.74%,-14.47%,+150.08%,+519%,169.112,2.217,17.41,8.63,5077659,40750359,189504759,13.0,8.05,buy,1.58,-0.22,99.78,-0.22,997.8,-2.2,9978.0,-22.0,-3.74,96.26,-3.74,962.6,-37.4,9626.0,-374.0,-14.47,85.53,-14.47,855.3,-144.7,8553.0,-1447.0,150.08,250.08,150.08,2500.8,1500.8,25008.0,15008.0,519.0,619.0,519.0,6190.0,5190.0,61900.0,51900.0,"SK Hynix Climbs 4% on Record Buyback, Micron Ticks Up as Memory Defies the Tech Selloff",24/7 Wall St.,2026-08-20,0.0,Seagate Has Already Surged 900% in 5 Years. Where Will it be In 2027?,24/7 Wall St.,2026-08-20,0.0,Jim Cramer names 4 'indispensable' memory stocks he says investors 'can't afford' to skip as AI demand soars,Moneywise,2026-08-20,-0.128,,,,,,,,,,
285A,Kioxia Holdings,AI,memory,TSE,332.89,+5.96%,+2.22%,-13.28%,+366.52%,+2067%,182.173,,52.48,43.11,44620700,239665700,1070037100,,,buy,1.56,5.96,105.96,5.96,1059.6,59.6,10596.0,596.0,2.22,102.22,2.22,1022.2,22.2,10222.0,222.0,-13.28,86.72,-13.28,867.2,-132.8,8672.0,-1328.0,366.52,466.52,366.52,4665.2,3665.2,46652.0,36652.0,2067.0,2167.0,2067.0,21670.0,20670.0,216700.0,206700.0,Why Micron Isn’t Buying Back Stock Like Memory-Chip Rivals—and Why It Could,Barrons.com,2026-08-20,0.361,Micron Gained Memory Market Share. The Stock Is Dropping Anyway.,Barrons.com,2026-08-19,0.586,Has Kioxia Holdings (TSE:285A) Run Too Far Ahead Of Its Fundamentals As Chip Stocks Sell Off?,Simply Wall St.,2026-08-19,0.0,,,,,,,,,,
MU,Micron Technology,AI,memory,NASDAQ,974.33,+2.89%,+2.58%,+0.36%,+209.08%,+709%,1100.402,2.213,22.03,48.85,24376757,149896257,923868757,6.0,2.65,strong_buy,1.37,2.89,102.89,2.89,1028.9,28.9,10289.0,289.0,2.58,102.58,2.58,1025.8,25.8,10258.0,258.0,0.36,100.36,0.36,1003.6,3.6,10036.0,36.0,209.08,309.08,209.08,3090.8,2090.8,30908.0,20908.0,709.0,809.0,709.0,8090.0,7090.0,80900.0,70900.0,Waymo is making its own AI chip for its robotaxi service,Yahoo Finance Video,2026-08-20,0.0,AMD Just Split Two of Wall Street’s Biggest Contrarian Investors,Insider Monkey,2026-08-20,0.0,"SK Hynix Climbs 4% on Record Buyback, Micron Ticks Up as Memory Defies the Tech Selloff",24/7 Wall St.,2026-08-20,0.0,,,,,,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,850.24,+0.86%,-7.72%,-4.66%,+196.42%,+439%,193.005,2.102,61.17,4.81,3208505,23360105,123540805,36.0,4.06,strong_buy,1.44,0.86,100.86,0.86,1008.6,8.6,10086.0,86.0,-7.72,92.28,-7.72,922.8,-77.2,9228.0,-772.0,-4.66,95.34,-4.66,953.4,-46.6,9534.0,-466.0,196.42,296.42,196.42,2964.2,1964.2,29642.0,19642.0,439.0,539.0,439.0,5390.0,4390.0,53900.0,43900.0,Seagate Has Already Surged 900% in 5 Years. Where Will it be In 2027?,24/7 Wall St.,2026-08-20,0.0,Jim Cramer names 4 'indispensable' memory stocks he says investors 'can't afford' to skip as AI demand soars,Moneywise,2026-08-20,-0.128,Why Moderna Stock’s Historic Surge Is a Big Lesson for Markets,Barrons.com,2026-08-20,0.0,,,,,,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,251.01,+4.19%,+12.98%,+20.70%,+181.22%,+233%,225.292,2.246,85.96,41.27,28668066,134141866,531673966,10.0,4.79,strong_buy,1.44,4.19,104.19,4.19,1041.9,41.9,10419.0,419.0,12.98,112.98,12.98,1129.8,129.8,11298.0,1298.0,20.7,120.7,20.7,1207.0,207.0,12070.0,2070.0,181.22,281.22,181.22,2812.2,1812.2,28122.0,18122.0,233.0,333.0,233.0,3330.0,2330.0,33300.0,23300.0,The Line In The Sand For AVGO Stock,Trefis,2026-08-20,0.0,Waymo Builds Its Own Chip and Reduces Its Nvidia Dependence,GuruFocus.com,2026-08-20,0.0,Broadcom Stabilizes After Google's $120 Billion Marvell Shock,GuruFocus.com,2026-08-20,-0.382,,,,,,,,,,
P,Everpure,AI,memory,NYSE,109.98,-2.05%,-6.28%,+47.98%,+59.37%,+101%,36.558,1.414,166.64,3.35,2059389,15171389,65760189,,4.25,buy,1.65,-2.05,97.95,-2.05,979.5,-20.5,9795.0,-205.0,-6.28,93.72,-6.28,937.2,-62.8,9372.0,-628.0,47.98,147.98,47.98,1479.8,479.8,14798.0,4798.0,59.37,159.37,59.37,1593.7,593.7,15937.0,5937.0,101.0,201.0,101.0,2010.0,1010.0,20100.0,10100.0,Full Truck Alliance Co. Ltd. Sponsored ADR (YMM) Q2 Earnings and Revenues Top Estimates,Zacks,2026-08-19,0.202,"Everpure Stock Hits Record High – TD Cowen Says Oracle Could Be Its New Hyperscale Customer, Sees Meta Revenue Growth Ahead",Stocktwits,2026-08-18,0.382,1 Surging  Stock Worth Your Attention and 2 We Brush Off,StockStory,2026-08-16,0.226,,,,,,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,20.44,-1.32%,-1.68%,+10.42%,+25.27%,+46%,1.688,1.19,41.65,25.31,23942239,90351774,580192553,79.0,,buy,1.6,-1.32,98.68,-1.32,986.8,-13.2,9868.0,-132.0,-1.68,98.32,-1.68,983.2,-16.8,9832.0,-168.0,10.42,110.42,10.42,1104.2,104.2,11042.0,1042.0,25.27,125.27,25.27,1252.7,252.7,12527.0,2527.0,46.0,146.0,46.0,1460.0,460.0,14600.0,4600.0,U.K. ETFs in Spotlight as Andy Burnham Completes First Month as PM,Zacks,2026-08-20,0.0,Rolls-Royce Stock Hits First New High In 14 Years. Firm Announces Engine Project.,Investor's Business Daily,2026-08-17,0.0,Is Rolls-Royce Holdings (LSE:RR.) Fully Priced After Profit Upgrades?,Simply Wall St.,2026-08-08,0.488,,,,,,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,272.92,-0.03%,-1.90%,+4.24%,-25.15%,-12%,96.697,1.118,26.68,3.48,1883575,12288975,63963975,62.0,3.29,buy,1.55,-0.03,99.97,-0.03,999.7,-0.3,9997.0,-3.0,-1.9,98.1,-1.9,981.0,-19.0,9810.0,-190.0,4.24,104.24,4.24,1042.4,42.4,10424.0,424.0,-25.15,74.85,-25.15,748.5,-251.5,7485.0,-2515.0,-12.0,88.0,-12.0,880.0,-120.0,8800.0,-1200.0,This Week In Energy Transition - AI Powers the Rise of Green Hydrogen Investments,Simply Wall St.,2026-08-20,0.273,"Nuclear Stocks Plunge Tuesday: Oklo Down 5%, Constellation Energy Down 4%, NuScale Down 5%",24/7 Wall St.,2026-08-19,0.273,Uranium ETFs Just Crashed 30 Percent While AI Power Demand Keeps Breaking Records,24/7 Wall St.,2026-08-18,-0.128,,,,,,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,138.94,-2.83%,-5.10%,-14.41%,-15.68%,-25%,46.633,1.433,23.39,4.52,3259572,18970372,103392572,64.0,2.99,strong_buy,1.37,-2.83,97.17,-2.83,971.7,-28.3,9717.0,-283.0,-5.1,94.9,-5.1,949.0,-51.0,9490.0,-510.0,-14.41,85.59,-14.41,855.9,-144.1,8559.0,-1441.0,-15.68,84.32,-15.68,843.2,-156.8,8432.0,-1568.0,-25.0,75.0,-25.0,750.0,-250.0,7500.0,-2500.0,KKR Data Center Chief Vaults to Prominence With Nvidia Pact,Bloomberg,2026-08-20,0.0,Pennsylvania Sets New Data-Center Rules—and Some Energy Companies Can Actually Benefit,Barrons.com,2026-08-19,0.625,Pennsylvania dangles permitting carrot for data centers that bring their own power,Utility Dive,2026-08-19,0.0,,,,,,,,,,
