ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1499.37,+1.50%,-4.43%,+17.30%,+444.75%,+2957%,219.537,,20.33,13.81,8401653,50502453,375803053,,8.24,buy,1.54,1.5,101.5,1.5,1015.0,15.0,10150.0,150.0,-4.43,95.57,-4.43,955.7,-44.3,9557.0,-443.0,17.3,117.3,17.3,1173.0,173.0,11730.0,1730.0,444.75,544.75,444.75,5447.5,4447.5,54475.0,44475.0,2957.0,3057.0,2957.0,30570.0,29570.0,305700.0,295700.0,Stocks in holding pattern ahead of Nvidia earnings: AlphaCheck,Yahoo Finance,2026-08-26,0.0,Why the sustainability of the AI boom could be in focus after Nvidia's earnings call,Yahoo Finance Video,2026-08-26,0.0,"Stock Market Today: Dow Slides On Inflation; Nvidia Loses Ahead Of Earnings, Micron Climbs",Investor's Business Daily,2026-08-26,-0.318,1,strong_buy,1.0,"YTD +437.99%, P/E 20.24, analyst buy, news sentiment 0.295. Web search reveals Morgan Stanley maintains Buy on AI SSD demand and Seeking Alpha upgrades to Strong Buy, citing long-term contracts and a pullback from highs as a buying opportunity.",YTD +437.99%; P/E 20.24; Positive news sentiment 0.295; Analyst upgrades on AI storage,,,,,
WDC,Western Digital,AI,memory,NASDAQ,468.88,+4.66%,+1.47%,-5.83%,+149.99%,+459%,169.051,2.217,17.42,8.57,5049250,27265950,188344050,13.0,6.31,buy,1.54,4.66,104.66,4.66,1046.6,46.6,10466.0,466.0,1.47,101.47,1.47,1014.7,14.7,10147.0,147.0,-5.83,94.17,-5.83,941.7,-58.3,9417.0,-583.0,149.99,249.99,149.99,2499.9,1499.9,24999.0,14999.0,459.0,559.0,459.0,5590.0,4590.0,55900.0,45900.0,US Equity Markets End Lower as Bond Yields Rise After July's Inflation Rate Accelerates,MT Newswires,2026-08-26,-0.296,Western Digital Stock Is Down Sharply: Why the Bull Case Still Looks Strong,Barchart,2026-08-26,0.511,Prediction: Seagate Could Be One of AI’s Most Unexpected Winners,24/7 Wall St.,2026-08-26,0.523,,,,,,,,,,
285A,Kioxia Holdings,AI,memory,TSE,313.98,-2.32%,+0.10%,-8.34%,+340.53%,+2023%,171.824,,49.5,43.05,23640300,171353000,1013761300,,,buy,1.56,-2.32,97.68,-2.32,976.8,-23.2,9768.0,-232.0,0.1,100.1,0.1,1001.0,1.0,10010.0,10.0,-8.34,91.66,-8.34,916.6,-83.4,9166.0,-834.0,340.53,440.53,340.53,4405.3,3405.3,44053.0,34053.0,2023.0,2123.0,2023.0,21230.0,20230.0,212300.0,202300.0,Overseas IPOs Are Beating New U.S. Stocks. Thank You Japan—and AI!,Barrons.com,2026-08-25,-0.2,Why Micron Isn’t Buying Back Stock Like Memory-Chip Rivals—and Why It Could,Barrons.com,2026-08-20,0.361,Micron Gained Memory Market Share. The Stock Is Dropping Anyway.,Barrons.com,2026-08-19,0.586,,,,,,,,,,
MU,Micron Technology,AI,memory,NASDAQ,938.4,+0.90%,+0.14%,+4.24%,+197.68%,+692%,1059.822,2.213,21.22,47.14,17071668,113283068,850818068,6.0,2.66,strong_buy,1.36,0.9,100.9,0.9,1009.0,9.0,10090.0,90.0,0.14,100.14,0.14,1001.4,1.4,10014.0,14.0,4.24,104.24,4.24,1042.4,42.4,10424.0,424.0,197.68,297.68,197.68,2976.8,1976.8,29768.0,19768.0,692.0,792.0,692.0,7920.0,6920.0,79200.0,69200.0,Why the sustainability of the AI boom could be in focus after Nvidia's earnings call,Yahoo Finance Video,2026-08-26,0.0,4 reasons Nvidia stock is lagging,Yahoo Finance,2026-08-26,-0.273,Q3 Earnings Outlook: Positive Revisions & Broad-Based Growth,Zacks,2026-08-26,0.735,,,,,,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,846.37,+3.14%,+1.66%,+3.60%,+195.07%,+391%,192.125,2.102,60.93,4.77,2068146,13915646,113135646,36.0,4.12,strong_buy,1.44,3.14,103.14,3.14,1031.4,31.4,10314.0,314.0,1.66,101.66,1.66,1016.6,16.6,10166.0,166.0,3.6,103.6,3.6,1036.0,36.0,10360.0,360.0,195.07,295.07,195.07,2950.7,1950.7,29507.0,19507.0,391.0,491.0,391.0,4910.0,3910.0,49100.0,39100.0,Prediction: Seagate Could Be One of AI’s Most Unexpected Winners,24/7 Wall St.,2026-08-26,0.523,"Zacks.com featured highlights Seagate Technology, Western Digital and Dell",Zacks,2026-08-26,0.0,Seagate Says AI Is Making Data Storage More Strategic Than Ever,MarketBeat,2026-08-25,0.0,,,,,,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,245.11,+1.86%,+3.30%,+29.57%,+174.61%,+221%,220.282,2.246,84.23,40.79,15919680,110811180,538576180,10.0,3.79,strong_buy,1.43,1.86,101.86,1.86,1018.6,18.6,10186.0,186.0,3.3,103.3,3.3,1033.0,33.0,10330.0,330.0,29.57,129.57,29.57,1295.7,295.7,12957.0,2957.0,174.61,274.61,174.61,2746.1,1746.1,27461.0,17461.0,221.0,321.0,221.0,3210.0,2210.0,32100.0,22100.0,Marvell Reports Thursday. Here's Where the Google Contract Would Actually Show Up in the Numbers.,Motley Fool,2026-08-26,0.0,Rosenblatt Resets Marvell Stock Target Before Earnings,GuruFocus.com,2026-08-26,0.0,MXL's AI Optical Growth Accelerates: Can It Challenge AVGO & MRVL?,Zacks,2026-08-26,0.44,2,strong_buy,0.8,"YTD +169.31%, 1M +27.07%, 1W +11.29%, 1D +5.43%. Strong momentum with strong_buy analyst consensus (score 1.43) and positive news sentiment 0.163.",YTD +169.31%; 1M +27.07%; Strong_buy consensus; Positive news sentiment 0.163,,,,,
P,Everpure,AI,memory,NYSE,108.9,+6.14%,-2.77%,+46.75%,+57.80%,+69%,36.198,1.414,165.0,3.29,5264298,17004498,73841298,,3.73,buy,1.65,6.14,106.14,6.14,1061.4,61.4,10614.0,614.0,-2.77,97.23,-2.77,972.3,-27.7,9723.0,-277.0,46.75,146.75,46.75,1467.5,467.5,14675.0,4675.0,57.8,157.8,57.8,1578.0,578.0,15780.0,5780.0,69.0,169.0,69.0,1690.0,690.0,16900.0,6900.0,"Dow Jones Futures Rise; Nvidia, CrowdStrike, Okta, Salesforce Lead Earnings Movers",Investor's Business Daily,2026-08-26,0.0,"Compared to Estimates, Everpure (P) Q2 Earnings: A Look at Key Metrics",Zacks,2026-08-26,0.0,Everpure (P) Beats Q2 Earnings and Revenue Estimates,Zacks,2026-08-26,0.0,10,buy,0.6,"YTD +48.98%, 1M +38.54%, 1D +2.66%, news sentiment 0.291, analyst buy (score 1.65). Strong monthly momentum in memory sector, though P/E 151.19 is high.",1M +38.54%; YTD +48.98%; Buy analyst consensus; Positive news sentiment 0.291,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,20.98,+0.85%,+0.34%,+9.16%,+28.92%,+45%,1.731,1.19,42.86,24.86,10097648,73365952,505937380,78.0,,buy,1.6,0.85,100.85,0.85,1008.5,8.5,10085.0,85.0,0.34,100.34,0.34,1003.4,3.4,10034.0,34.0,9.16,109.16,9.16,1091.6,91.6,10916.0,916.0,28.92,128.92,28.92,1289.2,289.2,12892.0,2892.0,45.0,145.0,45.0,1450.0,450.0,14500.0,4500.0,NuScale Power Deploys AI to Accelerate Next-Generation Nuclear SMRs,Zacks,2026-08-26,0.0,Florida real estate mogul says your home is ‘a terrible investment’ — and he’d put $100K somewhere else. Is he right?,Moneywise,2026-08-21,-0.477,U.K. ETFs in Spotlight as Andy Burnham Completes First Month as PM,Zacks,2026-08-20,0.0,,,,,,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,279.52,+0.40%,+1.95%,+3.69%,-23.34%,-12%,99.036,1.118,27.35,3.43,1932346,11278946,62314646,61.0,2.97,buy,1.55,0.4,100.4,0.4,1004.0,4.0,10040.0,40.0,1.95,101.95,1.95,1019.5,19.5,10195.0,195.0,3.69,103.69,3.69,1036.9,36.9,10369.0,369.0,-23.34,76.66,-23.34,766.6,-233.4,7666.0,-2334.0,-12.0,88.0,-12.0,880.0,-120.0,8800.0,-1200.0,Constellation's New Power Deals Are Piling Up. Here's Why the Stock Isn't Reflecting It Yet.,Motley Fool,2026-08-26,0.0,"CEG Stock Outperforms Industry in the Past Month: Buy, Hold or Sell",Zacks,2026-08-26,0.0,This Utility's Dividend Growth Is Boring by Design. That's Exactly Why I Own It.,Motley Fool,2026-08-26,0.077,,,,,,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,140.03,+0.02%,-1.87%,-10.85%,-15.02%,-29%,46.999,1.433,23.57,4.4,3368476,21430976,109779376,66.0,3.32,strong_buy,1.37,0.02,100.02,0.02,1000.2,0.2,10002.0,2.0,-1.87,98.13,-1.87,981.3,-18.7,9813.0,-187.0,-10.85,89.15,-10.85,891.5,-108.5,8915.0,-1085.0,-15.02,84.98,-15.02,849.8,-150.2,8498.0,-1502.0,-29.0,71.0,-29.0,710.0,-290.0,7100.0,-2900.0,Peter Thiel’s $418 Million Bet On These 8 Companies Reveals AI’s Biggest Bottleneck,24/7 Wall St.,2026-08-24,0.0,Vistra Corp. Stock: Is Wall Street Bullish or Bearish?,Barchart,2026-08-24,0.0,Vistra Is the Quietest Big Winner of the AI Power Boom. Here's Why.,Motley Fool,2026-08-23,0.586,,,,,,,,,,
