ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1596.08,+1.14%,-2.74%,-0.20%,+479.89%,+3352%,233.696,,21.63,13.9,7068341,71496441,381205641,,7.36,buy,1.54,1.14,101.14,1.14,1011.4,11.4,10114.0,114.0,-2.74,97.26,-2.74,972.6,-27.4,9726.0,-274.0,-0.2,99.8,-0.2,998.0,-2.0,9980.0,-20.0,479.89,579.89,479.89,5798.9,4798.9,57989.0,47989.0,3352.0,3452.0,3352.0,34520.0,33520.0,345200.0,335200.0,Why higher yields aren't scaring off retail traders,Yahoo Finance Video,2026-08-21,0.341,SanDisk Makes a Quiet Move Into AI's Next Boom,GuruFocus.com,2026-08-21,0.0,"Did Citadel’s $4 Billion AI Stock Selloff Weigh On MU, SNDK, NBIS?",Benzinga Prediction Markets,2026-08-21,0.0,,,,,,,,,,
WDC,Western Digital,AI,memory,NASDAQ,459.44,-1.77%,-9.70%,-17.47%,+144.95%,+509%,165.647,2.217,17.07,8.63,4205970,35298370,186549470,13.0,8.05,buy,1.58,-1.77,98.23,-1.77,982.3,-17.7,9823.0,-177.0,-9.7,90.3,-9.7,903.0,-97.0,9030.0,-970.0,-17.47,82.53,-17.47,825.3,-174.7,8253.0,-1747.0,144.95,244.95,144.95,2449.5,1449.5,24495.0,14495.0,509.0,609.0,509.0,6090.0,5090.0,60900.0,50900.0,Why higher yields aren't scaring off retail traders,Yahoo Finance Video,2026-08-21,0.341,Western Digital (WDC) Stock May Be Reasonable After Fresh AI Storage News,Simply Wall St.,2026-08-21,0.318,This Stock Could Be a Major AI Winner Through 2027. What’s It Worth?,24/7 Wall St.,2026-08-21,0.717,,,,,,,,,,
285A,Kioxia Holdings,AI,memory,TSE,341.73,+2.63%,+1.08%,-11.04%,+378.59%,+2103%,187.01,,53.71,42.94,39845000,234361900,1109882100,,,buy,1.56,2.63,102.63,2.63,1026.3,26.3,10263.0,263.0,1.08,101.08,1.08,1010.8,10.8,10108.0,108.0,-11.04,88.96,-11.04,889.6,-110.4,8896.0,-1104.0,378.59,478.59,378.59,4785.9,3785.9,47859.0,37859.0,2103.0,2203.0,2103.0,22030.0,21030.0,220300.0,210300.0,Why Micron Isn’t Buying Back Stock Like Memory-Chip Rivals—and Why It Could,Barrons.com,2026-08-20,0.361,Micron Gained Memory Market Share. The Stock Is Dropping Anyway.,Barrons.com,2026-08-19,0.586,Has Kioxia Holdings (TSE:285A) Run Too Far Ahead Of Its Fundamentals As Chip Stocks Sell Off?,Simply Wall St.,2026-08-19,0.0,,,,,,,,,,
MU,Micron Technology,AI,memory,NASDAQ,966.78,-0.04%,-0.50%,+0.76%,+206.68%,+728%,,2.213,21.86,48.57,20783536,143634136,896118736,5.0,2.65,strong_buy,1.37,-0.04,99.96,-0.04,999.6,-0.4,9996.0,-4.0,-0.5,99.5,-0.5,995.0,-5.0,9950.0,-50.0,0.76,100.76,0.76,1007.6,7.6,10076.0,76.0,206.68,306.68,206.68,3066.8,2066.8,30668.0,20668.0,728.0,828.0,728.0,8280.0,7280.0,82800.0,72800.0,Why higher yields aren't scaring off retail traders,Yahoo Finance Video,2026-08-21,0.341,Micron’s AI boom rolls on with $10 billion Iowa data center,Yahoo Finance Video,2026-08-21,0.0,Goldman Sachs Sees Nvidia Setup Few Expect,GuruFocus.com,2026-08-21,0.0,,,,,,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,850.0,+0.41%,-12.68%,-6.40%,+196.34%,+434%,192.648,2.102,61.33,4.81,2735744,20880044,120244744,35.0,4.06,strong_buy,1.44,0.41,100.41,0.41,1004.1,4.1,10041.0,41.0,-12.68,87.32,-12.68,873.2,-126.8,8732.0,-1268.0,-6.4,93.6,-6.4,936.0,-64.0,9360.0,-640.0,196.34,296.34,196.34,2963.4,1963.4,29634.0,19634.0,434.0,534.0,434.0,5340.0,4340.0,53400.0,43400.0,Goldman Sachs Sees Nvidia Setup Few Expect,GuruFocus.com,2026-08-21,0.0,Can Sandisk's NAS Expansion Help It Challenge MU & STX?,Zacks,2026-08-21,0.459,Seagate vs. AMD: Which AI Infrastructure Stock Has the Edge?,Zacks,2026-08-21,0.0,,,,,,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,237.04,-4.42%,+6.77%,+12.35%,+165.56%,+244%,212.754,2.246,81.46,41.39,24970547,145183047,535049347,10.0,4.79,strong_buy,1.44,-4.42,95.58,-4.42,955.8,-44.2,9558.0,-442.0,6.77,106.77,6.77,1067.7,67.7,10677.0,677.0,12.35,112.35,12.35,1123.5,123.5,11235.0,1235.0,165.56,265.56,165.56,2655.6,1655.6,26556.0,16556.0,244.0,344.0,244.0,3440.0,2440.0,34400.0,24400.0,Wedbush Says Marvell Just Changed Its AI Story,GuruFocus.com,2026-08-21,0.0,Marvell Stock Plunges After Two-Day Surge Despite Google AI Chip Catalyst,GuruFocus.com,2026-08-21,0.0,"Marvell Quarterly Results Poised for Upside Led by AI, Customer Wins, Oppenheimer Says",MT Newswires,2026-08-21,0.691,1,strong_buy,0.9,"+20.7% 1M momentum, +12.98% 1W, analyst consensus strong_buy at 1.44, and a recent Google chip design deal sent shares up 9.8% [siliconangle.com](https://siliconangle.com/2026/08/19/marvell-shares-jump-9-8-on-google-chip-design-deal/).",1M momentum +20.70%; Google chip design deal; Strong buy analyst consensus; Positive news sentiment 0.04,,,,,
P,Everpure,AI,memory,NYSE,108.55,-0.85%,-8.13%,+45.55%,+57.30%,+89%,,1.414,164.47,3.37,2136852,14707752,66549352,,4.25,buy,1.65,-0.85,99.15,-0.85,991.5,-8.5,9915.0,-85.0,-8.13,91.87,-8.13,918.7,-81.3,9187.0,-813.0,45.55,145.55,45.55,1455.5,455.5,14555.0,4555.0,57.3,157.3,57.3,1573.0,573.0,15730.0,5730.0,89.0,189.0,89.0,1890.0,890.0,18900.0,8900.0,"AI Chip Titan Nvidia Headlines Earnings Calendar; Salesforce, Intuit Also On Deck",Investor's Business Daily,2026-08-21,0.0,"Everpure Expected to Post Beat-and-Raise Fiscal Q2 Results, Wedbush Says",MT Newswires,2026-08-21,0.0,Everpure Gears Up to Report Q2 Earnings: What Should You Know?,Zacks,2026-08-21,0.0,4,buy,0.75,"Massive 1M gain of +47.98% with a beta of 1.41, positive news sentiment 0.045, and buy analyst consensus at 1.65, though P/E of 169.2 is elevated.",1M momentum +47.98%; Positive news sentiment; Buy analyst consensus; Moderate beta 1.414,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,20.5,+0.19%,-2.52%,+9.45%,+25.51%,+44%,1.692,1.19,41.73,25.37,10505414,84047186,557994950,80.0,,buy,1.6,0.19,100.19,0.19,1001.9,1.9,10019.0,19.0,-2.52,97.48,-2.52,974.8,-25.2,9748.0,-252.0,9.45,109.45,9.45,1094.5,94.5,10945.0,945.0,25.51,125.51,25.51,1255.1,255.1,12551.0,2551.0,44.0,144.0,44.0,1440.0,440.0,14400.0,4400.0,Florida real estate mogul says your home is ‘a terrible investment’ — and he’d put $100K somewhere else. Is he right?,Moneywise,2026-08-21,-0.477,U.K. ETFs in Spotlight as Andy Burnham Completes First Month as PM,Zacks,2026-08-20,0.0,Rolls-Royce Stock Hits First New High In 14 Years. Firm Announces Engine Project.,Investor's Business Daily,2026-08-17,0.0,8,buy,0.65,"+10.42% 1M gain, buy analyst consensus at 1.6, high news sentiment of 0.346, and a beta of 1.19; P/E of 41.65 is reasonable for a nuclear operator.",1M momentum +10.42%; Buy analyst consensus; Strong news sentiment 0.346; Moderate beta 1.19,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,272.88,+0.42%,-3.26%,-0.58%,-25.16%,-12%,96.683,1.118,26.67,3.47,1957553,12517353,63718953,63.0,3.29,buy,1.55,0.42,100.42,0.42,1004.2,4.2,10042.0,42.0,-3.26,96.74,-3.26,967.4,-32.6,9674.0,-326.0,-0.58,99.42,-0.58,994.2,-5.8,9942.0,-58.0,-25.16,74.84,-25.16,748.4,-251.6,7484.0,-2516.0,-12.0,88.0,-12.0,880.0,-120.0,8800.0,-1200.0,Constellation Energy vs. Vistra: Who Leads the AI Power Revenue Race?,Motley Fool,2026-08-21,0.273,This Week In Energy Transition - AI Powers the Rise of Green Hydrogen Investments,Simply Wall St.,2026-08-20,0.273,"Nuclear Stocks Plunge Tuesday: Oklo Down 5%, Constellation Energy Down 4%, NuScale Down 5%",24/7 Wall St.,2026-08-19,0.273,,,,,,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,136.21,-2.31%,-8.05%,-18.31%,-17.34%,-27%,45.718,1.433,22.97,4.51,4255120,20662920,104403720,66.0,2.99,strong_buy,1.37,-2.31,97.69,-2.31,976.9,-23.1,9769.0,-231.0,-8.05,91.95,-8.05,919.5,-80.5,9195.0,-805.0,-18.31,81.69,-18.31,816.9,-183.1,8169.0,-1831.0,-17.34,82.66,-17.34,826.6,-173.4,8266.0,-1734.0,-27.0,73.0,-27.0,730.0,-270.0,7300.0,-2700.0,"Exchange-Traded Funds, Equity Futures Higher Pre-Bell Friday as Bitcoin Moves Past $77,000",MT Newswires,2026-08-21,0.0,Constellation Energy vs. Vistra: Who Leads the AI Power Revenue Race?,Motley Fool,2026-08-21,0.273,KKR Data Center Chief Vaults to Prominence With Nvidia Pact,Bloomberg,2026-08-20,0.0,,,,,,,,,,
