ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1764.17,+1.18%,+14.79%,+42.51%,+540.96%,+2251%,258.308,,23.94,14.04,9527177,54912377,286487677,,8.24,buy,1.54,1.18,101.18,1.18,1011.8,11.8,10118.0,118.0,14.79,114.79,14.79,1147.9,147.9,11479.0,1479.0,42.51,142.51,42.51,1425.1,425.1,14251.0,4251.0,540.96,640.96,540.96,6409.6,5409.6,64096.0,54096.0,2251.0,2351.0,2251.0,23510.0,22510.0,235100.0,225100.0,SanDisk Traded Its Best Prices For Something Rarer,Trefis,2026-09-09,0.637,Prediction: Micron's Sept. 30 Earnings Could Be the Most Important Catalyst for AI Memory Stocks This Year,Motley Fool,2026-09-09,0.272,"Micron, Sandisk and the Next Leg Higher in Memory Stocks",Zacks,2026-09-09,0.0,1,strong_buy,1.0,"SNDK surged +531% YTD with a P/E of 23.56, and fresh catalysts include Dell's $95B AI server backlog naming NAND as a key supply constraint, a $31B Japan fab investment, and 10 long-term supply agreements guaranteeing $93.9B in revenue. [pomegra.io](https://pomegra.io/news/sndk-surges-8-as-dells-ai-backlog-crowns-flash-storage) [fool.com](https://www.fool.com/investing/2026/09/07/sandisk-just-made-the-next-memory-crash-a-lot-less-scary/)",+531% YTD; P/E 23.56; Dell AI backlog catalyst; 10 long-term supply agreements,,,,,
WDC,Western Digital,AI,memory,NASDAQ,482.28,+1.57%,+7.10%,+10.06%,+157.21%,+402%,173.881,2.182,17.92,8.41,4021031,25790831,139930331,13.0,6.31,buy,1.54,1.57,101.57,1.57,1015.7,15.7,10157.0,157.0,7.1,107.1,7.1,1071.0,71.0,10710.0,710.0,10.06,110.06,10.06,1100.6,100.6,11006.0,1006.0,157.21,257.21,157.21,2572.1,1572.1,25721.0,15721.0,402.0,502.0,402.0,5020.0,4020.0,50200.0,40200.0,SanDisk Traded Its Best Prices For Something Rarer,Trefis,2026-09-09,0.637,Seagate's HAMR Bet is Paying Off: Can Mozaic Sustain the Momentum?,Zacks,2026-09-09,0.0,Is Western Digital (WDC) Priced Too High?,Insider Monkey,2026-09-09,0.0,,,,,,,,,,
285A,Kioxia Holdings,AI,memory,TSE,371.66,-0.96%,+11.76%,+18.73%,+402.20%,+1547%,203.389,,56.41,41.52,30759700,150050000,796882100,,,buy,1.56,-0.96,99.04,-0.96,990.4,-9.6,9904.0,-96.0,11.76,111.76,11.76,1117.6,117.6,11176.0,1176.0,18.73,118.73,18.73,1187.3,187.3,11873.0,1873.0,402.2,502.2,402.2,5022.0,4022.0,50220.0,40220.0,1547.0,1647.0,1547.0,16470.0,15470.0,164700.0,154700.0,"Kioxia Dismisses SK Hynix Tie-Up, Vows to Ease Chip Price Rises",Bloomberg,2026-09-09,0.361,How to Play SKHY Stock as SK hynix Looks to Build a New Plant in Japan,Barchart,2026-09-02,0.34,Elite Japanese Blue Chip Stocks To Own In September 2026,Simply Wall St.,2026-09-01,0.0,6,strong_buy,1.0,"285A delivered +397% YTD (P/E 55.85) with a buy rating (score 1.56) and positive news sentiment 0.14, as Kioxia's dismisses tie-up and vows to ease chip price rises, signalling continued pricing power in NAND.",+397% YTD; P/E 55.85; buy rating; news sentiment 0.14,,,,,
MU,Micron Technology,AI,memory,NASDAQ,1027.77,+2.64%,+10.11%,+19.37%,+226.03%,+614%,1160.756,2.222,23.25,42.28,23573851,131044651,604324051,5.0,2.66,strong_buy,1.35,2.64,102.64,2.64,1026.4,26.4,10264.0,264.0,10.11,110.11,10.11,1101.1,101.1,11011.0,1011.0,19.37,119.37,19.37,1193.7,193.7,11937.0,1937.0,226.03,326.03,226.03,3260.3,2260.3,32603.0,22603.0,614.0,714.0,614.0,7140.0,6140.0,71400.0,61400.0,Micron's Operating Margin Surged Past 80% for the First Time Ever. History Says This Is What's Coming Next.,Motley Fool,2026-09-09,0.0,SanDisk Traded Its Best Prices For Something Rarer,Trefis,2026-09-09,0.637,"Apple, ServiceTitan, Meta, Micron, Casey’s, Jersey Mike’s, and More Stocks That Explain Today’s Market",Barrons.com,2026-09-09,0.0,4,strong_buy,0.8,"MU gained +217% YTD with a strong_buy rating (score 1.35) and a reasonable P/E of 22.62, underpinned by DRAM/NAND supply tightness and AI memory demand, though short-term news sentiment is slightly negative at -0.055.",+217% YTD; strong_buy score 1.35; P/E 22.62; AI memory demand,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,885.92,-1.68%,+8.48%,+10.60%,+208.86%,+368%,200.789,2.087,63.6,4.8,3394197,16760297,81036997,33.0,4.12,strong_buy,1.44,-1.68,98.32,-1.68,983.2,-16.8,9832.0,-168.0,8.48,108.48,8.48,1084.8,84.8,10848.0,848.0,10.6,110.6,10.6,1106.0,106.0,11060.0,1060.0,208.86,308.86,208.86,3088.6,2088.6,30886.0,20886.0,368.0,468.0,368.0,4680.0,3680.0,46800.0,36800.0,SanDisk Traded Its Best Prices For Something Rarer,Trefis,2026-09-09,0.637,Price Prediction: Seagate Stock Will Hit $1000 on This Date,24/7 Wall St.,2026-09-09,0.0,Seagate Technology and Western Union have been highlighted as Zacks Bull and Bear of the Day,Zacks,2026-09-09,0.0,10,strong_buy,0.65,"STX rose +215% YTD and +9.17% in the past week, with a strong_buy rating (score 1.44) and news sentiment 0.219, driven by AI storage demand, though P/E is elevated at 64.92 and dividend yield is 35%.",+215% YTD; strong_buy score 1.44; 1W +9.17%; news sentiment 0.219,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,235.01,+4.63%,+11.70%,+12.68%,+163.29%,+236%,211.205,2.253,77.82,32.85,20034900,95864900,530034300,11.0,3.79,strong_buy,1.41,4.63,104.63,4.63,1046.3,46.3,10463.0,463.0,11.7,111.7,11.7,1117.0,117.0,11170.0,1170.0,12.68,112.68,12.68,1126.8,126.8,11268.0,1268.0,163.29,263.29,163.29,2632.9,1632.9,26329.0,16329.0,236.0,336.0,236.0,3360.0,2360.0,33600.0,23600.0,Marvell Has Raised Its Growth Outlook 3 Times Since December. The Stock Still Sits 28% Below Its High.,Motley Fool,2026-09-09,0.382,"Broadcom (AVGO) Faces Google Chip Risks, But Macquarie Sees a $40 Billion Anthropic Opportunity",Insider Monkey,2026-09-09,0.485,Marvell's CEO Calls It the Switzerland of the AI Market,GuruFocus.com,2026-09-09,0.0,,,,,,,,,,
P,Everpure,AI,memory,NYSE,97.06,-3.90%,+3.50%,-0.94%,+40.65%,+25%,32.344,1.434,132.96,3.05,2569744,13463244,79491544,,3.73,buy,1.55,-3.9,96.1,-3.9,961.0,-39.0,9610.0,-390.0,3.5,103.5,3.5,1035.0,35.0,10350.0,350.0,-0.94,99.06,-0.94,990.6,-9.4,9906.0,-94.0,40.65,140.65,40.65,1406.5,406.5,14065.0,4065.0,25.0,125.0,25.0,1250.0,250.0,12500.0,2500.0,A Look Back at Hardware & Infrastructure Stocks’ Q2 Earnings: Everpure (NYSE:P) Vs The Rest Of The Pack,StockStory,2026-09-09,0.0,"Dear Illumina Stock Fans, Mark Your Calendars for September 21",Barchart,2026-09-09,0.382,"Dear Everpure Stock Fans, Mark Your Calendars for September 21",Barchart,2026-09-09,0.382,,,,,,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,19.59,-2.38%,-1.58%,-6.12%,+20.80%,+35%,1.615,1.188,40.16,21.33,12835896,44401928,335486298,81.0,,none,,-2.38,97.62,-2.38,976.2,-23.8,9762.0,-238.0,-1.58,98.42,-1.58,984.2,-15.8,9842.0,-158.0,-6.12,93.88,-6.12,938.8,-61.2,9388.0,-612.0,20.8,120.8,20.8,1208.0,208.0,12080.0,2080.0,35.0,135.0,35.0,1350.0,350.0,13500.0,3500.0,Britain to build turbines for Rolls-Royce mini-nuclear reactors,The Telegraph,2026-09-04,0.0,NuScale Advances Key Safety Component Toward SMR Commercialization,Zacks,2026-09-02,0.421,"SK Hynix, Stellantis, Innio and others announce manufacturing investments",Manufacturing Dive,2026-09-02,0.0,,,,,,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,293.9,-1.18%,+4.85%,+8.85%,-19.40%,-7%,104.133,1.117,28.73,3.11,2197755,14990855,55058055,57.0,2.97,buy,1.55,-1.18,98.82,-1.18,988.2,-11.8,9882.0,-118.0,4.85,104.85,4.85,1048.5,48.5,10485.0,485.0,8.85,108.85,8.85,1088.5,88.5,10885.0,885.0,-19.4,80.6,-19.4,806.0,-194.0,8060.0,-1940.0,-7.0,93.0,-7.0,930.0,-70.0,9300.0,-700.0,Vistra Has Edged Lower Throughout 2026: One Bank Says It’s On The Verge of Doubling,24/7 Wall St.,2026-09-09,-0.296,Constellation Energy's Biggest AI Power Deal Doesn't Start Paying Until June 2027,Motley Fool,2026-09-08,0.0,Google’s revived nuclear power plant gets $1.9B loan from US government,TechCrunch,2026-09-08,0.0,,,,,,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,151.1,-0.60%,+9.43%,+5.76%,-8.30%,-27%,50.714,1.414,25.48,4.46,3867234,24572134,89735034,61.0,3.32,strong_buy,1.35,-0.6,99.4,-0.6,994.0,-6.0,9940.0,-60.0,9.43,109.43,9.43,1094.3,94.3,10943.0,943.0,5.76,105.76,5.76,1057.6,57.6,10576.0,576.0,-8.3,91.7,-8.3,917.0,-83.0,9170.0,-830.0,-27.0,73.0,-27.0,730.0,-270.0,7300.0,-2700.0,"Vistra CEO Burke Buys 6,665 Shares",Motley Fool,2026-09-09,0.296,Can VST's Diversified Power Generation Fleet Drive Long-Term Growth?,Zacks,2026-09-09,0.382,Vistra Has Edged Lower Throughout 2026: One Bank Says It’s On The Verge of Doubling,24/7 Wall St.,2026-09-09,-0.296,,,,,,,,,,
