ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1436.56,-11.10%,+6.03%,-38.48%,+421.93%,+3691%,212.739,,49.01,13.19,13833149,63997049,286916049,,7.59,buy,1.61,-11.1,88.9,-11.1,889.0,-111.0,8890.0,-1110.0,6.03,106.03,6.03,1060.3,60.3,10603.0,603.0,-38.48,61.52,-38.48,615.2,-384.8,6152.0,-3848.0,421.93,521.93,421.93,5219.3,4219.3,52193.0,42193.0,3691.0,3791.0,3691.0,37910.0,36910.0,379100.0,369100.0,"Stock Market Today, July 24: Dow Recovers and Sandisk Tumbles 11% as Tech Stocks Fall Further",Motley Fool,2026-07-24,0.0,"Stock Market Today: Nasdaq Sinks As Sellers Hit Memory Chips; Oil, Yields Slide (Live Coverage)",Investor's Business Daily,2026-07-24,0.0,"SpaceX, Micron, SAP, Verizon, Amex, Tenet, and More Stocks That Explain Today’s Market",Barrons.com,2026-07-24,0.0,,,,,,,,,,
WDC,Western Digital,AI,memory,NASDAQ,519.8,-7.28%,+8.92%,-23.04%,+177.14%,+711%,179.166,2.166,31.14,8.52,4727409,28704309,175684209,11.0,7.32,strong_buy,1.5,-7.28,92.72,-7.28,927.2,-72.8,9272.0,-728.0,8.92,108.92,8.92,1089.2,89.2,10892.0,892.0,-23.04,76.96,-23.04,769.6,-230.4,7696.0,-2304.0,177.14,277.14,177.14,2771.4,1771.4,27714.0,17714.0,711.0,811.0,711.0,8110.0,7110.0,81100.0,71100.0,"Why Tesla, Google, and other Mag 7 stocks are losing billions in valuation",Yahoo Finance Video,2026-07-24,-0.382,AI Memory Stocks Lead Chip Selloff,GuruFocus.com,2026-07-24,0.0,"MU, SKHY, STX, WDC And Other Memory Stocks Tumble — Evercore's Daryanani Believes Supply-Demand Imbalance Is Going To Get Bigger In 2027",Stocktwits,2026-07-24,0.0,9,strong_buy,0.8,"Western Digital (WDC) surged +198% YTD and +19.6% 1W, P/E 33.33, strong_buy consensus (score 1.5), news sentiment 0.092.",+198% YTD; +19.6% 1W; P/E 33.33; strong_buy consensus,,,,,
285A,Kioxia Holdings,AI,memory,TSE,341.73,-9.03%,-9.82%,-39.45%,+393.48%,+2419%,187.012,,55.53,37.91,42385500,224510100,959250700,,,buy,1.62,-9.03,90.97,-9.03,909.7,-90.3,9097.0,-903.0,-9.82,90.18,-9.82,901.8,-98.2,9018.0,-982.0,-39.45,60.55,-39.45,605.5,-394.5,6055.0,-3945.0,393.48,493.48,393.48,4934.8,3934.8,49348.0,39348.0,2419.0,2519.0,2419.0,25190.0,24190.0,251900.0,241900.0,European Stock Indexes Higher as Software Stocks Bounce,The Wall Street Journal,2026-07-24,0.0,"Western Digital (WDC) Reenters Merger Focus, Where Does Fair Value Sit?",Simply Wall St.,2026-07-22,0.572,Western Digital (WDC) Revives Kioxia Merger Talks Over Flash Memory Assets,Simply Wall St.,2026-07-22,0.511,,,,,,,,,,
MU,Micron Technology,AI,memory,NASDAQ,920.95,-6.72%,+8.48%,-24.10%,+192.14%,+790%,1040.114,2.142,20.81,52.28,40289721,199148821,1019745721,5.0,2.81,strong_buy,1.42,-6.72,93.28,-6.72,932.8,-67.2,9328.0,-672.0,8.48,108.48,8.48,1084.8,84.8,10848.0,848.0,-24.1,75.9,-24.1,759.0,-241.0,7590.0,-2410.0,192.14,292.14,192.14,2921.4,1921.4,29214.0,19214.0,790.0,890.0,790.0,8900.0,7900.0,89000.0,79000.0,"Why Tesla, Google, and other Mag 7 stocks are losing billions in valuation",Yahoo Finance Video,2026-07-24,-0.382,"Stock Market Today: Nasdaq Sinks As Sellers Hit Memory Chips; Oil, Yields Slide (Live Coverage)",Investor's Business Daily,2026-07-24,0.0,"SpaceX, Micron, SAP, Verizon, Amex, Tenet, and More Stocks That Explain Today’s Market",Barrons.com,2026-07-24,0.0,1,strong_buy,0.9,"Micron (MU) shows strong momentum with +214% YTD and +16% 1W, supported by a low P/E of 21.69, strong_buy analyst consensus (score 1.42), and positive news sentiment 0.182.",+214% YTD; P/E 21.69; strong_buy consensus; positive news sentiment 0.18,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,851.69,-7.22%,+8.13%,+0.00%,+196.93%,+505%,192.696,2.067,81.11,4.65,5199348,25952848,107312248,32.0,3.33,strong_buy,1.44,-7.22,92.78,-7.22,927.8,-72.2,9278.0,-722.0,8.13,108.13,8.13,1081.3,81.3,10813.0,813.0,0.0,100.0,0.0,1000.0,0.0,10000.0,0.0,196.93,296.93,196.93,2969.3,1969.3,29693.0,19693.0,505.0,605.0,505.0,6050.0,5050.0,60500.0,50500.0,"Why Tesla, Google, and other Mag 7 stocks are losing billions in valuation",Yahoo Finance Video,2026-07-24,-0.382,AI Memory Stocks Lead Chip Selloff,GuruFocus.com,2026-07-24,0.0,"MU, SKHY, STX, WDC And Other Memory Stocks Tumble — Evercore's Daryanani Believes Supply-Demand Imbalance Is Going To Get Bigger In 2027",Stocktwits,2026-07-24,0.0,,,,,,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,194.23,-7.53%,+2.94%,-30.93%,+117.60%,+182%,174.33,2.197,66.75,41.64,19710047,100184447,584287847,11.0,4.56,strong_buy,1.44,-7.53,92.47,-7.53,924.7,-75.3,9247.0,-753.0,2.94,102.94,2.94,1029.4,29.4,10294.0,294.0,-30.93,69.07,-30.93,690.7,-309.3,6907.0,-3093.0,117.6,217.6,117.6,2176.0,1176.0,21760.0,11760.0,182.0,282.0,182.0,2820.0,1820.0,28200.0,18200.0,Marvell (MRVL) Stock Sees Fair Value Lift As AI Data Center Optimism Builds,Simply Wall St.,2026-07-24,0.802,Nvidia is Winning AI Capex Wars So I Continue Loading Up,24/7 Wall St.,2026-07-24,-0.052,Weak Chip Stocks Put Downward Pressure on Broader Market,Barchart,2026-07-24,-0.625,,,,,,,,,,
P,Everpure,AI,memory,NYSE,74.56,-0.05%,+7.47%,+4.00%,+8.04%,+31%,24.785,1.447,112.97,3.33,1044624,8405524,53100924,,4.47,buy,1.9,-0.05,99.95,-0.05,999.5,-0.5,9995.0,-5.0,7.47,107.47,7.47,1074.7,74.7,10747.0,747.0,4.0,104.0,4.0,1040.0,40.0,10400.0,400.0,8.04,108.04,8.04,1080.4,80.4,10804.0,804.0,31.0,131.0,31.0,1310.0,310.0,13100.0,3100.0,Everpure (P) And The AI Infrastructure Narrative As Valuation Questions Grow,Simply Wall St.,2026-07-24,0.0,Does Everpure (P) Signal A Shift From Pure Growth Story To Earnings Quality-Driven Narrative?,Simply Wall St.,2026-07-24,0.382,3 Reasons Growth Investors Will Love Everpure (P),Zacks,2026-07-23,0.778,,,,,,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,18.85,+3.59%,+3.66%,-0.25%,+18.27%,+39%,1.558,1.203,20.52,28.28,28370595,105390914,445016428,70.0,,buy,1.6,3.59,103.59,3.59,1035.9,35.9,10359.0,359.0,3.66,103.66,3.66,1036.6,36.6,10366.0,366.0,-0.25,99.75,-0.25,997.5,-2.5,9975.0,-25.0,18.27,118.27,18.27,1182.7,182.7,11827.0,1827.0,39.0,139.0,39.0,1390.0,390.0,13900.0,3900.0,European Stocks Close Higher in Wednesday Trading; UK Inflation Decelerates,MT Newswires,2026-07-22,0.0,Rolls-Royce issues Burnham ultimatum over £3bn jet engine project,The Telegraph,2026-07-21,0.0,Airbus Comes for Boeing in Battle Over World’s Biggest Jets,The Wall Street Journal,2026-07-21,-0.382,,,,,,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,274.35,-0.41%,+8.70%,+2.11%,-24.88%,-16%,97.972,1.121,23.82,3.67,2308031,12916731,69286131,62.0,3.8,buy,1.52,-0.41,99.59,-0.41,995.9,-4.1,9959.0,-41.0,8.7,108.7,8.7,1087.0,87.0,10870.0,870.0,2.11,102.11,2.11,1021.1,21.1,10211.0,211.0,-24.88,75.12,-24.88,751.2,-248.8,7512.0,-2488.0,-16.0,84.0,-16.0,840.0,-160.0,8400.0,-1600.0,My 3 Highest-Conviction Energy Stocks for the Second Half of 2026,Motley Fool,2026-07-24,0.273,Is the Options Market Predicting a Spike in Constellation Energy Stock?,Zacks,2026-07-24,0.273,Turn The VST Shares You Own Into A 16% Income Stream,Trefis,2026-07-23,0.296,,,,,,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,163.38,-2.94%,+5.11%,-2.62%,-0.85%,-12%,55.088,1.409,27.32,4.79,2157306,14645106,82083406,54.0,5.46,strong_buy,1.4,-2.94,97.06,-2.94,970.6,-29.4,9706.0,-294.0,5.11,105.11,5.11,1051.1,51.1,10511.0,511.0,-2.62,97.38,-2.62,973.8,-26.2,9738.0,-262.0,-0.85,99.15,-0.85,991.5,-8.5,9915.0,-85.0,-12.0,88.0,-12.0,880.0,-120.0,8800.0,-1200.0,Can NRG's Capital Allocation Strategy Drive Shareholder Returns?,Zacks,2026-07-24,0.0,"Goldman lifts data center capacity outlook, flags utility stocks set to benefit",Investing.com,2026-07-24,0.459,David Tepper Has 5% of His Portfolio in This Little-Known Energy Stock. Here's Why.,Motley Fool,2026-07-24,0.273,5,strong_buy,0.8,"Vistra (VST) shows +10.8% 1W and +3.8% 1M momentum, P/E 27.84, strong_buy consensus (score 1.4), and news sentiment 0.309.",+10.8% 1W; P/E 27.84; strong_buy consensus; positive news sentiment 0.31,,,,,
