ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1279.96,+26.89%,-20.52%,-43.71%,+365.03%,+2267%,189.549,,43.74,13.73,23236972,109711972,339646572,,8.28,buy,1.61,26.89,126.89,26.89,1268.9,268.9,12689.0,2689.0,-20.52,79.48,-20.52,794.8,-205.2,7948.0,-2052.0,-43.71,56.29,-43.71,562.9,-437.1,5629.0,-4371.0,365.03,465.03,365.03,4650.3,3650.3,46503.0,36503.0,2267.0,2367.0,2267.0,23670.0,22670.0,236700.0,226700.0,Sandisk Stock Is Having Its Best Day Since January. It Has Had a Tough Month.,Barrons.com,2026-07-30,0.572,Update: Nasdaq Composite Snaps 6-Day Slump as Microsoft Soars,MT Newswires,2026-07-30,0.0,"Sandisk, Micron, Apple, SpaceX, Samsung, Microsoft, Meta, and More Stocks That Explain Today’s Market",Barrons.com,2026-07-30,0.0,,,,,,,,,,
WDC,Western Digital,AI,memory,NASDAQ,533.04,+15.93%,-4.52%,-16.55%,+184.20%,+487%,183.729,2.166,31.86,8.44,8042458,38778458,163344358,13.0,7.61,strong_buy,1.5,15.93,115.93,15.93,1159.3,159.3,11593.0,1593.0,-4.52,95.48,-4.52,954.8,-45.2,9548.0,-452.0,-16.55,83.45,-16.55,834.5,-165.5,8345.0,-1655.0,184.2,284.2,184.2,2842.0,1842.0,28420.0,18420.0,487.0,587.0,487.0,5870.0,4870.0,58700.0,48700.0,How Seagate's AI Storage Growth Is Reshaping the HDD Market,Zacks,2026-07-30,0.382,Is STX Stock Still Attractive After Its Massive 2026 Price Rally?,Zacks,2026-07-30,0.44,How Seagate's HAMR Shift Is Driving the Next AI Storage Growth Wave,Zacks,2026-07-30,0.382,,,,,,,,,,
285A,Kioxia Holdings,AI,memory,TSE,247.61,+3.03%,-36.17%,-55.95%,+248.02%,+1449%,135.502,,39.13,39.71,91539100,315884200,1064789000,,,buy,1.62,3.03,103.03,3.03,1030.3,30.3,10303.0,303.0,-36.17,63.83,-36.17,638.3,-361.7,6383.0,-3617.0,-55.95,44.05,-55.95,440.5,-559.5,4405.0,-5595.0,248.02,348.02,248.02,3480.2,2480.2,34802.0,24802.0,1449.0,1549.0,1449.0,15490.0,14490.0,154900.0,144900.0,Kioxia Could Plan Dividends and Buybacks After Stock’s 65% Plunge,BeInCrypto,2026-07-30,0.0,Even $64 Billion in Quarterly Profit Is a Disappointment for Chip Investors,The Wall Street Journal,2026-07-30,-0.103,Asian Markets Seeing Rotation Away From Tech,The Wall Street Journal,2026-07-29,0.0,,,,,,,,,,
MU,Micron Technology,AI,memory,NASDAQ,874.66,+19.16%,-11.67%,-24.21%,+177.46%,+577%,987.835,2.142,19.76,53.26,59596897,278876497,1029089197,7.0,3.21,strong_buy,1.42,19.16,119.16,19.16,1191.6,191.6,11916.0,1916.0,-11.67,88.33,-11.67,883.3,-116.7,8833.0,-1167.0,-24.21,75.79,-24.21,757.9,-242.1,7579.0,-2421.0,177.46,277.46,177.46,2774.6,1774.6,27746.0,17746.0,577.0,677.0,577.0,6770.0,5770.0,67700.0,57700.0,Are Micron’s (MU) New Auto AI Deals Quietly Redefining Its Competitive Moat?,Simply Wall St.,2026-07-30,0.178,Sandisk Stock Is Having Its Best Day Since January. It Has Had a Tough Month.,Barrons.com,2026-07-30,0.572,Update: Nasdaq Composite Snaps 6-Day Slump as Microsoft Soars,MT Newswires,2026-07-30,0.0,,,,,,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,851.68,+11.19%,-6.75%,-11.74%,+196.92%,+387%,192.694,,3702.96,4.68,7240837,35325437,117190737,39.0,3.72,strong_buy,1.4,11.19,111.19,11.19,1111.9,111.9,11119.0,1119.0,-6.75,93.25,-6.75,932.5,-67.5,9325.0,-675.0,-11.74,88.26,-11.74,882.6,-117.4,8826.0,-1174.0,196.92,296.92,196.92,2969.2,1969.2,29692.0,19692.0,387.0,487.0,387.0,4870.0,3870.0,48700.0,38700.0,How Seagate's AI Storage Growth Is Reshaping the HDD Market,Zacks,2026-07-30,0.382,Is STX Stock Still Attractive After Its Massive 2026 Price Rally?,Zacks,2026-07-30,0.44,How Seagate's HAMR Shift Is Driving the Next AI Storage Growth Wave,Zacks,2026-07-30,0.382,,,,,,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,183.3,+12.34%,-12.43%,-38.45%,+105.36%,+103%,164.52,2.197,62.99,41.6,28995831,125368031,577078831,15.0,4.34,strong_buy,1.42,12.34,112.34,12.34,1123.4,123.4,11234.0,1234.0,-12.43,87.57,-12.43,875.7,-124.3,8757.0,-1243.0,-38.45,61.55,-38.45,615.5,-384.5,6155.0,-3845.0,105.36,205.36,105.36,2053.6,1053.6,20536.0,10536.0,103.0,203.0,103.0,2030.0,1030.0,20300.0,10300.0,The Growth That Has To Land For Advanced Micro Devices Stock to Make Sense,Trefis,2026-07-30,0.557,NVDA Stock: Where Compounding Could Take The Price,Trefis,2026-07-30,0.0,One Thing I’m Watching: Retail’s Ill-Timed Sales From Chip Stocks,The Wall Street Journal,2026-07-30,0.0,,,,,,,,,,
P,Everpure,AI,memory,NYSE,75.06,+7.21%,-0.17%,-4.73%,+8.77%,+16%,24.95,1.447,113.73,3.34,1792896,11198496,53089096,,4.43,buy,1.9,7.21,107.21,7.21,1072.1,72.1,10721.0,721.0,-0.17,99.83,-0.17,998.3,-1.7,9983.0,-17.0,-4.73,95.27,-4.73,952.7,-47.3,9527.0,-473.0,8.77,108.77,8.77,1087.7,87.7,10877.0,877.0,16.0,116.0,16.0,1160.0,160.0,11600.0,1600.0,Is STX Stock Still Attractive After Its Massive 2026 Price Rally?,Zacks,2026-07-30,0.44,Everpure (P) And The AI Infrastructure Narrative As Valuation Questions Grow,Simply Wall St.,2026-07-24,0.0,Does Everpure (P) Signal A Shift From Pure Growth Story To Earnings Quality-Driven Narrative?,Simply Wall St.,2026-07-24,0.382,10,buy,0.5,"P has positive 1M momentum of +0.93%, a buy rating, and the highest news sentiment in the universe at 0.362, but a very high P/E of 112.29 and high short interest of 4.43%.",highest news sentiment 0.362; buy analyst consensus; +0.93% 1-month momentum; P/E 112.29,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,19.7,+5.46%,+7.65%,+1.27%,+22.23%,+29%,1.628,1.203,21.2,26.27,22423780,168212545,464776699,69.0,,buy,1.6,5.46,105.46,5.46,1054.6,54.6,10546.0,546.0,7.65,107.65,7.65,1076.5,76.5,10765.0,765.0,1.27,101.27,1.27,1012.7,12.7,10127.0,127.0,22.23,122.23,22.23,1222.3,222.3,12223.0,2223.0,29.0,129.0,29.0,1290.0,290.0,12900.0,2900.0,Basic Materials Roundup: Market Talk,The Wall Street Journal,2026-07-30,0.0,Rolls-Royce Holdings PLC (RLLCF.PFD) (H1 2026) Earnings Call Highlights: Record Operating ...,GuruFocus.com,2026-07-30,0.0,"Rolls-Royce H1 2026 earnings beat on defense, AI demand",Quartz,2026-07-30,0.0,7,buy,0.6,"RR. shows positive momentum (+3.41% 1W, +0.41% 1D, +18.58% YTD), a low P/E of 20.57, a high dividend yield of 0.67%, and a buy rating, with recent news on quantum computing partnerships.",+3.41% 1-week momentum; P/E 20.57; dividend yield 0.67%; quantum computing catalyst,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,263.56,+1.99%,-4.37%,+6.12%,-27.83%,-26%,94.118,1.121,22.92,3.68,3196239,14769139,71252239,66.0,3.33,buy,1.52,1.99,101.99,1.99,1019.9,19.9,10199.0,199.0,-4.37,95.63,-4.37,956.3,-43.7,9563.0,-437.0,6.12,106.12,6.12,1061.2,61.2,10612.0,612.0,-27.83,72.17,-27.83,721.7,-278.3,7217.0,-2783.0,-26.0,74.0,-26.0,740.0,-260.0,7400.0,-2600.0,Constellation Energy Corporation (CEG) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,Zacks,2026-07-30,0.273,This Week In Energy Transition - Atlas Suite Revolutionizes Solar Project Efficiency and Performance,Simply Wall St.,2026-07-30,0.557,China Shock Just Came for Your Portfolio,The Wall Street Journal,2026-07-29,-0.382,6,buy,0.65,"CEG has a buy rating with an_score 1.52, a low P/E of 23.47, a high dividend yield of 0.63%, and positive news sentiment of 0.218, with stable 1M momentum of +0.19%.",P/E 23.47; dividend yield 0.63%; positive news sentiment 0.218; buy analyst consensus,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,148.62,+3.23%,-12.05%,-6.31%,-9.80%,-32%,50.112,1.409,24.85,4.78,4013106,21828006,89818706,64.0,4.32,strong_buy,1.35,3.23,103.23,3.23,1032.3,32.3,10323.0,323.0,-12.05,87.95,-12.05,879.5,-120.5,8795.0,-1205.0,-6.31,93.69,-6.31,936.9,-63.1,9369.0,-631.0,-9.8,90.2,-9.8,902.0,-98.0,9020.0,-980.0,-32.0,68.0,-32.0,680.0,-320.0,6800.0,-3200.0,Duke Energy to Release Q2 Earnings: What's in Store for the Stock?,Zacks,2026-07-30,0.273,"Morgan Stanley Sees CIFR, GLXY Upside From ERCOT’s 65 GW Batch Zero",Blockspace,2026-07-30,0.0,Vistra (VST) Stock Looks Reasonable Following New York Data Center Limits,Simply Wall St.,2026-07-29,0.0,,,,,,,,,,
