ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1411.08,-10.41%,-24.06%,-27.96%,+412.67%,+3790%,208.967,,48.28,13.18,17014812,70651712,257301012,,7.59,buy,1.61,-10.41,89.59,-10.41,895.9,-104.1,8959.0,-1041.0,-24.06,75.94,-24.06,759.4,-240.6,7594.0,-2406.0,-27.96,72.04,-27.96,720.4,-279.6,7204.0,-2796.0,412.67,512.67,412.67,5126.7,4126.7,51267.0,41267.0,3790.0,3890.0,3790.0,38900.0,37900.0,389000.0,379000.0,"Dow Jones Futures: Micron, Sandisk, Google Lead AI Sell-Off, But These Groups Are Strong; SpaceX Starship Launch Due",Investor's Business Daily,2026-07-16,0.665,"Update: US Equity Indexes Drop as Chipmakers Push Technology Lower, Iran Warns on Red Sea Chokepoint",MT Newswires,2026-07-16,-0.572,Update: Wall Street Snaps Two-Day Advance as Chip-Related Stocks Slump,MT Newswires,2026-07-16,0.0,,,,,,,,,,
WDC,Western Digital,AI,memory,NASDAQ,466.81,-7.57%,-19.24%,-34.45%,+148.88%,+667%,160.901,2.166,27.95,8.36,10446080,33261080,203433780,12.0,7.32,strong_buy,1.5,-7.57,92.43,-7.57,924.3,-75.7,9243.0,-757.0,-19.24,80.76,-19.24,807.6,-192.4,8076.0,-1924.0,-34.45,65.55,-34.45,655.5,-344.5,6555.0,-3445.0,148.88,248.88,148.88,2488.8,1488.8,24888.0,14888.0,667.0,767.0,667.0,7670.0,6670.0,76700.0,66700.0,"Beyond the Nvidia boom: portfolio manager likes AI stocks TSMC, ASML",Reuters Videos,2026-07-16,0.421,"US Equity Markets End Lower Amid Tech Sell-Off, Iran's Threat to Block Red Sea",MT Newswires,2026-07-16,-0.818,Nasdaq Declines as Chip Stocks Come Under Pressure,The Wall Street Journal,2026-07-16,-0.296,5,strong_buy,0.846,"WDC has strong_buy analyst consensus (score 1.5), strong YTD (+210.61%) and 1M (+10.07%) momentum, with a P/E of 34.84 and a 10% dividend yield.",strong_buy consensus; +210.61% YTD; P/E 34.84; 10% dividend yield,,,,,
285A,Kioxia Holdings,AI,memory,TSE,382.7,-14.86%,-20.23%,-34.43%,+447.22%,+2928%,209.429,,61.57,36.83,45331300,224449300,932215100,,,buy,1.62,-14.86,85.14,-14.86,851.4,-148.6,8514.0,-1486.0,-20.23,79.77,-20.23,797.7,-202.3,7977.0,-2023.0,-34.43,65.57,-34.43,655.7,-344.3,6557.0,-3443.0,447.22,547.22,447.22,5472.2,4472.2,54722.0,44722.0,2928.0,3028.0,2928.0,30280.0,29280.0,302800.0,292800.0,NVIDIA CEO Courts Japan Suppliers as $5.1 Trillion AI Push Expands,GuruFocus.com,2026-07-16,0.103,Nvidia’s Huang Courts Japanese Suppliers With Kanda Pork Skewers,Bloomberg,2026-07-16,0.0,Western Digital (WDC) Reopens Kioxia Merger Talks With NAND Memory In Focus,Simply Wall St.,2026-07-14,0.0,,,,,,,,,,
MU,Micron Technology,AI,memory,NASDAQ,853.2,-4.79%,-13.96%,-18.20%,+170.65%,+698%,963.598,2.142,19.29,51.36,45784925,198703625,1049429025,6.0,2.81,strong_buy,1.42,-4.79,95.21,-4.79,952.1,-47.9,9521.0,-479.0,-13.96,86.04,-13.96,860.4,-139.6,8604.0,-1396.0,-18.2,81.8,-18.2,818.0,-182.0,8180.0,-1820.0,170.65,270.65,170.65,2706.5,1706.5,27065.0,17065.0,698.0,798.0,698.0,7980.0,6980.0,79800.0,69800.0,"Dow Jones Futures: Micron, Sandisk, Google Lead AI Sell-Off, But These Groups Are Strong; SpaceX Starship Launch Due",Investor's Business Daily,2026-07-16,0.665,Why Micron (MU) Stock Is Down Today,StockStory,2026-07-16,0.0,Alex Karp Grouped Palantir With These 3 Unstoppable Stocks as the Only True Artificial Intelligence (AI) Infrastructure Winners,Motley Fool,2026-07-16,0.802,,,,,,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,745.49,-8.06%,-16.25%,-30.02%,+159.90%,+465%,168.669,2.067,70.86,4.41,6147963,22844963,103638363,36.0,3.33,strong_buy,1.44,-8.06,91.94,-8.06,919.4,-80.6,9194.0,-806.0,-16.25,83.75,-16.25,837.5,-162.5,8375.0,-1625.0,-30.02,69.98,-30.02,699.8,-300.2,6998.0,-3002.0,159.9,259.9,159.9,2599.0,1599.0,25990.0,15990.0,465.0,565.0,465.0,5650.0,4650.0,56500.0,46500.0,"Amtech and Seagate Shares Plummet, What You Need To Know",StockStory,2026-07-16,0.296,"US Equity Markets End Lower Amid Tech Sell-Off, Iran's Threat to Block Red Sea",MT Newswires,2026-07-16,-0.818,Sector Update: Tech Stocks Fall Thursday Afternoon,MT Newswires,2026-07-16,0.0,,,,,,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,188.3,-7.98%,-22.58%,-34.95%,+110.96%,+186%,169.008,2.197,64.71,42.59,34563237,122817637,887047637,12.0,4.56,strong_buy,1.44,-7.98,92.02,-7.98,920.2,-79.8,9202.0,-798.0,-22.58,77.42,-22.58,774.2,-225.8,7742.0,-2258.0,-34.95,65.05,-34.95,650.5,-349.5,6505.0,-3495.0,110.96,210.96,110.96,2109.6,1109.6,21096.0,11096.0,186.0,286.0,186.0,2860.0,1860.0,28600.0,18600.0,Why Marvell Technology (MRVL) Stock Is Down Today,StockStory,2026-07-16,0.0,Nasdaq Falls Sharply as Chip-Stock Slump Overshadows TSMC Record,The Wall Street Journal,2026-07-16,0.0,Nasdaq Declines as Chip Stocks Come Under Pressure,The Wall Street Journal,2026-07-16,-0.296,,,,,,,,,,
P,Everpure,AI,memory,NYSE,68.37,-3.70%,-15.55%,-5.92%,-0.93%,+24%,22.726,1.447,103.59,3.37,2794565,12907565,61492465,,4.47,buy,1.9,-3.7,96.3,-3.7,963.0,-37.0,9630.0,-370.0,-15.55,84.45,-15.55,844.5,-155.5,8445.0,-1555.0,-5.92,94.08,-5.92,940.8,-59.2,9408.0,-592.0,-0.93,99.07,-0.93,990.7,-9.3,9907.0,-93.0,24.0,124.0,24.0,1240.0,240.0,12400.0,2400.0,1 Services Stock with Exciting Potential and 2 We Ignore,StockStory,2026-07-15,0.178,"Everpure and NetApp Stocks Trade Up, What You Need To Know",StockStory,2026-07-14,0.0,Super Micro (SMCI) Expands AI Infrastructure Portfolio With New Edge AI and HPC Platforms,Insider Monkey,2026-07-14,0.649,7,buy,0.68,P has strong 1M (+14.41%) and 1W (+9.10%) momentum with very positive news sentiment (0.438) and buy analyst consensus (score 1.9).,+14.41% 1M momentum; news sentiment 0.438; buy consensus; +9.10% 1W momentum,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,18.58,-0.88%,-4.04%,-1.05%,+15.16%,+38%,1.538,1.203,19.98,31.02,12268169,60982765,522686467,68.0,,buy,1.6,-0.88,99.12,-0.88,991.2,-8.8,9912.0,-88.0,-4.04,95.96,-4.04,959.6,-40.4,9596.0,-404.0,-1.05,98.95,-1.05,989.5,-10.5,9895.0,-105.0,15.16,115.16,15.16,1151.6,151.6,11516.0,1516.0,38.0,138.0,38.0,1380.0,380.0,13800.0,3800.0,2 Quantum Stocks That Could Challenge IonQ’s Leadership,MarketBeat,2026-07-15,0.077,FTSE 100 Live: Stocks flat as Trump says US to be 'guardian of Hormuz strait',Proactive,2026-07-13,0.0,"AI could cause a huge electricity shortfall in the US, Bank of America says: A closer look",Yahoo Finance Video,2026-07-09,0.318,8,buy,0.65,"RR. has strong 1M momentum (+16.60%) and positive YTD (+20.17%), with a low P/E of 20.85 and buy analyst consensus (score 1.6).",+16.60% 1M momentum; P/E 20.85; buy consensus; +20.17% YTD,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,251.77,-2.79%,+0.41%,-5.76%,-31.06%,-16%,89.908,1.121,21.87,3.69,2768769,12862769,73118769,66.0,3.8,buy,1.52,-2.79,97.21,-2.79,972.1,-27.9,9721.0,-279.0,0.41,100.41,0.41,1004.1,4.1,10041.0,41.0,-5.76,94.24,-5.76,942.4,-57.6,9424.0,-576.0,-31.06,68.94,-31.06,689.4,-310.6,6894.0,-3106.0,-16.0,84.0,-16.0,840.0,-160.0,8400.0,-1600.0,Sector Update: Energy Stocks Rise Late Afternoon,MT Newswires,2026-07-16,0.273,"Oklo Just Dropped 28% in a Month. Is It Time to Abandon Nuclear Stocks Like OKLO, NuScale, and Uranium Energy Corp.?",24/7 Wall St.,2026-07-16,0.178,Sector Update: Energy Stocks Rise Thursday Afternoon,MT Newswires,2026-07-16,0.273,,,,,,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,152.56,-4.66%,-3.43%,-3.81%,-7.41%,-12%,51.44,1.409,25.51,4.73,6031387,23560787,86974587,57.0,5.46,strong_buy,1.4,-4.66,95.34,-4.66,953.4,-46.6,9534.0,-466.0,-3.43,96.57,-3.43,965.7,-34.3,9657.0,-343.0,-3.81,96.19,-3.81,961.9,-38.1,9619.0,-381.0,-7.41,92.59,-7.41,925.9,-74.1,9259.0,-741.0,-12.0,88.0,-12.0,880.0,-120.0,8800.0,-1200.0,"Oklo Just Dropped 28% in a Month. Is It Time to Abandon Nuclear Stocks Like OKLO, NuScale, and Uranium Energy Corp.?",24/7 Wall St.,2026-07-16,0.178,Can Increased Capital Investments Boost VST Stock's Performance?,Zacks,2026-07-16,0.586,Vistra Corp. (VST) Rises Higher Than Market: Key Facts,Zacks,2026-07-15,0.0,4,strong_buy,0.75,"VST has strong_buy analyst consensus (score 1.4) with positive 1M (+8.68%) and 1W (+5.17%) momentum, and a reasonable P/E of 26.61.",strong_buy consensus; P/E 26.61; +8.68% 1M momentum; positive 1W momentum,,,,,
