ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_gbp_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,2184.75,+8.69%,+16.12%,+57.94%,+693.76%,+4590%,244.418,,74.62,14.73,12178300,52031800,240954100,,9.71,buy,1.59,8.69,108.69,8.69,1086.9,86.9,10869.0,869.0,16.12,116.12,16.12,1161.2,161.2,11612.0,1612.0,57.94,157.94,57.94,1579.4,579.4,15794.0,5794.0,693.76,793.76,693.76,7937.6,6937.6,79376.0,69376.0,4590.0,4690.0,4590.0,46900.0,45900.0,469000.0,459000.0,"Up 700% YTD, How High Can SanDisk Rally?",24/7 Wall St.,2026-06-19,0.0,"Micron Gets the Headlines, But Sandisk Could Offer More Upside",Zacks,2026-06-19,0.0,Missed Out on the AI Memory Rally? These 3 Stocks Are Just Getting Started.,Motley Fool,2026-06-19,-0.296,2,strong_buy,1.0,"SanDisk surged ~700% YTD and +8.69% on the day after Apple's CEO confirmed memory-driven price hikes, reinforcing the NAND shortage trade; the stock has extreme momentum (+57.94% 1M) but a high P/E of 74.62 and beta above 3 warrant caution.",+693.76% YTD; +57.94% 1M; Apple price hike catalyst; high beta 3.45,,,,,
WDC,Western Digital,AI,memory,NASDAQ,746.23,+1.24%,+40.99%,+63.76%,+297.86%,+1159%,194.311,2.2,44.71,7.94,16683900,61921300,171297600,,10.43,buy,1.56,1.24,101.24,1.24,1012.4,12.4,10124.0,124.0,40.99,140.99,40.99,1409.9,409.9,14099.0,4099.0,63.76,163.76,63.76,1637.6,637.6,16376.0,6376.0,297.86,397.86,297.86,3978.6,2978.6,39786.0,29786.0,1159.0,1259.0,1159.0,12590.0,11590.0,125900.0,115900.0,How Is NetApp Capitalizing on Rising All-Flash Adoption?,Zacks,2026-06-19,0.0,Is The AI Super-Cycle Real Enough To Bet On Micron Stock?,Trefis,2026-06-18,0.0,Semiconductors Stocks Q1 In Review: Western Digital (NASDAQ:WDC) Vs Peers,StockStory,2026-06-18,0.0,4,strong_buy,1.0,"Western Digital surged +297.86% YTD and +40.99% in the last week, benefiting from Apple's memory price hike comments and a Morgan Stanley target increase to $650; short interest is elevated at 10.43%.",+297.86% YTD; +40.99% 1W; Apple memory catalyst; short interest 10.43%,,,,,
285A,Kioxia Holdings,AI,memory,TSE,108600.0,+11.64%,+33.74%,+118.20%,+856.83%,+4143%,277.83,,107.15,36.36,34871100,163585500,928373800,,,buy,1.62,11.64,111.64,11.64,1116.4,116.4,11164.0,1164.0,33.74,133.74,33.74,1337.4,337.4,13374.0,3374.0,118.2,218.2,118.2,2182.0,1182.0,21820.0,11820.0,856.83,956.83,856.83,9568.3,8568.3,95683.0,85683.0,4143.0,4243.0,4143.0,42430.0,41430.0,424300.0,414300.0,Japan's Nikkei Soars to Record High,Barrons.com,2026-06-15,0.0,Kioxia Becomes Japan’s Most Valuable Firm as AI Mania Goes On,Bloomberg,2026-06-12,0.526,Chip Stocks Rebound Amid Dip Buying,Barrons.com,2026-06-09,0.0,5,strong_buy,1.0,"285A has the highest YTD return in the universe at +856.83%, with +118.20% in the last month and +11.64% today, driven by the memory boom; however, its P/E of 107.15 and lack of beta data add risk.",+856.83% YTD; +118.20% 1M; memory sector tailwind; high P/E 107.15,,,,,
MU,Micron Technology,AI,memory,NASDAQ,1133.99,+5.22%,+13.87%,+62.29%,+259.67%,+817%,966.099,2.173,53.41,50.9,64642500,242071300,1199481900,,3.34,strong_buy,1.48,5.22,105.22,5.22,1052.2,52.2,10522.0,522.0,13.87,113.87,13.87,1138.7,138.7,11387.0,1387.0,62.29,162.29,62.29,1622.9,622.9,16229.0,6229.0,259.67,359.67,259.67,3596.7,2596.7,35967.0,25967.0,817.0,917.0,817.0,9170.0,8170.0,91700.0,81700.0,"Dow Jones Futures Fall; Nvidia Leads 5 Stocks Near Buy Points, SpaceX Needs This",Investor's Business Daily,2026-06-19,0.0,"Micron Gets the Headlines, But Sandisk Could Offer More Upside",Zacks,2026-06-19,0.0,Everything Could Change for Micron Stock on June 24,Motley Fool,2026-06-19,0.0,1,strong_buy,1.0,"Micron surged 8% to a record high after Deutsche Bank raised its price target to $1,500 and Citi to $1,200, citing an AI-driven memory supply deficit extending through 2028; the stock has +259.67% YTD, a strong_buy analyst consensus (score 1.48), and a forward P/E under 10.","+259.67% YTD; strong_buy consensus (1.48); Deutsche Bank PT $1,500; AI memory shortage catalyst",,,,,
STX,Seagate Technology,AI,memory,NASDAQ,1070.23,-2.08%,+23.29%,+45.94%,+272.85%,+717%,182.926,2.083,101.73,4.11,8424500,27785700,81252400,29.0,4.58,buy,1.54,-2.08,97.92,-2.08,979.2,-20.8,9792.0,-208.0,23.29,123.29,23.29,1232.9,232.9,12329.0,2329.0,45.94,145.94,45.94,1459.4,459.4,14594.0,4594.0,272.85,372.85,272.85,3728.5,2728.5,37285.0,27285.0,717.0,817.0,717.0,8170.0,7170.0,81700.0,71700.0,2 High-Flying Stocks Worth Your Attention and 1 We Question,StockStory,2026-06-19,0.226,How Is NetApp Capitalizing on Rising All-Flash Adoption?,Zacks,2026-06-19,0.0,AI Memory Bottleneck? These ETFs Let You Buy All the Winners,Zacks,2026-06-19,0.477,3,strong_buy,1.0,"Seagate gained +272.85% YTD and +23.29% in the last week, with Morgan Stanley raising its price target to $1,035 on HDD supply shortages driven by cloud and AI storage demand; news sentiment is positive at 0.22.",+272.85% YTD; +23.29% 1W; Morgan Stanley PT hike; positive news sentiment 0.22,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,310.58,+4.33%,+10.64%,+76.20%,+247.87%,+323%,205.252,2.277,107.1,40.63,250989400,457808900,1470111300,9.0,4.71,strong_buy,1.45,4.33,104.33,4.33,1043.3,43.3,10433.0,433.0,10.64,110.64,10.64,1106.4,106.4,11064.0,1064.0,76.2,176.2,76.2,1762.0,762.0,17620.0,7620.0,247.87,347.87,247.87,3478.7,2478.7,34787.0,24787.0,323.0,423.0,323.0,4230.0,3230.0,42300.0,32300.0,"After Being Called the Next Trillion-Dollar AI Stock and Joining the S&P 500, Marvell's CFO Just Filed to Dump $65 Million of Stock. Here's Why.",Motley Fool,2026-06-19,-0.382,3 Stocks to Buy Now Before Wall Street Catches On,24/7 Wall St.,2026-06-19,0.0,ALAB Rides on Strong Aries and Taurus Demand: A Sign for More Upside?,Zacks,2026-06-19,0.421,6,strong_buy,1.0,"Marvell hit a new high with +247.87% YTD and +76.20% in the last month, supported by a strong_buy analyst consensus (score 1.45) and positive news sentiment 0.191; a quiet Amazon decision is cited as a catalyst.",+247.87% YTD; +76.20% 1M; strong_buy consensus (1.45); Amazon catalyst,,,,,
P,Everpure,AI,memory,NYSE,74.61,+2.21%,+7.60%,-1.87%,+8.11%,+45%,18.736,1.445,113.05,3.29,7522900,18825700,93878000,,4.16,buy,1.9,2.21,102.21,2.21,1022.1,22.1,10221.0,221.0,7.6,107.6,7.6,1076.0,76.0,10760.0,760.0,-1.87,98.13,-1.87,981.3,-18.7,9813.0,-187.0,8.11,108.11,8.11,1081.1,81.1,10811.0,811.0,45.0,145.0,45.0,1450.0,450.0,14500.0,4500.0,"Google, SpaceX, Microsoft, and Amazon Are About to Spend ‘Twice the Entire U.S. Defense Budget’ on AI",24/7 Wall St.,2026-06-19,0.296,3 Reasons Why Growth Investors Shouldn't Overlook Everpure (P),Zacks,2026-06-19,0.382,"Everpure (P) May Find a Bottom Soon, Here's Why You Should Buy the Stock Now",Zacks,2026-06-19,0.0,,,,,,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,1408.2,-0.10%,+7.66%,+20.92%,+17.65%,+59%,1.168,1.22,20.41,34.37,32771920,107310385,662600012,68.0,,buy,1.6,-0.1,99.9,-0.1,999.0,-1.0,9990.0,-10.0,7.66,107.66,7.66,1076.6,76.6,10766.0,766.0,20.92,120.92,20.92,1209.2,209.2,12092.0,2092.0,17.65,117.65,17.65,1176.5,176.5,11765.0,1765.0,59.0,159.0,59.0,1590.0,590.0,15900.0,5900.0,BMW warns of ‘significant’ profit decline as shares fall 7%,Euronews,2026-06-17,0.572,Rolls-Royce secures deal to build small nuclear reactors for Sweden,Euronews,2026-06-16,0.318,Rolls-Royce (LSE:RR.) Stock Price Surge Raises Fresh Questions On Future Valuation,Simply Wall St.,2026-06-15,0.318,,,,,,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,274.06,+2.26%,+11.09%,+5.14%,-24.95%,-10%,73.934,1.091,23.83,3.54,6986000,21383100,94057800,64.0,3.6,buy,1.52,2.26,102.26,2.26,1022.6,22.6,10226.0,226.0,11.09,111.09,11.09,1110.9,110.9,11109.0,1109.0,5.14,105.14,5.14,1051.4,51.4,10514.0,514.0,-24.95,75.05,-24.95,750.5,-249.5,7505.0,-2495.0,-10.0,90.0,-10.0,900.0,-100.0,9000.0,-1000.0,Does Constellation Energy Stock's Surge Broaden Your Portfolio Or Just Amplify It?,Trefis,2026-06-19,0.273,Seeking Nuclear Exposure? Use This Tool,Zacks,2026-06-18,0.0,Constellation Energy Corporation (CEG) Exceeds Market Returns: Some Facts to Consider,Zacks,2026-06-18,0.273,,,,,,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,163.75,+2.09%,+11.87%,+21.56%,-0.76%,-12%,41.711,1.405,27.38,4.76,7976300,26438300,110776800,,5.39,strong_buy,1.4,2.09,102.09,2.09,1020.9,20.9,10209.0,209.0,11.87,111.87,11.87,1118.7,118.7,11187.0,1187.0,21.56,121.56,21.56,1215.6,215.6,12156.0,2156.0,-0.76,99.24,-0.76,992.4,-7.6,9924.0,-76.0,-12.0,88.0,-12.0,880.0,-120.0,8800.0,-1200.0,Can Vistra Unlock More Value for Investors Through Share Buybacks?,Zacks,2026-06-19,0.598,Does Constellation Energy Stock's Surge Broaden Your Portfolio Or Just Amplify It?,Trefis,2026-06-19,0.273,"Forget Critical Metals, Electricity is The Real Bottleneck for AI",Oilprice.com,2026-06-19,-0.494,,,,,,,,,,
