ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1786.85,+7.77%,+44.34%,+28.46%,+549.20%,+3505%,260.88,,24.25,13.67,17269249,81670749,353685649,,7.36,buy,1.54,7.77,107.77,7.77,1077.7,77.7,10777.0,777.0,44.34,144.34,44.34,1443.4,443.4,14434.0,4434.0,28.46,128.46,28.46,1284.6,284.6,12846.0,2846.0,549.2,649.2,549.2,6492.0,5492.0,64920.0,54920.0,3505.0,3605.0,3505.0,36050.0,35050.0,360500.0,350500.0,Tech searches for gains as stocks teeter at the open: AlphaCheck,Yahoo Finance,2026-08-17,0.34,Stock Market Today: Dow Falls As This Key Yield Hits 19-Year High; Warren Buffett Stock Falls (Live Coverage),Investor's Business Daily,2026-08-17,0.0,Investors Remember Why They Love Memory-Chip Stocks,Investor's Business Daily,2026-08-17,0.637,1,strong_buy,1.0,"SNDK is up +496% YTD with a P/E of 22.3, and JPMorgan sees more gains ahead after the company guided ~80% gross margins and ~50% FCF margins through FY30, with ~2/3 of FY28 capacity already under contract [cnbc.com](https://www.cnbc.com/2026/08/14/sndk-is-up-more-than-500percent-this-year-jpmorgan-says-there-are-more-gains-ahead.html).",+496% YTD; P/E 22.3; ~80% gross margin guidance; multi-year contract visibility,,,,,
WDC,Western Digital,AI,memory,NASDAQ,536.01,+5.55%,+22.28%,+9.97%,+185.78%,+567%,,2.217,22.09,8.54,8520645,38996145,172609345,12.0,8.05,buy,1.58,5.55,105.55,5.55,1055.5,55.5,10555.0,555.0,22.28,122.28,22.28,1222.8,222.8,12228.0,2228.0,9.97,109.97,9.97,1099.7,99.7,10997.0,997.0,185.78,285.78,185.78,2857.8,1857.8,28578.0,18578.0,567.0,667.0,567.0,6670.0,5670.0,66700.0,56700.0,Why Sandisk Stock Is Getting Its Mojo Back,Barrons.com,2026-08-17,0.0,SanDisk Rallied On Contracts It Had Already Signed,Trefis,2026-08-17,0.0,"Sandisk, Micron, Coherent, Boeing, Apple, Amazon, and More Stocks That Explain Today’s Market",Barrons.com,2026-08-17,0.178,,,,,,,,,,
285A,Kioxia Holdings,AI,memory,TSE,387.84,+15.22%,+29.56%,+18.67%,+444.85%,+2101%,212.243,,61.21,42.04,48583900,210029000,965606100,,,buy,1.56,15.22,115.22,15.22,1152.2,152.2,11522.0,1522.0,29.56,129.56,29.56,1295.6,295.6,12956.0,2956.0,18.67,118.67,18.67,1186.7,186.7,11867.0,1867.0,444.85,544.85,444.85,5448.5,4448.5,54485.0,44485.0,2101.0,2201.0,2101.0,22010.0,21010.0,220100.0,210100.0,Micron Stock Keeps Rallying. Watch Out for This New Memory-Chip Rival.,Barrons.com,2026-08-13,0.0,European Indexes Mostly Higher; London’s FTSE 100 Hit by Antofagasta Guidance Cut,The Wall Street Journal,2026-08-13,-0.273,Sandisk's Pullback Looks Like a Buying Opportunity,Barchart,2026-08-10,0.649,8,strong_buy,1.0,"285A is up +446% YTD with +19% 1M and +30% 1W momentum, though its P/E of 61 is elevated; the stock is riding the memory-chip rally with strong analyst support (score 1.56).",+446% YTD; +30% 1W momentum; analyst score 1.56; memory sector tailwind,,,,,
MU,Micron Technology,AI,memory,NASDAQ,1011.75,+3.98%,+17.51%,+16.90%,+220.95%,+686%,,2.213,22.89,50.03,31541539,162261639,870991439,5.0,2.65,strong_buy,1.41,3.98,103.98,3.98,1039.8,39.8,10398.0,398.0,17.51,117.51,17.51,1175.1,175.1,11751.0,1751.0,16.9,116.9,16.9,1169.0,169.0,11690.0,1690.0,220.95,320.95,220.95,3209.5,2209.5,32095.0,22095.0,686.0,786.0,686.0,7860.0,6860.0,78600.0,68600.0,"Trump admin. urges Apple not to purchase Chinese memory chips, but this presents a problem",Yahoo Finance Video,2026-08-17,-0.55,Stock Market Today: Dow Falls As This Key Yield Hits 19-Year High; Warren Buffett Stock Falls (Live Coverage),Investor's Business Daily,2026-08-17,0.0,Investors Remember Why They Love Memory-Chip Stocks,Investor's Business Daily,2026-08-17,0.637,,,,,,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,994.79,+1.94%,+24.20%,+23.97%,+246.82%,+513%,225.463,2.102,71.46,4.75,4142586,21886686,114430086,30.0,4.06,strong_buy,1.44,1.94,101.94,1.94,1019.4,19.4,10194.0,194.0,24.2,124.2,24.2,1242.0,242.0,12420.0,2420.0,23.97,123.97,23.97,1239.7,239.7,12397.0,2397.0,246.82,346.82,246.82,3468.2,2468.2,34682.0,24682.0,513.0,613.0,513.0,6130.0,5130.0,61300.0,51300.0,Seagate Stock Gains as AI Storage Demand Fuels Record Cash Flow,GuruFocus.com,2026-08-17,0.226,Why Sandisk Stock Is Getting Its Mojo Back,Barrons.com,2026-08-17,0.0,SanDisk Rallied On Contracts It Had Already Signed,Trefis,2026-08-17,0.0,7,strong_buy,0.787,"STX is up +239% YTD with a strong_buy analyst consensus (score 1.44), positive news sentiment of 0.21, and +18% 1M momentum, benefiting from the broader memory rally and AI storage demand.",+239% YTD; strong_buy consensus; news sentiment 0.21; AI storage demand,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,234.33,+5.74%,+12.36%,+20.21%,+162.53%,+189%,210.322,2.246,80.53,41.08,20437357,94694057,457477757,11.0,4.79,strong_buy,1.42,5.74,105.74,5.74,1057.4,57.4,10574.0,574.0,12.36,112.36,12.36,1123.6,123.6,11236.0,1236.0,20.21,120.21,20.21,1202.1,202.1,12021.0,2021.0,162.53,262.53,162.53,2625.3,1625.3,26253.0,16253.0,189.0,289.0,189.0,2890.0,1890.0,28900.0,18900.0,1 Semiconductor Stock Worth Investigating and 2 We Avoid,StockStory,2026-08-17,-0.077,Stock Market Today: Dow Falls As This Key Yield Hits 19-Year High; Warren Buffett Stock Falls (Live Coverage),Investor's Business Daily,2026-08-17,0.0,Marvell Stock Surges 6.1% as AI Memory Rally Spreads,GuruFocus.com,2026-08-17,0.0,,,,,,,,,,
P,Everpure,AI,memory,NYSE,116.99,-1.04%,+19.40%,+67.30%,+69.53%,+102%,,1.414,177.26,3.33,2397621,19905021,58396021,,4.25,buy,1.65,-1.04,98.96,-1.04,989.6,-10.4,9896.0,-104.0,19.4,119.4,19.4,1194.0,194.0,11940.0,1940.0,67.3,167.3,67.3,1673.0,673.0,16730.0,6730.0,69.53,169.53,69.53,1695.3,695.3,16953.0,6953.0,102.0,202.0,102.0,2020.0,1020.0,20200.0,10200.0,,,,,,,,,,,,,9,buy,0.6,"P has surged +71% YTD with +67% 1M and +31% 1W momentum, but its P/E of 179 is very high; the stock benefits from AI-driven memory demand but carries valuation risk.",+71% YTD; +67% 1M momentum; AI memory demand; high P/E 179,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,21.18,+1.48%,+1.55%,+14.52%,+30.65%,+42%,1.748,1.19,43.44,25.61,8524459,83659732,528793982,78.0,,buy,1.6,1.48,101.48,1.48,1014.8,14.8,10148.0,148.0,1.55,101.55,1.55,1015.5,15.5,10155.0,155.0,14.52,114.52,14.52,1145.2,145.2,11452.0,1452.0,30.65,130.65,30.65,1306.5,306.5,13065.0,3065.0,42.0,142.0,42.0,1420.0,420.0,14200.0,4200.0,Rolls-Royce Stock Hits First New High In 14 Years. Firm Announces Engine Project.,Investor's Business Daily,2026-08-17,0.0,Is Rolls-Royce Holdings (LSE:RR.) Fully Priced After Profit Upgrades?,Simply Wall St.,2026-08-08,0.488,"Is Rolls-Royce Holdings (LSE:RR.) Fully Valued After Buybacks, Half Year Results And A Dividend Increase?",Simply Wall St.,2026-08-08,0.67,,,,,,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,278.2,-1.68%,+2.87%,+9.74%,-23.82%,-12%,98.568,1.118,27.19,3.53,2120590,12052890,58049190,60.0,3.29,buy,1.55,-1.68,98.32,-1.68,983.2,-16.8,9832.0,-168.0,2.87,102.87,2.87,1028.7,28.7,10287.0,287.0,9.74,109.74,9.74,1097.4,97.4,10974.0,974.0,-23.82,76.18,-23.82,761.8,-238.2,7618.0,-2382.0,-12.0,88.0,-12.0,880.0,-120.0,8800.0,-1200.0,3 Nuclear Stocks With Real Revenue vs. 3 That Are Still Pre-Revenue. Here's Where the Money Actually Is.,Motley Fool,2026-08-17,0.0,2 Best Nuclear Power Stocks Right Now,Motley Fool,2026-08-17,0.637,3 Nuclear Energy Stocks Riding the AI Power Surge in August,24/7 Wall St.,2026-08-16,0.273,,,,,,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,146.11,-1.44%,+2.27%,-7.52%,-11.33%,-26%,49.04,1.433,24.64,4.64,3493000,15403900,94206300,62.0,2.99,strong_buy,1.35,-1.44,98.56,-1.44,985.6,-14.4,9856.0,-144.0,2.27,102.27,2.27,1022.7,22.7,10227.0,227.0,-7.52,92.48,-7.52,924.8,-75.2,9248.0,-752.0,-11.33,88.67,-11.33,886.7,-113.3,8867.0,-1133.0,-26.0,74.0,-26.0,740.0,-260.0,7400.0,-2600.0,Vistra Is Under $150. Here's Why I Think It Won't Stay That Way.,Motley Fool,2026-08-17,0.0,Billionaire David Tepper Trimmed Micron and Sold out of SanDisk. Here’s the New AI Stocks He’s Buying,24/7 Wall St.,2026-08-17,0.0,Vistra (VST) Stock Looks Above Fair Value On Earnings Yet Supported By Demand,Simply Wall St.,2026-08-16,0.67,,,,,,,,,,
TLN,Talen Energy,AI,nuclear-ops,NASDAQ,356.92,-1.60%,+2.65%,-0.94%,-10.03%,-4%,17.101,1.673,,0.83,509919,3113819,14560619,,5.32,buy,1.62,-1.6,98.4,-1.6,984.0,-16.0,9840.0,-160.0,2.65,102.65,2.65,1026.5,26.5,10265.0,265.0,-0.94,99.06,-0.94,990.6,-9.4,9906.0,-94.0,-10.03,89.97,-10.03,899.7,-100.3,8997.0,-1003.0,-4.0,96.0,-4.0,960.0,-40.0,9600.0,-400.0,"Terrestrial Energy’s Lifetime Revenue Up 29%, Advancing in Texas A&M, DOE Fuel Program – Quarterly Update Report",Exec Edge,2026-08-13,0.0,"The Zacks Analyst Blog Highlights Bloom Energy, Talen Energy and Plug Power",Zacks,2026-08-13,0.494,Talen Energy (TLN) Stock May Already Be Priced Rich On Raised 2026 Guidance,Simply Wall St.,2026-08-12,0.691,,,,,,,,,,
BEP,Brookfield Renewable,AI,nuclear-ops,NYSE,34.44,-4.31%,+5.45%,+7.46%,+26.14%,+40%,16.755,0.995,,0.93,558224,4513124,23568624,451.0,0.51,buy,2.38,-4.31,95.69,-4.31,956.9,-43.1,9569.0,-431.0,5.45,105.45,5.45,1054.5,54.5,10545.0,545.0,7.46,107.46,7.46,1074.6,74.6,10746.0,746.0,26.14,126.14,26.14,1261.4,261.4,12614.0,2614.0,40.0,140.0,40.0,1400.0,400.0,14000.0,4000.0,"Brookfield, La Caisse close $6.5bn Boralex acquisition",Power Technology,2026-08-17,0.0,The AI-adjacent portfolio: Six Canadian stocks that could benefit from the AI buildout,Financial Post,2026-08-07,0.459,Cameco Gains 7% Despite Q2 Earnings Miss: How to Play the Stock?,Zacks,2026-08-06,0.642,,,,,,,,,,
