ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_gbp_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,2184.75,+8.69%,+16.12%,+57.94%,+693.76%,+4105%,245.006,,74.62,14.88,11706226,51559726,240482026,,9.71,buy,1.59,8.69,108.69,8.69,1086.9,86.9,10869.0,869.0,16.12,116.12,16.12,1161.2,161.2,11612.0,1612.0,57.94,157.94,57.94,1579.4,579.4,15794.0,5794.0,693.76,793.76,693.76,7937.6,6937.6,79376.0,69376.0,4105.0,4205.0,4105.0,42050.0,41050.0,420500.0,410500.0,Prediction: These Will Be Micron's and Sandisk's Stock Prices by the End of 2027,Motley Fool,2026-06-18,0.0,"Update: Equities Rise, Oil Little Changed as Focus Shifts to Further US-Iran Talks",MT Newswires,2026-06-18,0.0,"SanDisk Jumps 11%, Western Digital Rises 7% After Apple Flags “Unavoidable” Memory Price Hikes",24/7 Wall St.,2026-06-18,0.0,1,strong_buy,1.0,"SNDK has surged +693.24% YTD with exceptional fundamentals: $5.95B revenue up 97% QoQ, 78.4% gross margins, and forward P/E of just 10.9x, while data center revenue surged 233% QoQ. [247wallst.com](https://247wallst.com/investing/2026/06/18/wall-street-just-put-a-monster-target-on-micron-is-the-stock-still-too-cheap-2/) confirms Apple's CEO warned of memory-driven price hikes, and [seekingalpha.com](https://seekingalpha.com/article/4915912-sandisks-rally-may-be-far-from-over) highlights multi-year agreements securing over 1/3 of FY2027 output with $11B+ guarantees.",+693% YTD; forward P/E 10.9x; 78.4% gross margins; Apple price hike catalyst,,,,,
WDC,Western Digital,AI,memory,NASDAQ,746.23,+1.24%,+40.99%,+63.76%,+297.86%,+1101%,194.779,2.2,44.71,7.82,15463107,60700507,170076807,,10.43,buy,1.56,1.24,101.24,1.24,1012.4,12.4,10124.0,124.0,40.99,140.99,40.99,1409.9,409.9,14099.0,4099.0,63.76,163.76,63.76,1637.6,637.6,16376.0,6376.0,297.86,397.86,297.86,3978.6,2978.6,39786.0,29786.0,1101.0,1201.0,1101.0,12010.0,11010.0,120100.0,110100.0,"Intel jumps after Trump says Apple, Intel reached US chip deal",Yahoo Finance Video,2026-06-18,0.103,Semiconductors Stocks Q1 In Review: Western Digital (NASDAQ:WDC) Vs Peers,StockStory,2026-06-18,0.0,"Stocks to Watch Recap: Intel, Accenture, Apple, SpaceX",The Wall Street Journal,2026-06-18,0.0,3,strong_buy,1.0,"WDC has surged +301.34% YTD with strong news sentiment (0.194). Web search shows Morgan Stanley raised price target to $650 citing AI-driven HDD demand and a 10-15% supply-demand gap in 2026, with the stock gaining 16% in a single day on the U.S.-Iran peace deal. [tradingview.com](https://www.tradingview.com/news/stocktwits:4631c7c67094b:0-why-wdc-mu-stx-sndk-stocks-rallied-hard-today-and-lifted-dram-to-solid-breakout/)",+301% YTD; Morgan Stanley upgrade; AI HDD demand catalyst; 10-15% supply gap,,,,,
285A,Kioxia Holdings,AI,memory,TSE,96900.0,+1.12%,+28.45%,+88.34%,+753.74%,+4465%,248.36,,95.61,36.47,30706700,166857100,894325200,,,buy,1.62,1.12,101.12,1.12,1011.2,11.2,10112.0,112.0,28.45,128.45,28.45,1284.5,284.5,12845.0,2845.0,88.34,188.34,88.34,1883.4,883.4,18834.0,8834.0,753.74,853.74,753.74,8537.4,7537.4,85374.0,75374.0,4465.0,4565.0,4465.0,45650.0,44650.0,456500.0,446500.0,Japan's Nikkei Soars to Record High,Barrons.com,2026-06-15,0.0,Kioxia Becomes Japan’s Most Valuable Firm as AI Mania Goes On,Bloomberg,2026-06-12,0.526,Chip Stocks Rebound Amid Dip Buying,Barrons.com,2026-06-09,0.0,10,strong_buy,1.0,"285A has gained a massive +753.74% YTD and +88.34% in the past month with positive news sentiment (0.164). The stock tracks Japanese memory chip exposure and benefits from the broader memory upcycle, though a high P/E of 95.61 warrants caution.",+754% YTD; +88% 1M momentum; Japanese memory exposure; high P/E 95.6 risk,,,,,
MU,Micron Technology,AI,memory,NASDAQ,1133.99,+5.22%,+13.87%,+62.29%,+259.67%,+744%,968.426,2.173,53.41,51.06,61492016,238920816,1196331416,,3.34,strong_buy,1.48,5.22,105.22,5.22,1052.2,52.2,10522.0,522.0,13.87,113.87,13.87,1138.7,138.7,11387.0,1387.0,62.29,162.29,62.29,1622.9,622.9,16229.0,6229.0,259.67,359.67,259.67,3596.7,2596.7,35967.0,25967.0,744.0,844.0,744.0,8440.0,7440.0,84400.0,74400.0,Dow Jones Futures: Nvidia Leads 5 Chips Near Buy Points; SpaceX Stock Needs This,Investor's Business Daily,2026-06-18,0.0,Apple’s Unsustainable Memory Costs and the Rethinking of Micron’s Valuation,Barrons.com,2026-06-18,0.0,Prediction: These Will Be Micron's and Sandisk's Stock Prices by the End of 2027,Motley Fool,2026-06-18,0.0,2,strong_buy,1.0,"MU has risen +262% YTD with a strong_buy analyst consensus (an_score 1.48) and positive news sentiment of 0.273. Web search confirms multiple analyst target hikes to $1,500 from Deutsche Bank, Stifel, and TD Cowen, with forward P/E of just 9x and fiscal Q3 earnings expected on June 24. [247wallst.com](https://247wallst.com/investing/2026/06/18/wall-street-just-put-a-monster-target-on-micron-is-the-stock-still-too-cheap-2/)","+262% YTD; forward P/E 9x; strong_buy consensus; $1,500 analyst targets",,,,,
STX,Seagate Technology,AI,memory,NASDAQ,1070.23,-2.08%,+23.29%,+45.94%,+272.85%,+714%,181.727,2.083,101.73,4.04,7944822,27306022,80772722,29.0,4.58,buy,1.54,-2.08,97.92,-2.08,979.2,-20.8,9792.0,-208.0,23.29,123.29,23.29,1232.9,232.9,12329.0,2329.0,45.94,145.94,45.94,1459.4,459.4,14594.0,4594.0,272.85,372.85,272.85,3728.5,2728.5,37285.0,27285.0,714.0,814.0,714.0,8140.0,7140.0,81400.0,71400.0,S&P 500 Posts Weekly Gain Amid US-Iran Memorandum of Understanding,MT Newswires,2026-06-18,0.527,Seagate & Another AI Memory Momentum Stock With Big Upside,Zacks,2026-06-18,0.0,AI's Data Explosion Creates a Multi-Year Growth Runway for Seagate,Zacks,2026-06-18,0.572,4,strong_buy,1.0,"STX has gained +272.27% YTD with strong news sentiment (0.114) and a buy analyst consensus. Web search confirms Morgan Stanley raised price target to $1,035, citing HDD supply shortages driven by cloud and AI storage buildouts, with the stock surging 9.4% on the U.S.-Iran peace deal. [invezz.com](https://invezz.com/in/news/2026/06/18/mu-sndk-stx-wdc-stocks-rise-after-apple-chief-warns-of-memory-driven-price-hikes/)","+272% YTD; Morgan Stanley $1,035 target; Apple supply chain catalyst; AI storage demand",,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,310.58,+4.33%,+10.64%,+76.20%,+247.87%,+294%,205.924,2.277,107.1,36.86,250206305,457025805,1469328205,9.0,4.71,strong_buy,1.45,4.33,104.33,4.33,1043.3,43.3,10433.0,433.0,10.64,110.64,10.64,1106.4,106.4,11064.0,1064.0,76.2,176.2,76.2,1762.0,762.0,17620.0,7620.0,247.87,347.87,247.87,3478.7,2478.7,34787.0,24787.0,294.0,394.0,294.0,3940.0,2940.0,39400.0,29400.0,"Stock Market Today, June 18: Marvell Technology Surges on Price Target Hike",Motley Fool,2026-06-18,0.0,"Is Marvell Technology, Inc. (MRVL) The Best Growth Stock to Buy?",Insider Monkey,2026-06-18,0.778,"Stock Market Today: Nasdaq, Russell 2000 Pace Rebound; SpaceX Slumps 24% Off Its Peak",Investor's Business Daily,2026-06-18,0.0,6,strong_buy,1.0,"MRVL has surged +267.70% YTD and an extraordinary +94.33% in the past month, with a strong_buy analyst consensus (an_score 1.45). Despite negative news sentiment (-0.204), the strong momentum and analyst support highlight AI-driven custom silicon and data infrastructure demand.",+268% YTD; +94% 1M momentum; strong_buy consensus; AI custom silicon catalyst,,,,,
P,Everpure,AI,memory,NYSE,74.61,+2.21%,+7.60%,-1.87%,+8.11%,+41%,18.781,1.445,113.05,3.2,7498172,18800972,93853272,,4.16,buy,1.9,2.21,102.21,2.21,1022.1,22.1,10221.0,221.0,7.6,107.6,7.6,1076.0,76.0,10760.0,760.0,-1.87,98.13,-1.87,981.3,-18.7,9813.0,-187.0,8.11,108.11,8.11,1081.1,81.1,10811.0,811.0,41.0,141.0,41.0,1410.0,410.0,14100.0,4100.0,Everpure Stock's 26.83X P/E Beats Industry: Is It Worth the Premium?,Zacks,2026-06-18,0.226,VVX or P: Which Is the Better Value Stock Right Now?,Zacks,2026-06-17,0.649,Here is Why Everpure Inc. (P) is One of the Most Attractive Computer Hardware Names,Insider Monkey,2026-06-16,0.493,,,,,,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,1409.6,+1.41%,+12.52%,+21.77%,+17.77%,+57%,1.169,1.22,20.43,34.46,18288907,99977502,648154428,68.0,,buy,1.6,1.41,101.41,1.41,1014.1,14.1,10141.0,141.0,12.52,112.52,12.52,1125.2,125.2,11252.0,1252.0,21.77,121.77,21.77,1217.7,217.7,12177.0,2177.0,17.77,117.77,17.77,1177.7,177.7,11777.0,1777.0,57.0,157.0,57.0,1570.0,570.0,15700.0,5700.0,BMW warns of ‘significant’ profit decline as shares fall 7%,Euronews,2026-06-17,0.572,Rolls-Royce secures deal to build small nuclear reactors for Sweden,Euronews,2026-06-16,0.318,Rolls-Royce (LSE:RR.) Stock Price Surge Raises Fresh Questions On Future Valuation,Simply Wall St.,2026-06-15,0.318,,,,,,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,274.06,+2.26%,+11.09%,+5.14%,-24.95%,-12%,74.112,1.091,23.83,3.47,6416663,20813763,93488463,64.0,3.6,strong_buy,1.45,2.26,102.26,2.26,1022.6,22.6,10226.0,226.0,11.09,111.09,11.09,1110.9,110.9,11109.0,1109.0,5.14,105.14,5.14,1051.4,51.4,10514.0,514.0,-24.95,75.05,-24.95,750.5,-249.5,7505.0,-2495.0,-12.0,88.0,-12.0,880.0,-120.0,8800.0,-1200.0,"Goldman starts Talen at buy, sees PJM power tightness boosting earnings",Investing.com,2026-06-18,0.34,4 Nuclear Energy Stocks to Buy and Hold for the Next Two Decades,Motley Fool,2026-06-18,0.273,"SpaceX initiated, Salesforce upgraded: Wall Street's top analyst calls",The Fly,2026-06-18,0.202,,,,,,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,163.75,+2.09%,+11.87%,+21.56%,-0.76%,-14%,41.812,1.405,27.38,4.69,7909902,26371902,110710402,,5.39,strong_buy,1.4,2.09,102.09,2.09,1020.9,20.9,10209.0,209.0,11.87,111.87,11.87,1118.7,118.7,11187.0,1187.0,21.56,121.56,21.56,1215.6,215.6,12156.0,2156.0,-0.76,99.24,-0.76,992.4,-7.6,9924.0,-76.0,-14.0,86.0,-14.0,860.0,-140.0,8600.0,-1400.0,NVIDIA Corporation (NVDA) Invests in a $10B AI Buildout Initiative,Insider Monkey,2026-06-18,0.0,Vistra (VST) Selected As The Preferred Power Provider For A $10 Billion KKR-Backed AI Infrastructure Venture,Insider Monkey,2026-06-17,0.0,"Lyft upgraded, Leidos downgraded: Wall Street's top analyst calls",The Fly,2026-06-17,0.202,,,,,,,,,,
