ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1288.03,+6.89%,+0.77%,-26.16%,+367.97%,+2758%,190.745,,43.99,13.87,14317240,110924140,336445340,,8.28,buy,1.61,6.89,106.89,6.89,1068.9,68.9,10689.0,689.0,0.77,100.77,0.77,1007.7,7.7,10077.0,77.0,-26.16,73.84,-26.16,738.4,-261.6,7384.0,-2616.0,367.97,467.97,367.97,4679.7,3679.7,46797.0,36797.0,2758.0,2858.0,2758.0,28580.0,27580.0,285800.0,275800.0,Semiconductor stocks pare losses amid fears of increased competition from China,Yahoo Finance,2026-08-03,-0.527,AMD vs. Sandisk: Which company will get some post-earnings market love?,Yahoo Finance Video,2026-08-03,0.637,Dow Jones Futures: Trump Sparks Stock Market Rally; Palantir Soars On Earnings With SpaceX On Deck,Investor's Business Daily,2026-08-03,0.0,,,,,,,,,,
WDC,Western Digital,AI,memory,NASDAQ,527.22,-1.82%,+5.88%,-8.70%,+181.09%,+605%,181.723,2.217,31.51,8.35,8245527,45884327,155305627,11.0,7.61,strong_buy,1.5,-1.82,98.18,-1.82,981.8,-18.2,9818.0,-182.0,5.88,105.88,5.88,1058.8,58.8,10588.0,588.0,-8.7,91.3,-8.7,913.0,-87.0,9130.0,-870.0,181.09,281.09,181.09,2810.9,1810.9,28109.0,18109.0,605.0,705.0,605.0,7050.0,6050.0,70500.0,60500.0,"Amazon, Apple, Boeing, Micron, Bristol Myers, GameStop, SpaceX, and More Stocks That Explain Today’s Market",Barrons.com,2026-08-03,0.178,Buy Sandisk Stock Before Q4 Earnings? Here's What to Know,Zacks,2026-08-03,0.0,Atlassian to Post Q4 Earnings: What's in Store for the Stock?,Zacks,2026-08-03,0.0,8,strong_buy,0.8,"WDC has YTD +190.49%, P/E 32.57, strong_buy rating, and positive news sentiment 0.19. Memory demand is supported by AI and cloud capex, with Samsung warning of shortages into 2028 [memeburn.com](https://memeburn.com/why-ai-sandisk-stock-and-micron-stock-surged/).",YTD +190.49%; P/E 32.57; Strong buy consensus; Memory shortage catalyst,,,,,
285A,Kioxia Holdings,AI,memory,TSE,312.83,+24.71%,-9.88%,-40.98%,+333.13%,+1852%,171.192,,48.72,40.27,69465900,288271500,1024960200,,,buy,1.62,24.71,124.71,24.71,1247.1,247.1,12471.0,2471.0,-9.88,90.12,-9.88,901.2,-98.8,9012.0,-988.0,-40.98,59.02,-40.98,590.2,-409.8,5902.0,-4098.0,333.13,433.13,333.13,4331.3,3331.3,43313.0,33313.0,1852.0,1952.0,1852.0,19520.0,18520.0,195200.0,185200.0,Kioxia Could Plan Dividends and Buybacks After Stock’s 65% Plunge,BeInCrypto,2026-07-30,0.0,Even $64 Billion in Quarterly Profit Is a Disappointment for Chip Investors,The Wall Street Journal,2026-07-30,-0.103,Asian Markets Seeing Rotation Away From Tech,The Wall Street Journal,2026-07-29,0.0,,,,,,,,,,
MU,Micron Technology,AI,memory,NASDAQ,829.5,+2.09%,-7.85%,-15.77%,+163.13%,+664%,936.832,2.213,18.73,53.66,42015788,290234288,974043688,6.0,3.21,strong_buy,1.42,2.09,102.09,2.09,1020.9,20.9,10209.0,209.0,-7.85,92.15,-7.85,921.5,-78.5,9215.0,-785.0,-15.77,84.23,-15.77,842.3,-157.7,8423.0,-1577.0,163.13,263.13,163.13,2631.3,1631.3,26313.0,16313.0,664.0,764.0,664.0,7640.0,6640.0,76400.0,66400.0,Semiconductor stocks pare losses amid fears of increased competition from China,Yahoo Finance,2026-08-03,-0.527,"Amazon, Apple, Boeing, Micron, Bristol Myers, GameStop, SpaceX, and More Stocks That Explain Today’s Market",Barrons.com,2026-08-03,0.178,Micron Stock Rises Despite Rising Competition From Chinese Memory Chip,Barrons.com,2026-08-03,0.0,,,,,,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,831.06,-2.27%,+1.72%,-4.28%,+189.73%,+453%,188.029,2.102,59.92,4.7,5307577,37029877,114676477,35.0,3.72,strong_buy,1.44,-2.27,97.73,-2.27,977.3,-22.7,9773.0,-227.0,1.72,101.72,1.72,1017.2,17.2,10172.0,172.0,-4.28,95.72,-4.28,957.2,-42.8,9572.0,-428.0,189.73,289.73,189.73,2897.3,1897.3,28973.0,18973.0,453.0,553.0,453.0,5530.0,4530.0,55300.0,45300.0,BNP Paribas Resets Seagate Target After Stunning AI Signal,GuruFocus.com,2026-08-03,0.382,Buy Sandisk Stock Before Q4 Earnings? Here's What to Know,Zacks,2026-08-03,0.0,"Seagate and Western Digital Dive 6%, SK Hynix and Micron Slide 5% as Memory Stocks Cool",24/7 Wall St.,2026-08-03,0.318,9,strong_buy,0.79,"STX has YTD +198.47%, strong_buy consensus, and the highest news sentiment in the universe at 0.326. Recent strong Q4 results and guidance support the outlook.",YTD +198.47%; News sentiment 0.326; Strong buy consensus; Q4 beat,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,193.77,+4.42%,+2.43%,-22.24%,+117.09%,+145%,173.922,2.246,66.59,41.63,20536824,132042624,515449524,13.0,4.34,strong_buy,1.42,4.42,104.42,4.42,1044.2,44.2,10442.0,442.0,2.43,102.43,2.43,1024.3,24.3,10243.0,243.0,-22.24,77.76,-22.24,777.6,-222.4,7776.0,-2224.0,117.09,217.09,117.09,2170.9,1170.9,21709.0,11709.0,145.0,245.0,145.0,2450.0,1450.0,24500.0,14500.0,Semiconductor stocks pare losses amid fears of increased competition from China,Yahoo Finance,2026-08-03,-0.527,Marvell (MRVL) Is Putting $250 Million Into India To Grow AI Chip R and D,Simply Wall St.,2026-08-03,0.0,FTSE 100 Live: London lagging as AstraZeneca plunges and commodities slip,Proactive,2026-08-03,-0.273,,,,,,,,,,
P,Everpure,AI,memory,NYSE,80.14,+8.15%,+7.99%,+3.10%,+16.13%,+37%,26.639,1.414,121.42,3.34,1905771,12517271,48351871,,4.43,none,,8.15,108.15,8.15,1081.5,81.5,10815.0,815.0,7.99,107.99,7.99,1079.9,79.9,10799.0,799.0,3.1,103.1,3.1,1031.0,31.0,10310.0,310.0,16.13,116.13,16.13,1161.3,161.3,11613.0,1613.0,37.0,137.0,37.0,1370.0,370.0,13700.0,3700.0,1 of Wall Street’s Favorite Stocks Worth Your Attention and 2 We Question,StockStory,2026-08-01,0.599,STX vs. P: Which Storage Stock Deserves a Spot in Your Portfolio?,Zacks,2026-07-31,0.0,Is STX Stock Still Attractive After Its Massive 2026 Price Rally?,Zacks,2026-07-30,0.44,,,,,,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,20.24,+2.66%,+6.59%,+0.17%,+25.89%,+35%,1.672,1.19,41.86,26.41,55668144,146058033,473291316,75.0,,buy,1.6,2.66,102.66,2.66,1026.6,26.6,10266.0,266.0,6.59,106.59,6.59,1065.9,65.9,10659.0,659.0,0.17,100.17,0.17,1001.7,1.7,10017.0,17.0,25.89,125.89,25.89,1258.9,258.9,12589.0,2589.0,35.0,135.0,35.0,1350.0,350.0,13500.0,3500.0,Are Aerospace Stocks Lagging  ATI INC (ATI) This Year?,Zacks,2026-08-03,-0.273,‘All-British’ fighter jet to use American engine after BAE and Rolls-Royce clash,The Telegraph,2026-08-02,0.153,"Boeing’s $21 billion B-52 upgrade faces cost overruns, delays, GAO says",Investing.com,2026-07-31,0.0,,,,,,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,273.71,+2.78%,+1.37%,+11.32%,-25.05%,-26%,97.743,1.118,23.78,3.67,2322159,13255759,57425759,65.0,3.33,buy,1.52,2.78,102.78,2.78,1027.8,27.8,10278.0,278.0,1.37,101.37,1.37,1013.7,13.7,10137.0,137.0,11.32,111.32,11.32,1113.2,113.2,11132.0,1132.0,-25.05,74.95,-25.05,749.5,-250.5,7495.0,-2505.0,-26.0,74.0,-26.0,740.0,-260.0,7400.0,-2600.0,Constellation Energy vs. Vistra: Which Utilities Stock Is a Better Buy in 2026?,Motley Fool,2026-08-03,0.612,This Is The Best-Performing Nuclear Stock Now Even As Peers Are Losing Value,Stocktwits,2026-08-03,-0.052,El Niño Hits the Panama Canal,Barrons.com,2026-07-31,0.0,5,buy,0.78,"CEG has strong 1M momentum (+11.10%), P/E 22.83, and high news sentiment 0.285. Nuclear power is increasingly critical for AI data centres, and the stock is the best-performing nuclear name.",1M +11.10%; P/E 22.83; News sentiment 0.285; Nuclear AI demand,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,155.94,+5.15%,-0.73%,-0.81%,-5.36%,-31%,52.58,1.433,26.03,4.79,3503988,23273488,84769488,62.0,4.32,strong_buy,1.35,5.15,105.15,5.15,1051.5,51.5,10515.0,515.0,-0.73,99.27,-0.73,992.7,-7.3,9927.0,-73.0,-0.81,99.19,-0.81,991.9,-8.1,9919.0,-81.0,-5.36,94.64,-5.36,946.4,-53.6,9464.0,-536.0,-31.0,69.0,-31.0,690.0,-310.0,6900.0,-3100.0,"Eversource Energy Q2 Earnings Lag Estimates, Revenues Rise Y/Y",Zacks,2026-08-03,-0.077,Constellation Energy vs. Vistra: Which Utilities Stock Is a Better Buy in 2026?,Motley Fool,2026-08-03,0.612,This Is The Best-Performing Nuclear Stock Now Even As Peers Are Losing Value,Stocktwits,2026-08-03,-0.052,,,,,,,,,,
