ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_gbp_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1559.32,-9.92%,-8.00%,+10.59%,+466.53%,+4582%,173.153,,53.38,15.91,13068427,52246627,282497727,,9.63,buy,1.59,-9.92,90.08,-9.92,900.8,-99.2,9008.0,-992.0,-8.0,92.0,-8.0,920.0,-80.0,9200.0,-800.0,10.59,110.59,10.59,1105.9,105.9,11059.0,1059.0,466.53,566.53,466.53,5665.3,4665.3,56653.0,46653.0,4582.0,4682.0,4582.0,46820.0,45820.0,468200.0,458200.0,"Nasdaq plunges 1,100 points over renewed rate hike concerns",Yahoo Finance Video,2026-06-05,0.0,SanDisk Stock's Escape From Memory Lane,Trefis,2026-06-05,0.178,"Memory-Chip Stocks Micron, Sandisk Get Their Wings Clipped",Investor's Business Daily,2026-06-05,0.0,,,,,,,,,,
WDC,Western Digital,AI,memory,NASDAQ,511.72,-9.75%,-3.67%,+5.91%,+172.76%,+979%,132.257,2.2,30.66,7.83,8944211,34548511,152045411,10.0,9.74,buy,1.52,-9.75,90.25,-9.75,902.5,-97.5,9025.0,-975.0,-3.67,96.33,-3.67,963.3,-36.7,9633.0,-367.0,5.91,105.91,5.91,1059.1,59.1,10591.0,591.0,172.76,272.76,172.76,2727.6,1727.6,27276.0,17276.0,979.0,1079.0,979.0,10790.0,9790.0,107900.0,97900.0,SanDisk Stock's Escape From Memory Lane,Trefis,2026-06-05,0.178,"Memory-Chip Stocks Micron, Sandisk Get Their Wings Clipped",Investor's Business Daily,2026-06-05,0.0,Stock Market Stalling Action Can Often Precede Market Pullbacks. Here's How To Spot It.,Investor's Business Daily,2026-06-05,-0.202,,,,,,,,,,
285A,Kioxia Holdings,AI,memory,TSE,78140.0,+1.56%,+18.66%,+80.00%,+588.46%,+3590%,199.515,,76.34,35.71,36522900,195376600,783830100,,,buy,1.62,1.56,101.56,1.56,1015.6,15.6,10156.0,156.0,18.66,118.66,18.66,1186.6,186.6,11866.0,1866.0,80.0,180.0,80.0,1800.0,800.0,18000.0,8000.0,588.46,688.46,588.46,6884.6,5884.6,68846.0,58846.0,3590.0,3690.0,3590.0,36900.0,35900.0,369000.0,359000.0,A Look At Kioxia Holdings (TSE:285A) Valuation After Its Sharp Share Price Surge,Simply Wall St.,2026-06-03,0.296,Kioxia Surges 660% As AI Boom Reshapes Japan's Market,GuruFocus.com,2026-06-03,0.0,Micron Stock Keeps Rising But Chinese Memory-Chip Makers Are Closing the Gap,Barrons.com,2026-06-03,0.0,3,buy,0.78,"285A has surged +80.00% in the past month and +588.46% YTD, with a P/E of 77.55 and positive news sentiment of 0.131. The stock benefits from the broader memory melt-up driven by AI datacenter demand, though valuation is elevated.",+80.00% 1M momentum; +588.46% YTD; AI memory supercycle; positive news sentiment,,,,,
MU,Micron Technology,AI,memory,NASDAQ,864.01,-11.09%,-11.02%,+29.62%,+174.04%,+916%,730.624,2.173,40.74,48.32,75470812,264819712,1231632412,6.0,3.13,strong_buy,1.48,-11.09,88.91,-11.09,889.1,-110.9,8891.0,-1109.0,-11.02,88.98,-11.02,889.8,-110.2,8898.0,-1102.0,29.62,129.62,29.62,1296.2,296.2,12962.0,2962.0,174.04,274.04,174.04,2740.4,1740.4,27404.0,17404.0,916.0,1016.0,916.0,10160.0,9160.0,101600.0,91600.0,Chip sell-off rattles markets,Yahoo Finance Video,2026-06-05,0.0,The stock market's scorching run means the rich will keep getting richer: Chart,Yahoo Finance,2026-06-05,0.791,SanDisk Stock's Escape From Memory Lane,Trefis,2026-06-05,0.178,6,strong_buy,0.72,"MU has gained +55.58% in the past month and +215.90% YTD, with a strong_buy analyst consensus (score 1.48) and a P/E of 46.96. The stock hit $1 trillion market cap after a UBS price target hike to $1,625, driven by HBM supply constraints and sold-out 2026 capacity.","+55.58% 1M momentum; strong_buy consensus; HBM supply constraints; UBS $1,625 target",,,,,
STX,Seagate Technology,AI,memory,NASDAQ,847.47,-7.23%,-3.67%,+7.76%,+195.25%,+637%,143.776,2.083,80.25,3.92,3594402,14951002,79448002,32.0,4.76,buy,1.54,-7.23,92.77,-7.23,927.7,-72.3,9277.0,-723.0,-3.67,96.33,-3.67,963.3,-36.7,9633.0,-367.0,7.76,107.76,7.76,1077.6,77.6,10776.0,776.0,195.25,295.25,195.25,2952.5,1952.5,29525.0,19525.0,637.0,737.0,637.0,7370.0,6370.0,73700.0,63700.0,SanDisk Stock's Escape From Memory Lane,Trefis,2026-06-05,0.178,"Memory-Chip Stocks Micron, Sandisk Get Their Wings Clipped",Investor's Business Daily,2026-06-05,0.0,Stocks Tumble on Tech Weakness and Fed Rate Hike Speculation,Barchart,2026-06-05,-0.421,,,,,,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,263.47,-13.56%,+28.52%,+53.05%,+195.10%,+363%,172.826,2.277,90.54,30.69,88753188,436772588,941832888,8.0,4.31,strong_buy,1.43,-13.56,86.44,-13.56,864.4,-135.6,8644.0,-1356.0,28.52,128.52,28.52,1285.2,285.2,12852.0,2852.0,53.05,153.05,53.05,1530.5,530.5,15305.0,5305.0,195.1,295.1,195.1,2951.0,1951.0,29510.0,19510.0,363.0,463.0,363.0,4630.0,3630.0,46300.0,36300.0,Decoding AVGO Stock's Premium Valuation,Trefis,2026-06-05,0.0,Marvell to join S&P 500 after AI boom helps chipmaker pass profitability test,Reuters,2026-06-05,0.71,Stock Market Today: Nasdaq Sinks 4% On Rate-Hike Worries; Marvell Plunges In Semis Slide,Investor's Business Daily,2026-06-05,-0.421,2,strong_buy,0.82,"MRVL has gained +87.51% in the past month and +254.42% YTD, with a strong_buy analyst consensus (score 1.43) and positive news sentiment of 0.173. The stock has extended its run to ten consecutive weeks of gains, driven by AI optical-networking demand and NVIDIA tailwinds.",+87.51% 1M momentum; strong_buy consensus; AI optical-networking catalyst; 10-week winning streak,,,,,
P,Everpure,AI,memory,NYSE,72.17,-8.06%,-9.23%,-3.04%,+4.58%,+48%,17.975,1.445,109.35,3.13,3338938,17955238,96184238,,4.36,buy,1.9,-8.06,91.94,-8.06,919.4,-80.6,9194.0,-806.0,-9.23,90.77,-9.23,907.7,-92.3,9077.0,-923.0,-3.04,96.96,-3.04,969.6,-30.4,9696.0,-304.0,4.58,104.58,4.58,1045.8,45.8,10458.0,458.0,48.0,148.0,48.0,1480.0,480.0,14800.0,4800.0,June 2026's Top Stocks Estimated Below Intrinsic Value,Simply Wall St.,2026-06-05,0.494,Is Clear Channel Outdoor (CCO) Stock Outpacing Its Business Services Peers This Year?,Zacks,2026-06-04,0.382,Can Everpure's Transparency Make Customers Stay Amid Supply Crisis?,Zacks,2026-06-04,-0.625,,,,,,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,1260.0,-0.25%,-5.79%,+4.83%,+5.27%,+44%,1.045,1.22,18.26,35.82,29089203,154522124,687403324,75.0,,buy,1.7,-0.25,99.75,-0.25,997.5,-2.5,9975.0,-25.0,-5.79,94.21,-5.79,942.1,-57.9,9421.0,-579.0,4.83,104.83,4.83,1048.3,48.3,10483.0,483.0,5.27,105.27,5.27,1052.7,52.7,10527.0,527.0,44.0,144.0,44.0,1440.0,440.0,14400.0,4400.0,Rolls-Royce wins contract from Sunly for large scale battery storage in Latvia,Energy Global,2026-06-05,0.572,Rolls-Royce to build four BESS facilities for Sunly in Latvia,Energy Monitor,2026-06-05,0.0,Airline Shift To GEnx Engines Puts GE Valuation In Sharper Focus,Simply Wall St.,2026-06-05,0.0,,,,,,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,254.83,-3.93%,-11.44%,-20.93%,-30.22%,-8%,68.236,1.091,22.14,3.3,4042562,31138162,92492762,64.0,3.25,strong_buy,1.48,-3.93,96.07,-3.93,960.7,-39.3,9607.0,-393.0,-11.44,88.56,-11.44,885.6,-114.4,8856.0,-1144.0,-20.93,79.07,-20.93,790.7,-209.3,7907.0,-2093.0,-30.22,69.78,-30.22,697.8,-302.2,6978.0,-3022.0,-8.0,92.0,-8.0,920.0,-80.0,9200.0,-800.0,Data-Center Stocks Like Corning and Vertiv Are Getting Clobbered,The Wall Street Journal,2026-06-05,0.361,"SpaceX, Anthropic & Beyond: ICR Managing Partner Steve Parish, Live at NYSE",IPO-Edge.com,2026-06-05,0.0,Why Tortoise AI Infrastructure ETF (TCAI) Is One the Best AI ETFs,24/7 Wall St.,2026-06-05,0.637,,,,,,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,148.76,-2.96%,-7.16%,-6.02%,-9.85%,-10%,37.611,1.405,24.88,4.66,3654167,19376067,126061467,60.0,4.61,strong_buy,1.42,-2.96,97.04,-2.96,970.4,-29.6,9704.0,-296.0,-7.16,92.84,-7.16,928.4,-71.6,9284.0,-716.0,-6.02,93.98,-6.02,939.8,-60.2,9398.0,-602.0,-9.85,90.15,-9.85,901.5,-98.5,9015.0,-985.0,-10.0,90.0,-10.0,900.0,-100.0,9000.0,-1000.0,CEG Trades Below 50 and 200 Day SMA: Buy Opportunity or Wait for Now?,Zacks,2026-06-05,0.421,Is Sempra Stock Underperforming the Nasdaq?,Barchart,2026-06-05,0.0,Vistra vs. Constellation: Which AI Power Stock Is the Better Buy Right Now?,24/7 Wall St.,2026-06-05,0.44,,,,,,,,,,
