ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1599.27,-2.11%,-0.97%,-18.55%,+481.05%,+3596%,236.836,,54.69,13.2,10126175,74254875,283202675,,7.59,buy,1.61,-2.11,97.89,-2.11,978.9,-21.1,9789.0,-211.0,-0.97,99.03,-0.97,990.3,-9.7,9903.0,-97.0,-18.55,81.45,-18.55,814.5,-185.5,8145.0,-1855.0,481.05,581.05,481.05,5810.5,4810.5,58105.0,48105.0,3596.0,3696.0,3596.0,36960.0,35960.0,369600.0,359600.0,SanDisk's Bold Pivot From AI Boom Beneficiary to Bust Breaker,Trefis,2026-07-22,0.691,"Memory Prices Are Still Skyrocketing. Is the Next Rally for Micron, SanDisk, and SK Hynix Just Beginning?",24/7 Wall St.,2026-07-22,0.0,The ‘Pattern Day Trader Rule’ Is Dead. The Result Is a Massive Surge in Risky Leverage.,Barrons.com,2026-07-22,-0.727,,,,,,,,,,
WDC,Western Digital,AI,memory,NASDAQ,556.67,-0.51%,+8.34%,-17.01%,+196.79%,+691%,191.874,2.166,33.27,8.54,5367359,40524059,190098659,11.0,7.32,strong_buy,1.5,-0.51,99.49,-0.51,994.9,-5.1,9949.0,-51.0,8.34,108.34,8.34,1083.4,83.4,10834.0,834.0,-17.01,82.99,-17.01,829.9,-170.1,8299.0,-1701.0,196.79,296.79,196.79,2967.9,1967.9,29679.0,19679.0,691.0,791.0,691.0,7910.0,6910.0,79100.0,69100.0,SanDisk's Bold Pivot From AI Boom Beneficiary to Bust Breaker,Trefis,2026-07-22,0.691,Jim Cramer Defends His Dell Stance as Investors Complain About Missing Out,Insider Monkey,2026-07-22,-0.572,SK Hynix Pares 4% Drop After Denying Talks to Buy Intel’s Ohio Fab as Market Shrugs Off Iran Jitters,24/7 Wall St.,2026-07-22,-0.128,,,,,,,,,,
285A,Kioxia Holdings,AI,memory,TSE,394.19,+5.83%,-6.99%,-40.87%,+466.26%,+2309%,215.718,,63.79,37.47,50463800,225402000,945223200,,,buy,1.62,5.83,105.83,5.83,1058.3,58.3,10583.0,583.0,-6.99,93.01,-6.99,930.1,-69.9,9301.0,-699.0,-40.87,59.13,-40.87,591.3,-408.7,5913.0,-4087.0,466.26,566.26,466.26,5662.6,4662.6,56626.0,46626.0,2309.0,2409.0,2309.0,24090.0,23090.0,240900.0,230900.0,"Western Digital (WDC) Reenters Merger Focus, Where Does Fair Value Sit?",Simply Wall St.,2026-07-22,0.572,Western Digital (WDC) Revives Kioxia Merger Talks Over Flash Memory Assets,Simply Wall St.,2026-07-22,0.511,Kioxia Crashed 45% in a Month: Why Are Analysts Still This Bullish?,BeInCrypto,2026-07-21,0.0,,,,,,,,,,
MU,Micron Technology,AI,memory,NASDAQ,959.48,-2.74%,+6.10%,-8.76%,+204.37%,+784%,1083.631,2.142,21.67,52.31,30291568,227430068,1067141668,5.0,2.81,strong_buy,1.42,-2.74,97.26,-2.74,972.6,-27.4,9726.0,-274.0,6.1,106.1,6.1,1061.0,61.0,10610.0,610.0,-8.76,91.24,-8.76,912.4,-87.6,9124.0,-876.0,204.37,304.37,204.37,3043.7,2043.7,30437.0,20437.0,784.0,884.0,784.0,8840.0,7840.0,88400.0,78400.0,SanDisk's Bold Pivot From AI Boom Beneficiary to Bust Breaker,Trefis,2026-07-22,0.691,The Memory Chip Shortage Sent Micron Stock Up More Than 7x. Natural Gas Shortage Looks Like Memory 12 Months Ago.,24/7 Wall St.,2026-07-22,0.31,"Memory Prices Are Still Skyrocketing. Is the Next Rally for Micron, SanDisk, and SK Hynix Just Beginning?",24/7 Wall St.,2026-07-22,0.0,,,,,,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,908.1,+0.12%,+9.63%,-12.50%,+216.59%,+484%,203.622,2.067,86.32,4.59,5235296,29399096,106995996,33.0,3.33,strong_buy,1.44,0.12,100.12,0.12,1001.2,1.2,10012.0,12.0,9.63,109.63,9.63,1096.3,96.3,10963.0,963.0,-12.5,87.5,-12.5,875.0,-125.0,8750.0,-1250.0,216.59,316.59,216.59,3165.9,2165.9,31659.0,21659.0,484.0,584.0,484.0,5840.0,4840.0,58400.0,48400.0,SanDisk's Bold Pivot From AI Boom Beneficiary to Bust Breaker,Trefis,2026-07-22,0.691,Jim Cramer Defends His Dell Stance as Investors Complain About Missing Out,Insider Monkey,2026-07-22,-0.572,Sandisk Trades at 8.3X Discounted P/E: Time to Buy the Stock?,Zacks,2026-07-22,0.052,,,,,,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,210.99,-0.36%,+2.29%,-24.37%,+136.38%,+184%,189.373,2.197,72.51,42.31,16411919,128185419,629848019,12.0,4.56,strong_buy,1.44,-0.36,99.64,-0.36,996.4,-3.6,9964.0,-36.0,2.29,102.29,2.29,1022.9,22.9,10229.0,229.0,-24.37,75.63,-24.37,756.3,-243.7,7563.0,-2437.0,136.38,236.38,136.38,2363.8,1363.8,23638.0,13638.0,184.0,284.0,184.0,2840.0,1840.0,28400.0,18400.0,Astera Labs Rides on Strong Taurus Demand: More Upside Ahead?,Zacks,2026-07-22,0.421,Wall Street is Bullish on Marvell. Here’s Our Price Target.,24/7 Wall St.,2026-07-22,0.0,AMD Just Changed The Rules Of The AI Game,Trefis,2026-07-22,0.0,,,,,,,,,,
P,Everpure,AI,memory,NYSE,74.58,+0.16%,+5.41%,+3.07%,+8.07%,+30%,24.791,1.447,113.0,3.37,1177388,10483088,55108988,,4.47,buy,1.9,0.16,100.16,0.16,1001.6,1.6,10016.0,16.0,5.41,105.41,5.41,1054.1,54.1,10541.0,541.0,3.07,103.07,3.07,1030.7,30.7,10307.0,307.0,8.07,108.07,8.07,1080.7,80.7,10807.0,807.0,30.0,130.0,30.0,1300.0,300.0,13000.0,3000.0,VVX or P: Which Is the Better Value Stock Right Now?,Zacks,2026-07-20,0.649,All You Need to Know About Everpure (P) Rating Upgrade to Strong Buy,Zacks,2026-07-17,0.511,New Strong Buy Stocks for July 17th,Zacks,2026-07-17,0.511,10,buy,0.6,"P has strong news sentiment of 0.37, a buy consensus (score 1.90), and a 1D momentum of +6.57%, though its P/E of 106.17 is elevated.",news sentiment 0.37; buy consensus; 1D momentum +6.57%; beta 1.447,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,18.62,+1.41%,+0.04%,-1.40%,+16.30%,+40%,1.541,1.203,20.17,28.49,10320106,81327195,505173625,69.0,,buy,1.6,1.41,101.41,1.41,1014.1,14.1,10141.0,141.0,0.04,100.04,0.04,1000.4,0.4,10004.0,4.0,-1.4,98.6,-1.4,986.0,-14.0,9860.0,-140.0,16.3,116.3,16.3,1163.0,163.0,11630.0,1630.0,40.0,140.0,40.0,1400.0,400.0,14000.0,4000.0,European Stocks Close Higher in Wednesday Trading; UK Inflation Decelerates,MT Newswires,2026-07-22,0.0,Rolls-Royce issues Burnham ultimatum over £3bn jet engine project,The Telegraph,2026-07-21,0.0,Airbus Comes for Boeing in Battle Over World’s Biggest Jets,The Wall Street Journal,2026-07-21,-0.382,9,buy,0.65,"RR. has a low P/E of 19.89, a buy consensus (score 1.60), and a beta of 1.203, with a 1D momentum of +0.67%.",P/E 19.89; buy consensus; beta 1.203; 1D momentum +0.67%,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,274.9,+5.06%,+6.50%,+1.72%,-24.72%,-19%,98.168,1.121,23.88,3.67,3299255,13203255,70461855,65.0,3.8,buy,1.52,5.06,105.06,5.06,1050.6,50.6,10506.0,506.0,6.5,106.5,6.5,1065.0,65.0,10650.0,650.0,1.72,101.72,1.72,1017.2,17.2,10172.0,172.0,-24.72,75.28,-24.72,752.8,-247.2,7528.0,-2472.0,-19.0,81.0,-19.0,810.0,-190.0,8100.0,-1900.0,Nuclear Stocks Rally Off Lows On Milestone U.S. Deal And AI Program,Investor's Business Daily,2026-07-22,-0.202,Is NuScale Power a Better Nuclear Energy Stock Than Constellation Energy?,Motley Fool,2026-07-22,0.727,Prediction: This Stock Could Become a Leader in Advanced Nuclear Energy,24/7 Wall St.,2026-07-22,0.477,8,buy,0.68,"CEG has a low P/E of 22.04, strong news sentiment of 0.349, a buy consensus (score 1.52), and recent 1W momentum of +2.26%.",P/E 22.04; news sentiment 0.349; buy consensus; 1W momentum +2.26%,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,166.74,+2.65%,+4.06%,+0.00%,+1.19%,-19%,56.222,1.409,27.93,4.81,2575367,21064467,84569767,56.0,5.46,strong_buy,1.4,2.65,102.65,2.65,1026.5,26.5,10265.0,265.0,4.06,104.06,4.06,1040.6,40.6,10406.0,406.0,0.0,100.0,0.0,1000.0,0.0,10000.0,0.0,1.19,101.19,1.19,1011.9,11.9,10119.0,119.0,-19.0,81.0,-19.0,810.0,-190.0,8100.0,-1900.0,Vistra's Q2 2026 Earnings: What to Expect,Barchart,2026-07-22,0.0,Vistra Corp. (VST) Outpaces Stock Market Gains: What You Should Know,Zacks,2026-07-21,0.34,Can Constellation Energy's Diverse Power Fleet Drive Future Growth?,Zacks,2026-07-21,0.382,5,strong_buy,0.75,"VST has a strong_buy analyst consensus (score 1.40), positive news sentiment of 0.261, a reasonable P/E of 26.40, and recent 1W momentum of +2.46%.",strong_buy consensus; news sentiment 0.261; P/E 26.40; 1W momentum +2.46%,,,,,
