ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1673.97,-13.49%,-4.04%,-20.58%,+508.19%,+4410%,247.898,,57.11,13.3,13665455,64626855,230082355,,7.59,buy,1.55,-13.49,86.51,-13.49,865.1,-134.9,8651.0,-1349.0,-4.04,95.96,-4.04,959.6,-40.4,9596.0,-404.0,-20.58,79.42,-20.58,794.2,-205.8,7942.0,-2058.0,508.19,608.19,508.19,6081.9,5081.9,60819.0,50819.0,4410.0,4510.0,4410.0,45100.0,44100.0,451000.0,441000.0,"Retail investors are cashing out of Apple, Tesla, and chip stocks: Chart of the Day",Yahoo Finance,2026-07-13,0.0,"SK Hynix stock falls, leads broader chip sector declines as AI trade angst returns",Yahoo Finance,2026-07-13,0.0,"Dow Jones Futures: Nasdaq Sells Off, Oil Prices Spike On Trump Blockade; Micron, Sandisk, SK Hynix, SpaceX Dive",Investor's Business Daily,2026-07-13,0.0,,,,,,,,,,
WDC,Western Digital,AI,memory,NASDAQ,555.55,-4.63%,-3.79%,-14.99%,+196.20%,+770%,191.488,2.166,33.23,8.38,4746749,31292849,205116549,10.0,7.32,strong_buy,1.5,-4.63,95.37,-4.63,953.7,-46.3,9537.0,-463.0,-3.79,96.21,-3.79,962.1,-37.9,9621.0,-379.0,-14.99,85.01,-14.99,850.1,-149.9,8501.0,-1499.0,196.2,296.2,196.2,2962.0,1962.0,29620.0,19620.0,770.0,870.0,770.0,8700.0,7700.0,87000.0,77000.0,"Retail investors are cashing out of Apple, Tesla, and chip stocks: Chart of the Day",Yahoo Finance,2026-07-13,0.0,"SK Hynix stock falls, leads broader chip sector declines as AI trade angst returns",Yahoo Finance,2026-07-13,0.0,"SK Hynix, Sandisk, AppLovin, Intuit, Meta, SpaceX, and More Stocks That Explain Today’s Market",Barrons.com,2026-07-13,0.0,5,strong_buy,0.846,"WDC has strong_buy analyst consensus (score 1.5), strong YTD (+210.61%) and 1M (+10.07%) momentum, with a P/E of 34.84 and a 10% dividend yield.",strong_buy consensus; +210.61% YTD; P/E 34.84; 10% dividend yield,,,,,
285A,Kioxia Holdings,AI,memory,TSE,412.94,-12.00%,-17.76%,-26.19%,+491.19%,+3060%,225.981,,66.52,36.74,48704800,223565800,830189800,,,buy,1.62,-12.0,88.0,-12.0,880.0,-120.0,8800.0,-1200.0,-17.76,82.24,-17.76,822.4,-177.6,8224.0,-1776.0,-26.19,73.81,-26.19,738.1,-261.9,7381.0,-2619.0,491.19,591.19,491.19,5911.9,4911.9,59119.0,49119.0,3060.0,3160.0,3060.0,31600.0,30600.0,316000.0,306000.0,"MUFG Hits $259 Billion, Overtakes Toyota as Japan's Most Valuable Company",GuruFocus.com,2026-07-13,0.526,SK Hynix Targets $26.5 Billion ADR Sale as AI Demand Surges,GuruFocus.com,2026-07-10,-0.128,SK Hynix’s $26.5 Billion Listing Reopens Asia Route to US Market,Bloomberg,2026-07-09,0.0,,,,,,,,,,
MU,Micron Technology,AI,memory,NASDAQ,937.0,-4.66%,-4.85%,-13.86%,+197.23%,+726%,1058.241,2.142,21.17,51.45,35042195,203267495,1008030095,5.0,2.81,strong_buy,1.42,-4.66,95.34,-4.66,953.4,-46.6,9534.0,-466.0,-4.85,95.15,-4.85,951.5,-48.5,9515.0,-485.0,-13.86,86.14,-13.86,861.4,-138.6,8614.0,-1386.0,197.23,297.23,197.23,2972.3,1972.3,29723.0,19723.0,726.0,826.0,726.0,8260.0,7260.0,82600.0,72600.0,What investors can expect this earnings season,Yahoo Finance Video,2026-07-13,0.0,"Nvidia, Micron, and other chip players are poised to become cash-producing machines",Yahoo Finance,2026-07-13,0.25,"Dow Jones Futures: Nasdaq Sells Off, Oil Prices Spike On Trump Blockade; Micron, Sandisk, SK Hynix, SpaceX Dive",Investor's Business Daily,2026-07-13,0.0,,,,,,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,860.66,-5.50%,-0.88%,-15.46%,+200.05%,+511%,192.984,2.067,81.5,4.37,4095064,21784764,100518264,33.0,3.33,strong_buy,1.44,-5.5,94.5,-5.5,945.0,-55.0,9450.0,-550.0,-0.88,99.12,-0.88,991.2,-8.8,9912.0,-88.0,-15.46,84.54,-15.46,845.4,-154.6,8454.0,-1546.0,200.05,300.05,200.05,3000.5,2000.5,30005.0,20005.0,511.0,611.0,511.0,6110.0,5110.0,61100.0,51100.0,Sandisk Just Had Its Price Target More Than Doubled by This Analyst. Why the Stock Is Falling.,Barrons.com,2026-07-13,-0.153,"Stock Market Today, July 13: SK Hynix Tumbles 15% in South Korea, Leading Semiconductor Drop at Midday",Motley Fool,2026-07-13,-0.273,Jim Cramer Highlights Analyst Rating as the Reason for Sandisk Rally,Insider Monkey,2026-07-13,0.0,,,,,,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,217.53,-8.10%,-12.71%,-29.56%,+143.71%,+225%,195.242,2.197,75.01,42.67,25200253,123257153,918701153,10.0,4.56,strong_buy,1.43,-8.1,91.9,-8.1,919.0,-81.0,9190.0,-810.0,-12.71,87.29,-12.71,872.9,-127.1,8729.0,-1271.0,-29.56,70.44,-29.56,704.4,-295.6,7044.0,-2956.0,143.71,243.71,143.71,2437.1,1437.1,24371.0,14371.0,225.0,325.0,225.0,3250.0,2250.0,32500.0,22500.0,Arm And Marvell Tumble As Chip Stocks Sell Off,Investor's Business Daily,2026-07-13,0.0,"Stocks to Watch: SK Hynix, SpaceX, Intel",The Wall Street Journal,2026-07-13,0.0,"U.S. Stocks Fall as AI Selloff, Oil Jump Rattle Markets",The Wall Street Journal,2026-07-13,0.0,,,,,,,,,,
P,Everpure,AI,memory,NYSE,75.36,-5.21%,-3.05%,+0.88%,+9.20%,+46%,25.05,1.447,114.18,3.37,2205517,12162017,57820517,,4.47,buy,1.9,-5.21,94.79,-5.21,947.9,-52.1,9479.0,-521.0,-3.05,96.95,-3.05,969.5,-30.5,9695.0,-305.0,0.88,100.88,0.88,1008.8,8.8,10088.0,88.0,9.2,109.2,9.2,1092.0,92.0,10920.0,920.0,46.0,146.0,46.0,1460.0,460.0,14600.0,4600.0,Is KornFerry International (KFY) Stock Outpacing Its Business Services Peers This Year?,Zacks,2026-07-13,0.617,Billionaire Israel Englander Sells Sandisk Stock and Buys Another AI Memory Stock (Hint: Not Micron),Motley Fool,2026-07-10,0.0,SMCI Stock Likely to Reverse from Oversold Levels as DCBBS Gains Growth Traction,Barchart,2026-07-09,0.612,7,buy,0.68,P has strong 1M (+14.41%) and 1W (+9.10%) momentum with very positive news sentiment (0.438) and buy analyst consensus (score 1.9).,+14.41% 1M momentum; news sentiment 0.438; buy consensus; +9.10% 1W momentum,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,18.9,-1.60%,-5.89%,+4.20%,+18.25%,+44%,1.565,1.203,20.51,31.94,7480248,57203876,498596727,66.0,,buy,1.6,-1.6,98.4,-1.6,984.0,-16.0,9840.0,-160.0,-5.89,94.11,-5.89,941.1,-58.9,9411.0,-589.0,4.2,104.2,4.2,1042.0,42.0,10420.0,420.0,18.25,118.25,18.25,1182.5,182.5,11825.0,1825.0,44.0,144.0,44.0,1440.0,440.0,14400.0,4400.0,FTSE 100 Live: Stocks flat as Trump says US to be 'guardian of Hormuz strait',Proactive,2026-07-13,0.0,"AI could cause a huge electricity shortfall in the US, Bank of America says: A closer look",Yahoo Finance Video,2026-07-09,0.318,"FTSE 100 Live: Shell and consumer giants make gains, while miners and defence sell off",Proactive,2026-07-07,0.421,8,buy,0.65,"RR. has strong 1M momentum (+16.60%) and positive YTD (+20.17%), with a low P/E of 20.85 and buy analyst consensus (score 1.6).",+16.60% 1M momentum; P/E 20.85; buy consensus; +20.17% YTD,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,257.57,+2.49%,+4.76%,-1.82%,-29.47%,-23%,91.979,1.121,22.38,3.67,2738274,13918574,72628474,68.0,3.8,buy,1.52,2.49,102.49,2.49,1024.9,24.9,10249.0,249.0,4.76,104.76,4.76,1047.6,47.6,10476.0,476.0,-1.82,98.18,-1.82,981.8,-18.2,9818.0,-182.0,-29.47,70.53,-29.47,705.3,-294.7,7053.0,-2947.0,-23.0,77.0,-23.0,770.0,-230.0,7700.0,-2300.0,Soaring Energy Profits Won’t Last. Where to Find Bargains Now.,Barrons.com,2026-07-13,0.612,Will Constellation Benefit From America's Rising Electricity Needs?,Zacks,2026-07-13,0.459,Constellation Energy Is Helping Solve the AI Power Crunch. Here's Why You Shouldn't Hesitate to Buy It Right Now.,Motley Fool,2026-07-11,0.711,,,,,,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,158.12,-0.29%,+0.57%,+3.14%,-4.04%,-18%,53.316,1.409,26.49,4.66,2506006,15042506,78313906,58.0,5.46,strong_buy,1.4,-0.29,99.71,-0.29,997.1,-2.9,9971.0,-29.0,0.57,100.57,0.57,1005.7,5.7,10057.0,57.0,3.14,103.14,3.14,1031.4,31.4,10314.0,314.0,-4.04,95.96,-4.04,959.6,-40.4,9596.0,-404.0,-18.0,82.0,-18.0,820.0,-180.0,8200.0,-1800.0,Quality Stocks Aren’t the Names You’d Expect,Barrons.com,2026-07-13,0.0,Will Constellation Benefit From America's Rising Electricity Needs?,Zacks,2026-07-13,0.459,"VST Stock Trading at a Discounted Value: Should You Buy, Sell or Hold?",Zacks,2026-07-13,0.382,4,strong_buy,0.75,"VST has strong_buy analyst consensus (score 1.4) with positive 1M (+8.68%) and 1W (+5.17%) momentum, and a reasonable P/E of 26.61.",strong_buy consensus; P/E 26.61; +8.68% 1M momentum; positive 1W momentum,,,,,
