ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1625.78,-9.88%,+27.91%,+16.88%,+490.68%,+3908%,237.364,,22.03,13.73,17991792,91178792,372606492,,7.36,buy,1.54,-9.88,90.12,-9.88,901.2,-98.8,9012.0,-988.0,27.91,127.91,27.91,1279.1,279.1,12791.0,2791.0,16.88,116.88,16.88,1168.8,168.8,11688.0,1688.0,490.68,590.68,490.68,5906.8,4906.8,59068.0,49068.0,3908.0,4008.0,3908.0,40080.0,39080.0,400800.0,390800.0,Chip-stock bears are back in control. Here's how to play the downside with limited risk: Alpha Options Playbook,Yahoo Finance,2026-08-18,-0.382,Global bond sell-off pressures stocks: AlphaCheck,Yahoo Finance,2026-08-18,-0.318,"Stock Market Today: Nasdaq Slides Along With Chip Names; Sandisk, Micron Lose Big",Investor's Business Daily,2026-08-18,-0.402,1,strong_buy,1.0,"SNDK is up +496% YTD with a P/E of 22.3, and JPMorgan sees more gains ahead after the company guided ~80% gross margins and ~50% FCF margins through FY30, with ~2/3 of FY28 capacity already under contract [cnbc.com](https://www.cnbc.com/2026/08/14/sndk-is-up-more-than-500percent-this-year-jpmorgan-says-there-are-more-gains-ahead.html).",+496% YTD; P/E 22.3; ~80% gross margin guidance; multi-year contract visibility,,,,,
WDC,Western Digital,AI,memory,NASDAQ,496.16,-7.32%,+13.30%,+1.79%,+164.53%,+607%,178.885,2.217,18.44,8.54,8186492,41887192,181595492,11.0,8.05,buy,1.58,-7.32,92.68,-7.32,926.8,-73.2,9268.0,-732.0,13.3,113.3,13.3,1133.0,133.0,11330.0,1330.0,1.79,101.79,1.79,1017.9,17.9,10179.0,179.0,164.53,264.53,164.53,2645.3,1645.3,26453.0,16453.0,607.0,707.0,607.0,7070.0,6070.0,70700.0,60700.0,Convertible Bonds Are the New AI Bet. The High Returns Hide Bigger Risks.,Barrons.com,2026-08-18,-0.421,"Micron, Coherent, SpaceX, Klarna, Amylyx, and More Stocks That Explain Today’s Market",Barrons.com,2026-08-18,0.0,"Cerebras, Intel, and AMD Shares Fall Ahead of Tonight’s ‘Supernova’ Event",24/7 Wall St.,2026-08-18,0.296,,,,,,,,,,
285A,Kioxia Holdings,AI,memory,TSE,358.0,-7.52%,+19.04%,-6.40%,+403.52%,+2401%,195.911,,56.7,42.8,53235400,230715300,977339500,,,buy,1.56,-7.52,92.48,-7.52,924.8,-75.2,9248.0,-752.0,19.04,119.04,19.04,1190.4,190.4,11904.0,1904.0,-6.4,93.6,-6.4,936.0,-64.0,9360.0,-640.0,403.52,503.52,403.52,5035.2,4035.2,50352.0,40352.0,2401.0,2501.0,2401.0,25010.0,24010.0,250100.0,240100.0,Micron Stock Keeps Rallying. Watch Out for This New Memory-Chip Rival.,Barrons.com,2026-08-13,0.0,European Indexes Mostly Higher; London’s FTSE 100 Hit by Antofagasta Guidance Cut,The Wall Street Journal,2026-08-13,-0.273,Sandisk's Pullback Looks Like a Buying Opportunity,Barchart,2026-08-10,0.649,8,strong_buy,1.0,"285A is up +446% YTD with +19% 1M and +30% 1W momentum, though its P/E of 61 is elevated; the stock is riding the memory-chip rally with strong analyst support (score 1.56).",+446% YTD; +30% 1W momentum; analyst score 1.56; memory sector tailwind,,,,,
MU,Micron Technology,AI,memory,NASDAQ,940.76,-7.51%,+8.32%,+8.70%,+198.43%,+729%,1062.488,2.213,21.28,49.6,36640946,171462146,909630246,5.0,2.65,strong_buy,1.41,-7.51,92.49,-7.51,924.9,-75.1,9249.0,-751.0,8.32,108.32,8.32,1083.2,83.2,10832.0,832.0,8.7,108.7,8.7,1087.0,87.0,10870.0,870.0,198.43,298.43,198.43,2984.3,1984.3,29843.0,19843.0,729.0,829.0,729.0,8290.0,7290.0,82900.0,72900.0,Chip-stock bears are back in control. Here's how to play the downside with limited risk: Alpha Options Playbook,Yahoo Finance,2026-08-18,-0.382,Global bond sell-off pressures stocks: AlphaCheck,Yahoo Finance,2026-08-18,-0.318,Big Hedge Funds Cut Micron After Its 255% Rally,GuruFocus.com,2026-08-18,-0.273,,,,,,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,903.68,-9.04%,+10.14%,+12.62%,+215.05%,+530%,204.813,2.102,64.87,4.74,4485091,23384891,119110691,30.0,4.06,strong_buy,1.44,-9.04,90.96,-9.04,909.6,-90.4,9096.0,-904.0,10.14,110.14,10.14,1101.4,101.4,11014.0,1014.0,12.62,112.62,12.62,1126.2,126.2,11262.0,1262.0,215.05,315.05,215.05,3150.5,2150.5,31505.0,21505.0,530.0,630.0,530.0,6300.0,5300.0,63000.0,53000.0,Global bond sell-off pressures stocks: AlphaCheck,Yahoo Finance,2026-08-18,-0.318,Convertible Bonds Are the New AI Bet. The High Returns Hide Bigger Risks.,Barrons.com,2026-08-18,-0.421,"Micron Falls 5%, SanDisk Sinks 6%, Western Digital Drops 7% as Higher Rates Test the Memory Boom",24/7 Wall St.,2026-08-18,0.0,7,strong_buy,0.787,"STX is up +239% YTD with a strong_buy analyst consensus (score 1.44), positive news sentiment of 0.21, and +18% 1M momentum, benefiting from the broader memory rally and AI storage demand.",+239% YTD; strong_buy consensus; news sentiment 0.21; AI storage demand,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,216.0,-8.49%,+1.74%,+10.80%,+141.99%,+225%,193.87,2.246,74.23,41.03,25447297,105438397,483651297,10.0,4.79,strong_buy,1.42,-8.49,91.51,-8.49,915.1,-84.9,9151.0,-849.0,1.74,101.74,1.74,1017.4,17.4,10174.0,174.0,10.8,110.8,10.8,1108.0,108.0,11080.0,1080.0,141.99,241.99,141.99,2419.9,1419.9,24199.0,14199.0,225.0,325.0,225.0,3250.0,2250.0,32500.0,22500.0,Tech Stocks Slide With Bond Yields at Decade Highs,The Wall Street Journal,2026-08-18,0.0,"Why Intel, Marvell Stocks Are Dropping After Chip Stocks Enter New Bull Market",Barrons.com,2026-08-18,0.0,Fabrinet Drops After Earnings Dragging Down Peers Like Marvell and Amphenol,24/7 Wall St.,2026-08-18,0.361,,,,,,,,,,
P,Everpure,AI,memory,NYSE,117.06,+0.48%,+7.02%,+67.40%,+69.63%,+104%,38.911,1.414,177.36,3.32,2525628,17666628,61655228,,4.25,buy,1.65,0.48,100.48,0.48,1004.8,4.8,10048.0,48.0,7.02,107.02,7.02,1070.2,70.2,10702.0,702.0,67.4,167.4,67.4,1674.0,674.0,16740.0,6740.0,69.63,169.63,69.63,1696.3,696.3,16963.0,6963.0,104.0,204.0,104.0,2040.0,1040.0,20400.0,10400.0,"Everpure Stock Hits Record High – TD Cowen Says Oracle Could Be Its New Hyperscale Customer, Sees Meta Revenue Growth Ahead",Stocktwits,2026-08-18,0.382,1 Surging  Stock Worth Your Attention and 2 We Brush Off,StockStory,2026-08-16,0.226,Morgan Stanley Turns More Bullish on IT Hardware as ‘Chipflation’ Drives Faster Spending,InvestorsHub,2026-08-14,0.0,9,buy,0.6,"P has surged +71% YTD with +67% 1M and +31% 1W momentum, but its P/E of 179 is very high; the stock benefits from AI-driven memory demand but carries valuation risk.",+71% YTD; +67% 1M momentum; AI memory demand; high P/E 179,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,20.81,-1.66%,+0.31%,+13.24%,+28.48%,+48%,1.719,1.19,42.72,25.45,22574694,97510488,538040572,77.0,,buy,1.6,-1.66,98.34,-1.66,983.4,-16.6,9834.0,-166.0,0.31,100.31,0.31,1003.1,3.1,10031.0,31.0,13.24,113.24,13.24,1132.4,132.4,11324.0,1324.0,28.48,128.48,28.48,1284.8,284.8,12848.0,2848.0,48.0,148.0,48.0,1480.0,480.0,14800.0,4800.0,Rolls-Royce Stock Hits First New High In 14 Years. Firm Announces Engine Project.,Investor's Business Daily,2026-08-17,0.0,Is Rolls-Royce Holdings (LSE:RR.) Fully Priced After Profit Upgrades?,Simply Wall St.,2026-08-08,0.488,"Is Rolls-Royce Holdings (LSE:RR.) Fully Valued After Buybacks, Half Year Results And A Dividend Increase?",Simply Wall St.,2026-08-08,0.67,,,,,,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,266.83,-4.32%,-4.14%,+5.26%,-26.93%,-12%,94.54,1.118,26.06,3.51,3223988,12636688,61350688,61.0,3.29,buy,1.55,-4.32,95.68,-4.32,956.8,-43.2,9568.0,-432.0,-4.14,95.86,-4.14,958.6,-41.4,9586.0,-414.0,5.26,105.26,5.26,1052.6,52.6,10526.0,526.0,-26.93,73.07,-26.93,730.7,-269.3,7307.0,-2693.0,-12.0,88.0,-12.0,880.0,-120.0,8800.0,-1200.0,Uranium ETFs Just Crashed 30 Percent While AI Power Demand Keeps Breaking Records,24/7 Wall St.,2026-08-18,-0.128,KKR Makes $9 Billion Takeover Bid for Natural-Gas and Electricity Distributor,The Wall Street Journal,2026-08-18,0.0,Latest News In Energy Transition - Germany's Energy Future: From Mining Lands to Power Hubs,Simply Wall St.,2026-08-18,0.494,,,,,,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,140.52,-4.15%,-3.04%,-11.06%,-14.72%,-24%,47.163,1.433,23.7,4.61,3753797,16351197,98510397,63.0,2.99,strong_buy,1.37,-4.15,95.85,-4.15,958.5,-41.5,9585.0,-415.0,-3.04,96.96,-3.04,969.6,-30.4,9696.0,-304.0,-11.06,88.94,-11.06,889.4,-110.6,8894.0,-1106.0,-14.72,85.28,-14.72,852.8,-147.2,8528.0,-1472.0,-24.0,76.0,-24.0,760.0,-240.0,7600.0,-2400.0,Vistra Is Under $150. Here's Why I Think It Won't Stay That Way.,Motley Fool,2026-08-17,0.0,Billionaire David Tepper Trimmed Micron and Sold out of SanDisk. Here’s the New AI Stocks He’s Buying,24/7 Wall St.,2026-08-17,0.0,Vistra (VST) Stock Looks Above Fair Value On Earnings Yet Supported By Demand,Simply Wall St.,2026-08-16,0.67,,,,,,,,,,
