ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1493.12,-6.28%,-16.44%,+16.81%,+442.48%,+3312%,218.62,,20.25,13.87,13575262,67495862,357865562,,7.36,buy,1.54,-6.28,93.72,-6.28,937.2,-62.8,9372.0,-628.0,-16.44,83.56,-16.44,835.6,-164.4,8356.0,-1644.0,16.81,116.81,16.81,1168.1,168.1,11681.0,1681.0,442.48,542.48,442.48,5424.8,4424.8,54248.0,44248.0,3312.0,3412.0,3312.0,34120.0,33120.0,341200.0,331200.0,"Stock market today: S&P 500, Nasdaq fall as chip stocks sink, US unveils new Iran sanctions",Yahoo Finance,2026-08-24,0.0,Stock Market Today: Dow Up As Trump Says This On Canada; Nvidia Shares Skid Despite AI Move (Live Coverage),Investor's Business Daily,2026-08-24,0.296,"Update: Nasdaq, S&P 500 Fall as New Sanctions Plan Targets Iran's Trading Partners",MT Newswires,2026-08-24,0.0,2,strong_buy,1.0,"Sandisk shows YTD +479.89%, P/E 21.64, and positive news sentiment 0.191. Web search highlights $93.9B in customer commitments, 80% gross margin target, and White House policy tailwind [marketwise.com](https://marketwise.com/investing/sandisk-micron-seagate-surge-apple-chinese-memory/).",massive YTD return; low P/E 21.64; long-term NBM contracts; policy tailwind,,,,,
WDC,Western Digital,AI,memory,NASDAQ,435.38,-5.30%,-18.77%,-12.56%,+132.13%,+480%,156.972,2.217,16.17,8.63,7190320,33319220,177975720,13.0,8.05,buy,1.54,-5.3,94.7,-5.3,947.0,-53.0,9470.0,-530.0,-18.77,81.23,-18.77,812.3,-187.7,8123.0,-1877.0,-12.56,87.44,-12.56,874.4,-125.6,8744.0,-1256.0,132.13,232.13,132.13,2321.3,1321.3,23213.0,13213.0,480.0,580.0,480.0,5800.0,4800.0,58000.0,48000.0,Wall Street is rotating out of 2026's biggest winners: Chart of the Day,Yahoo Finance,2026-08-24,0.477,"Update: Nasdaq, S&P 500 Fall as New Sanctions Plan Targets Iran's Trading Partners",MT Newswires,2026-08-24,0.0,"Micron, Seagate, Western Digital, Semtech, and Penguin Solutions Shares Are Falling, What You Need To Know",StockStory,2026-08-24,0.318,,,,,,,,,,
285A,Kioxia Holdings,AI,memory,TSE,320.16,-6.03%,-17.64%,-9.07%,+348.72%,+2171%,175.207,,50.41,43.17,32745000,218523000,1002004500,,,buy,1.56,-6.03,93.97,-6.03,939.7,-60.3,9397.0,-603.0,-17.64,82.36,-17.64,823.6,-176.4,8236.0,-1764.0,-9.07,90.93,-9.07,909.3,-90.7,9093.0,-907.0,348.72,448.72,348.72,4487.2,3487.2,44872.0,34872.0,2171.0,2271.0,2171.0,22710.0,21710.0,227100.0,217100.0,Why Micron Isn’t Buying Back Stock Like Memory-Chip Rivals—and Why It Could,Barrons.com,2026-08-20,0.361,Micron Gained Memory Market Share. The Stock Is Dropping Anyway.,Barrons.com,2026-08-19,0.586,Has Kioxia Holdings (TSE:285A) Run Too Far Ahead Of Its Fundamentals As Chip Stocks Sell Off?,Simply Wall St.,2026-08-19,0.0,,,,,,,,,,
MU,Micron Technology,AI,memory,NASDAQ,910.43,-5.53%,-10.01%,+1.14%,+188.81%,+730%,1028.233,2.213,20.56,48.35,28483999,139645699,812972799,5.0,2.65,strong_buy,1.36,-5.53,94.47,-5.53,944.7,-55.3,9447.0,-553.0,-10.01,89.99,-10.01,899.9,-100.1,8999.0,-1001.0,1.14,101.14,1.14,1011.4,11.4,10114.0,114.0,188.81,288.81,188.81,2888.1,1888.1,28881.0,18881.0,730.0,830.0,730.0,8300.0,7300.0,83000.0,73000.0,"Stock market today: S&P 500, Nasdaq fall as chip stocks sink, US unveils new Iran sanctions",Yahoo Finance,2026-08-24,0.0,"Semiconductor stocks drag S&P 500, Nasdaq lower: AlphaCheck",Yahoo Finance,2026-08-24,-0.477,Stock Market Today: Dow Up As Trump Says This On Canada; Nvidia Shares Skid Despite AI Move (Live Coverage),Investor's Business Daily,2026-08-24,0.296,1,strong_buy,0.85,"Micron has a strong_buy consensus, P/E 21.83, YTD +206.68%, and 1M momentum +0.76%. Web search confirms AI-driven demand, HBM4 ramp, and record Q3 revenue of $41.46B (+346% YoY) [cnbc.com](https://www.cnbc.com/2026/08/20/micron-ceo-ai-changed-memory-industry.html).",strong_buy analyst consensus; P/E 21.83 reasonable; AI memory demand catalyst; record revenue growth,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,794.65,-6.60%,-20.12%,-2.73%,+177.04%,+418%,180.386,2.102,3056.35,4.81,3058256,19715556,108361356,35.0,4.06,strong_buy,1.44,-6.6,93.4,-6.6,934.0,-66.0,9340.0,-660.0,-20.12,79.88,-20.12,798.8,-201.2,7988.0,-2012.0,-2.73,97.27,-2.73,972.7,-27.3,9727.0,-273.0,177.04,277.04,177.04,2770.4,1770.4,27704.0,17704.0,418.0,518.0,418.0,5180.0,4180.0,51800.0,41800.0,"Micron, Seagate, Western Digital, Semtech, and Penguin Solutions Shares Are Falling, What You Need To Know",StockStory,2026-08-24,0.318,33 Stocks That Could Rally 33% or More,Kiplinger,2026-08-24,0.0,SNDK Jumps 25% in a Month: Is there More Room for the Stock to Rise?,Zacks,2026-08-24,0.0,,,,,,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,229.29,-2.89%,-2.15%,+21.21%,+156.88%,+225%,205.797,2.246,78.52,41.49,18155989,142722389,500614889,10.0,4.79,strong_buy,1.43,-2.89,97.11,-2.89,971.1,-28.9,9711.0,-289.0,-2.15,97.85,-2.15,978.5,-21.5,9785.0,-215.0,21.21,121.21,21.21,1212.1,212.1,12121.0,2121.0,156.88,256.88,156.88,2568.8,1568.8,25688.0,15688.0,225.0,325.0,225.0,3250.0,2250.0,32500.0,22500.0,"Semiconductor stocks drag S&P 500, Nasdaq lower: AlphaCheck",Yahoo Finance,2026-08-24,-0.477,"Update: Nasdaq, S&P 500 Fall as New Sanctions Plan Targets Iran's Trading Partners",MT Newswires,2026-08-24,0.0,The Shock Record Understates How Far Applied Optoelectronics Stock Can Fall,Trefis,2026-08-24,-0.382,3,strong_buy,0.75,"Marvell has strong_buy consensus, YTD +165.56%, 1M momentum +12.35%, and 1W +6.77%. P/E 81.18 is elevated but justified by AI networking demand and data center growth.",strong_buy analyst rating; strong 1M momentum; AI networking exposure; high growth expectations,,,,,
P,Everpure,AI,memory,NYSE,100.44,-7.00%,-14.15%,+35.35%,+45.54%,+84%,33.387,1.414,152.18,3.32,3604397,15632497,66031397,,4.25,buy,1.65,-7.0,93.0,-7.0,930.0,-70.0,9300.0,-700.0,-14.15,85.85,-14.15,858.5,-141.5,8585.0,-1415.0,35.35,135.35,35.35,1353.5,353.5,13535.0,3535.0,45.54,145.54,45.54,1455.4,455.4,14554.0,4554.0,84.0,184.0,84.0,1840.0,840.0,18400.0,8400.0,"Dell, NetApp, HP Face Toughest Near-Term Earnings Setups, Morgan Stanley Says",MT Newswires,2026-08-24,-0.077,Everpure (P) Lands Supply Agreement With A Second Top Five Hyperscaler,Simply Wall St.,2026-08-23,0.612,"AI Chip Titan Nvidia Headlines Earnings Calendar; Salesforce, Intuit Also On Deck",Investor's Business Daily,2026-08-21,0.0,7,buy,0.6,"Everpure (P) has buy consensus, 1M momentum +45.55%, YTD +57.30%, and news sentiment 0.122. Recent supply agreement with a second top hyperscaler is a strong catalyst despite high P/E 164.47.",exceptional 1M momentum; hyperscaler supply agreement; positive news sentiment; buy analyst rating,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,20.45,-0.13%,-4.07%,+5.98%,+25.34%,+44%,1.689,1.19,41.67,25.2,10546274,85839211,524284770,80.0,,buy,1.6,-0.13,99.87,-0.13,998.7,-1.3,9987.0,-13.0,-4.07,95.93,-4.07,959.3,-40.7,9593.0,-407.0,5.98,105.98,5.98,1059.8,59.8,10598.0,598.0,25.34,125.34,25.34,1253.4,253.4,12534.0,2534.0,44.0,144.0,44.0,1440.0,440.0,14400.0,4400.0,Florida real estate mogul says your home is ‘a terrible investment’ — and he’d put $100K somewhere else. Is he right?,Moneywise,2026-08-21,-0.477,U.K. ETFs in Spotlight as Andy Burnham Completes First Month as PM,Zacks,2026-08-20,0.0,Rolls-Royce Stock Hits First New High In 14 Years. Firm Announces Engine Project.,Investor's Business Daily,2026-08-17,0.0,10,buy,0.45,"Rolls-Royce (RR.) has buy consensus, YTD +25.51%, 1M momentum +9.45%, and P/E 41.73. Small-cap nuclear operator benefiting from AI power demand.",buy analyst rating; positive 1M momentum; nuclear AI power theme; reasonable P/E 41.73,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,273.43,+0.08%,-1.56%,+1.43%,-25.01%,-12%,96.878,1.118,26.73,3.46,2342736,12740136,57588136,63.0,3.29,buy,1.55,0.08,100.08,0.08,1000.8,0.8,10008.0,8.0,-1.56,98.44,-1.56,984.4,-15.6,9844.0,-156.0,1.43,101.43,1.43,1014.3,14.3,10143.0,143.0,-25.01,74.99,-25.01,749.9,-250.1,7499.0,-2501.0,-12.0,88.0,-12.0,880.0,-120.0,8800.0,-1200.0,3 Nuclear Energy Stocks for the AI Power Era,24/7 Wall St.,2026-08-24,0.273,The AI Debt Boom Is Helping Push Everyone’s Cost of Capital Higher,24/7 Wall St.,2026-08-23,-0.077,2 Energy Stocks Riding the Data Center Power Crunch,Motley Fool,2026-08-23,0.273,,,,,,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,135.66,-1.52%,-7.15%,-13.64%,-17.67%,-28%,45.532,1.433,22.88,4.46,4721256,22169856,101885156,68.0,2.99,strong_buy,1.37,-1.52,98.48,-1.52,984.8,-15.2,9848.0,-152.0,-7.15,92.85,-7.15,928.5,-71.5,9285.0,-715.0,-13.64,86.36,-13.64,863.6,-136.4,8636.0,-1364.0,-17.67,82.33,-17.67,823.3,-176.7,8233.0,-1767.0,-28.0,72.0,-28.0,720.0,-280.0,7200.0,-2800.0,Peter Thiel’s $418 Million Bet On These 8 Companies Reveals AI’s Biggest Bottleneck,24/7 Wall St.,2026-08-24,0.0,Vistra Corp. Stock: Is Wall Street Bullish or Bearish?,Barchart,2026-08-24,0.0,Vistra Is the Quietest Big Winner of the AI Power Boom. Here's Why.,Motley Fool,2026-08-23,0.586,,,,,,,,,,
