ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1615.0,-8.60%,-6.49%,-18.91%,+486.76%,+4150%,239.165,,55.35,13.09,18848723,66762323,249640823,,7.59,buy,1.59,-8.6,91.4,-8.6,914.0,-86.0,9140.0,-860.0,-6.49,93.51,-6.49,935.1,-64.9,9351.0,-649.0,-18.91,81.09,-18.91,810.9,-189.1,8109.0,-1891.0,486.76,586.76,486.76,5867.6,4867.6,58676.0,48676.0,4150.0,4250.0,4150.0,42500.0,41500.0,425000.0,415000.0,"Dow Jones Futures: Apple, Google Mask Dell, Sandisk, Micron Sell-Off; J.B. Hunt Jumps Late",Investor's Business Daily,2026-07-15,0.0,Is This Why Memory Stocks Are Plunging?,Investor's Business Daily,2026-07-15,0.0,Stock Market Today: Nasdaq Rises Despite Tumble Among Chip Leaders; Apple Paces Mag 7 Rally,Investor's Business Daily,2026-07-15,0.0,,,,,,,,,,
WDC,Western Digital,AI,memory,NASDAQ,513.84,-9.54%,-6.63%,-24.56%,+173.96%,+747%,177.111,2.166,30.71,8.32,7847173,29603773,208768073,11.0,7.32,strong_buy,1.5,-9.54,90.46,-9.54,904.6,-95.4,9046.0,-954.0,-6.63,93.37,-6.63,933.7,-66.3,9337.0,-663.0,-24.56,75.44,-24.56,754.4,-245.6,7544.0,-2456.0,173.96,273.96,173.96,2739.6,1739.6,27396.0,17396.0,747.0,847.0,747.0,8470.0,7470.0,84700.0,74700.0,"Dow Jones Futures: Apple, Google Mask Dell, Sandisk, Micron Sell-Off; J.B. Hunt Jumps Late",Investor's Business Daily,2026-07-15,0.0,I Keep Buying Seagate Because It Has One Massive Cost Advantage Others Don’t,24/7 Wall St.,2026-07-15,0.25,The SOX Index Fell 16% in Less Than a Month,Barrons.com,2026-07-15,0.0,5,strong_buy,0.846,"WDC has strong_buy analyst consensus (score 1.5), strong YTD (+210.61%) and 1M (+10.07%) momentum, with a P/E of 34.84 and a 10% dividend yield.",strong_buy consensus; +210.61% YTD; P/E 34.84; 10% dividend yield,,,,,
285A,Kioxia Holdings,AI,memory,TSE,451.05,+4.22%,+1.71%,-19.59%,+544.05%,+2718%,246.832,,72.46,36.99,37223200,219162800,920629900,,,buy,1.62,4.22,104.22,4.22,1042.2,42.2,10422.0,422.0,1.71,101.71,1.71,1017.1,17.1,10171.0,171.0,-19.59,80.41,-19.59,804.1,-195.9,8041.0,-1959.0,544.05,644.05,544.05,6440.5,5440.5,64405.0,54405.0,2718.0,2818.0,2718.0,28180.0,27180.0,281800.0,271800.0,Western Digital (WDC) Reopens Kioxia Merger Talks With NAND Memory In Focus,Simply Wall St.,2026-07-14,0.0,"MUFG Hits $259 Billion, Overtakes Toyota as Japan's Most Valuable Company",GuruFocus.com,2026-07-13,0.526,SK Hynix Targets $26.5 Billion ADR Sale as AI Demand Surges,GuruFocus.com,2026-07-10,-0.128,,,,,,,,,,
MU,Micron Technology,AI,memory,NASDAQ,904.28,-8.61%,-4.69%,-11.40%,+186.86%,+744%,1021.287,2.142,20.44,51.01,54188069,193438269,1048552769,5.0,2.81,strong_buy,1.42,-8.61,91.39,-8.61,913.9,-86.1,9139.0,-861.0,-4.69,95.31,-4.69,953.1,-46.9,9531.0,-469.0,-11.4,88.6,-11.4,886.0,-114.0,8860.0,-1140.0,186.86,286.86,186.86,2868.6,1868.6,28686.0,18686.0,744.0,844.0,744.0,8440.0,7440.0,84400.0,74400.0,Is Micron indicative of a possible chip bubble to come?,Yahoo Finance Video,2026-07-15,0.0,"Dow Jones Futures: Apple, Google Mask Dell, Sandisk, Micron Sell-Off; J.B. Hunt Jumps Late",Investor's Business Daily,2026-07-15,0.0,Is This Why Memory Stocks Are Plunging?,Investor's Business Daily,2026-07-15,0.0,,,,,,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,828.3,-5.47%,-3.69%,-19.63%,+188.77%,+497%,185.729,2.067,78.59,4.38,4703543,21226243,103267443,34.0,3.33,strong_buy,1.44,-5.47,94.53,-5.47,945.3,-54.7,9453.0,-547.0,-3.69,96.31,-3.69,963.1,-36.9,9631.0,-369.0,-19.63,80.37,-19.63,803.7,-196.3,8037.0,-1963.0,188.77,288.77,188.77,2887.7,1887.7,28877.0,18877.0,497.0,597.0,497.0,5970.0,4970.0,59700.0,49700.0,"Dow Jones Futures: Apple, Google Mask Dell, Sandisk, Micron Sell-Off; J.B. Hunt Jumps Late",Investor's Business Daily,2026-07-15,0.0,I Keep Buying Seagate Because It Has One Massive Cost Advantage Others Don’t,24/7 Wall St.,2026-07-15,0.25,The SOX Index Fell 16% in Less Than a Month,Barrons.com,2026-07-15,0.0,,,,,,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,206.26,-7.68%,-10.96%,-25.97%,+131.08%,+214%,185.128,2.197,70.88,42.49,25462015,108134115,910320115,11.0,4.56,strong_buy,1.44,-7.68,92.32,-7.68,923.2,-76.8,9232.0,-768.0,-10.96,89.04,-10.96,890.4,-109.6,8904.0,-1096.0,-25.97,74.03,-25.97,740.3,-259.7,7403.0,-2597.0,131.08,231.08,131.08,2310.8,1310.8,23108.0,13108.0,214.0,314.0,214.0,3140.0,2140.0,31400.0,21400.0,Stock Market Today: Nasdaq Rises Despite Tumble Among Chip Leaders; Apple Paces Mag 7 Rally,Investor's Business Daily,2026-07-15,0.0,Price Prediction: Broadcom Stock Will End The Year at This Price,24/7 Wall St.,2026-07-15,0.0,Micron vs. Marvell: Which Pullback Is a Buy?,Zacks,2026-07-15,0.0,,,,,,,,,,
P,Everpure,AI,memory,NYSE,70.75,-8.06%,-8.98%,-3.43%,+2.52%,+40%,23.518,1.447,107.2,3.36,3463755,12788155,60883755,,4.47,buy,1.9,-8.06,91.94,-8.06,919.4,-80.6,9194.0,-806.0,-8.98,91.02,-8.98,910.2,-89.8,9102.0,-898.0,-3.43,96.57,-3.43,965.7,-34.3,9657.0,-343.0,2.52,102.52,2.52,1025.2,25.2,10252.0,252.0,40.0,140.0,40.0,1400.0,400.0,14000.0,4000.0,1 Services Stock with Exciting Potential and 2 We Ignore,StockStory,2026-07-15,0.178,"Everpure and NetApp Stocks Trade Up, What You Need To Know",StockStory,2026-07-14,0.0,Super Micro (SMCI) Expands AI Infrastructure Portfolio With New Edge AI and HPC Platforms,Insider Monkey,2026-07-14,0.649,7,buy,0.68,P has strong 1M (+14.41%) and 1W (+9.10%) momentum with very positive news sentiment (0.438) and buy analyst consensus (score 1.9).,+14.41% 1M momentum; news sentiment 0.438; buy consensus; +9.10% 1W momentum,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,18.84,-0.77%,-0.57%,+2.43%,+16.25%,+42%,1.56,1.203,20.17,31.18,20770072,55000444,529836119,68.0,,buy,1.6,-0.77,99.23,-0.77,992.3,-7.7,9923.0,-77.0,-0.57,99.43,-0.57,994.3,-5.7,9943.0,-57.0,2.43,102.43,2.43,1024.3,24.3,10243.0,243.0,16.25,116.25,16.25,1162.5,162.5,11625.0,1625.0,42.0,142.0,42.0,1420.0,420.0,14200.0,4200.0,FTSE 100 Live: Stocks flat as Trump says US to be 'guardian of Hormuz strait',Proactive,2026-07-13,0.0,"AI could cause a huge electricity shortfall in the US, Bank of America says: A closer look",Yahoo Finance Video,2026-07-09,0.318,Rolls-Royce Holdings PLC (RYCEY) Is Up 5.48% in One Week: What You Should Know,Zacks,2026-07-06,0.0,8,buy,0.65,"RR. has strong 1M momentum (+16.60%) and positive YTD (+20.17%), with a low P/E of 20.85 and buy analyst consensus (score 1.6).",+16.60% 1M momentum; P/E 20.85; buy consensus; +20.17% YTD,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,258.11,-0.43%,+5.56%,-3.69%,-29.32%,-17%,92.173,1.121,22.43,3.7,2116002,12897202,74144802,67.0,3.8,buy,1.52,-0.43,99.57,-0.43,995.7,-4.3,9957.0,-43.0,5.56,105.56,5.56,1055.6,55.6,10556.0,556.0,-3.69,96.31,-3.69,963.1,-36.9,9631.0,-369.0,-29.32,70.68,-29.32,706.8,-293.2,7068.0,-2932.0,-17.0,83.0,-17.0,830.0,-170.0,8300.0,-1700.0,Major US Power Sale to Show Depth of Eastern Grid’s Tight Supply,Bloomberg,2026-07-14,0.0,Beyond the Foundry: 5 Infrastructure Stocks Tackling the AI Bottlenecks,MarketBeat,2026-07-14,0.0,Energy Transition Today - Powering Homes Fluence Energizes California With Smart Energy Storage,Simply Wall St.,2026-07-14,0.84,,,,,,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,160.23,+0.68%,+3.49%,+1.16%,-2.76%,-14%,54.026,1.409,26.84,4.69,5499156,20431556,85880756,58.0,5.46,strong_buy,1.4,0.68,100.68,0.68,1006.8,6.8,10068.0,68.0,3.49,103.49,3.49,1034.9,34.9,10349.0,349.0,1.16,101.16,1.16,1011.6,11.6,10116.0,116.0,-2.76,97.24,-2.76,972.4,-27.6,9724.0,-276.0,-14.0,86.0,-14.0,860.0,-140.0,8600.0,-1400.0,Vistra (VST) Could Get A Lift From PJM's Next Capacity Auction,Simply Wall St.,2026-07-14,0.0,Major US Power Sale to Show Depth of Eastern Grid’s Tight Supply,Bloomberg,2026-07-14,0.0,Quality Stocks Aren’t the Names You’d Expect,Barrons.com,2026-07-13,0.0,4,strong_buy,0.75,"VST has strong_buy analyst consensus (score 1.4) with positive 1M (+8.68%) and 1W (+5.17%) momentum, and a reasonable P/E of 26.61.",strong_buy consensus; P/E 26.61; +8.68% 1M momentum; positive 1W momentum,,,,,
