ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1278.23,-10.80%,-5.65%,-37.66%,+364.41%,+3329%,189.293,,43.61,13.21,20903434,71067334,262089034,,8.28,buy,1.61,-10.8,89.2,-10.8,892.0,-108.0,8920.0,-1080.0,-5.65,94.35,-5.65,943.5,-56.5,9435.0,-565.0,-37.66,62.34,-37.66,623.4,-376.6,6234.0,-3766.0,364.41,464.41,364.41,4644.1,3644.1,46441.0,36441.0,3329.0,3429.0,3329.0,34290.0,33290.0,342900.0,332900.0,"Stock Market Today, July 27: Dow Rises on Oil Retreat, and Sandisk Plunges 11% on Memory Weakness",Motley Fool,2026-07-27,-0.25,"Dow Jones Futures: U.S.-Iran Peace Hopes Send Oil Prices Plunging; Nvidia, Micron, Sandisk, SpaceX, Tesla Sell Off",Investor's Business Daily,2026-07-27,0.743,"Memory-Chip Stocks Micron, SK Hynix Drop After China Rival's IPO",Investor's Business Daily,2026-07-27,-0.273,,,,,,,,,,
WDC,Western Digital,AI,memory,NASDAQ,497.92,-2.84%,+4.34%,-23.62%,+165.47%,+653%,171.624,2.166,29.83,8.5,6129765,30106665,141964565,12.0,7.61,strong_buy,1.5,-2.84,97.16,-2.84,971.6,-28.4,9716.0,-284.0,4.34,104.34,4.34,1043.4,43.4,10434.0,434.0,-23.62,76.38,-23.62,763.8,-236.2,7638.0,-2362.0,165.47,265.47,165.47,2654.7,1654.7,26547.0,16547.0,653.0,753.0,653.0,7530.0,6530.0,75300.0,65300.0,Sandisk and More Chip Stocks Hit China Roadblocks,Barrons.com,2026-07-27,0.0,"CXMT, Sandisk, ASML, SpaceX, D-Wave Quantum, Workday, and More Stocks That Explain Today’s Market",Barrons.com,2026-07-27,0.0,"CXMT’s Blockbuster IPO Hits MU, SNDK and WDC—Is the Memory Rally at Risk?",Insider Monkey,2026-07-27,0.421,,,,,,,,,,
285A,Kioxia Holdings,AI,memory,TSE,333.12,-2.61%,+4.68%,-38.33%,+380.62%,+2182%,182.299,,54.11,38.23,55872700,238880800,891878800,,,buy,1.62,-2.61,97.39,-2.61,973.9,-26.1,9739.0,-261.0,4.68,104.68,4.68,1046.8,46.8,10468.0,468.0,-38.33,61.67,-38.33,616.7,-383.3,6167.0,-3833.0,380.62,480.62,380.62,4806.2,3806.2,48062.0,38062.0,2182.0,2282.0,2182.0,22820.0,21820.0,228200.0,218200.0,European Stock Indexes Higher as Software Stocks Bounce,The Wall Street Journal,2026-07-24,0.0,"Western Digital (WDC) Reenters Merger Focus, Where Does Fair Value Sit?",Simply Wall St.,2026-07-22,0.572,Western Digital (WDC) Revives Kioxia Merger Talks Over Flash Memory Assets,Simply Wall St.,2026-07-22,0.511,,,,,,,,,,
MU,Micron Technology,AI,memory,NASDAQ,900.2,-1.16%,+6.04%,-21.39%,+185.56%,+728%,1016.679,2.142,20.36,52.27,46860116,205719216,857766916,6.0,3.21,strong_buy,1.42,-1.16,98.84,-1.16,988.4,-11.6,9884.0,-116.0,6.04,106.04,6.04,1060.4,60.4,10604.0,604.0,-21.39,78.61,-21.39,786.1,-213.9,7861.0,-2139.0,185.56,285.56,185.56,2855.6,1855.6,28556.0,18556.0,728.0,828.0,728.0,8280.0,7280.0,82800.0,72800.0,"Elon Musk's Tesla, SpaceX shed $1.2T in July, while Apple sprints ahead: Chart of the Day",Yahoo Finance Video,2026-07-27,0.0,Chinese memory chipmaker CXMT booms in IPO. Does US memory stand a chance?,Yahoo Finance Video,2026-07-27,0.25,"Stock Market Today, July 27: Dow Rises on Oil Retreat, and Sandisk Plunges 11% on Memory Weakness",Motley Fool,2026-07-27,-0.25,3,strong_buy,0.78,P/E of 20.83 is low for a memory stock with strong_buy consensus (an_score 1.42) and positive news sentiment 0.33. YTD +192.14% and 1W +8.48% despite 1M pullback.,Low P/E 20.83; Strong buy rating; Positive news sentiment 0.33; 1W rebound +8.48%,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,816.99,-2.74%,+3.72%,-15.65%,+184.83%,+466%,183.193,2.067,77.37,4.69,4597208,25350708,91853808,35.0,3.72,strong_buy,1.44,-2.74,97.26,-2.74,972.6,-27.4,9726.0,-274.0,3.72,103.72,3.72,1037.2,37.2,10372.0,372.0,-15.65,84.35,-15.65,843.5,-156.5,8435.0,-1565.0,184.83,284.83,184.83,2848.3,1848.3,28483.0,18483.0,466.0,566.0,466.0,5660.0,4660.0,56600.0,46600.0,Here’s How Much Traders See Seagate Stock Moving After Earnings,Investopedia,2026-07-27,0.0,"Seagate, Western Digital Slide Again. Morgan Stanley Still 'Pounding The Table' For Both AI Stocks.",Investor's Business Daily,2026-07-27,0.0,Can Increasing HDD Exabyte Shipments Bolster Seagate's Q4 Earnings?,Zacks,2026-07-27,0.0,8,strong_buy,0.791,"Strong_buy rating (an_score 1.44) with YTD +196.93% and 1W +8.13%. Despite high P/E 80.65, news sentiment is positive at 0.19 and analysts are bullish.",Strong buy classification; Exceptional YTD +196.93%; 1W gain +8.13%; Positive news sentiment 0.19,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,189.17,-1.83%,+0.26%,-31.88%,+111.93%,+156%,169.789,2.197,65.01,41.46,21524622,101999022,504984622,11.0,4.34,strong_buy,1.44,-1.83,98.17,-1.83,981.7,-18.3,9817.0,-183.0,0.26,100.26,0.26,1002.6,2.6,10026.0,26.0,-31.88,68.12,-31.88,681.2,-318.8,6812.0,-3188.0,111.93,211.93,111.93,2119.3,1119.3,21193.0,11193.0,156.0,256.0,156.0,2560.0,1560.0,25600.0,15600.0,"Marvell Technology vs. Planet Labs: Which Growth Stock Is a Better Buy in 2026, the Artificial Intelligence Company or the Rising Star of the Space-Based Economy?",Motley Fool,2026-07-27,0.823,Sandisk and More Chip Stocks Hit China Roadblocks,Barrons.com,2026-07-27,0.0,"CXMT, Sandisk, ASML, SpaceX, D-Wave Quantum, Workday, and More Stocks That Explain Today’s Market",Barrons.com,2026-07-27,0.0,,,,,,,,,,
P,Everpure,AI,memory,NYSE,74.21,-0.47%,+6.96%,+2.61%,+7.54%,+26%,24.667,1.447,112.44,3.31,1429030,8789930,45510430,,4.43,buy,1.9,-0.47,99.53,-0.47,995.3,-4.7,9953.0,-47.0,6.96,106.96,6.96,1069.6,69.6,10696.0,696.0,2.61,102.61,2.61,1026.1,26.1,10261.0,261.0,7.54,107.54,7.54,1075.4,75.4,10754.0,754.0,26.0,126.0,26.0,1260.0,260.0,12600.0,2600.0,Everpure (P) And The AI Infrastructure Narrative As Valuation Questions Grow,Simply Wall St.,2026-07-24,0.0,Does Everpure (P) Signal A Shift From Pure Growth Story To Earnings Quality-Driven Narrative?,Simply Wall St.,2026-07-24,0.382,3 Reasons Growth Investors Will Love Everpure (P),Zacks,2026-07-23,0.778,,,,,,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,18.79,-0.14%,+4.09%,-0.11%,+18.10%,+44%,1.554,1.203,20.49,27.77,73998208,146485477,416683302,67.0,,buy,1.6,-0.14,99.86,-0.14,998.6,-1.4,9986.0,-14.0,4.09,104.09,4.09,1040.9,40.9,10409.0,409.0,-0.11,99.89,-0.11,998.9,-1.1,9989.0,-11.0,18.1,118.1,18.1,1181.0,181.0,11810.0,1810.0,44.0,144.0,44.0,1440.0,440.0,14400.0,4400.0,European Stocks Close Higher in Wednesday Trading; UK Inflation Decelerates,MT Newswires,2026-07-22,0.0,Rolls-Royce issues Burnham ultimatum over £3bn jet engine project,The Telegraph,2026-07-21,0.0,Airbus Comes for Boeing in Battle Over World’s Biggest Jets,The Wall Street Journal,2026-07-21,-0.382,10,buy,0.65,"P/E 20.52 is the lowest among nuclear-ops stocks, buy rating with an_score 1.6, and YTD +18.27% with 1D +3.59%. Low beta 1.203 offers stability.",Low P/E 20.52; Steady YTD return +18.27%; Buy rating from analysts; Low beta 1.203,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,270.0,-1.52%,+6.98%,+4.12%,-26.07%,-17%,96.418,1.121,23.44,3.67,3077093,13685793,62591793,62.0,3.33,buy,1.52,-1.52,98.48,-1.52,984.8,-15.2,9848.0,-152.0,6.98,106.98,6.98,1069.8,69.8,10698.0,698.0,4.12,104.12,4.12,1041.2,41.2,10412.0,412.0,-26.07,73.93,-26.07,739.3,-260.7,7393.0,-2607.0,-17.0,83.0,-17.0,830.0,-170.0,8300.0,-1700.0,Brokers Suggest Investing in Constellation Energy Corporation (CEG): Read This Before Placing a Bet,Zacks,2026-07-27,0.273,My 3 Highest-Conviction Energy Stocks for the Second Half of 2026,Motley Fool,2026-07-24,0.273,Is the Options Market Predicting a Spike in Constellation Energy Stock?,Zacks,2026-07-24,0.273,5,buy,0.72,"P/E 23.82 is modest for a nuclear-ops stock, buy rating with an_score 1.52, and news sentiment 0.361. 1W +8.70% shows renewed interest despite YTD -24.88%.",Low P/E 23.82; Positive news sentiment 0.361; 1W strong +8.70%; Buy analyst consensus,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,157.08,-4.22%,+1.06%,-3.26%,-4.67%,-17%,52.965,1.409,26.27,4.76,3900262,16388062,74705762,56.0,4.32,strong_buy,1.35,-4.22,95.78,-4.22,957.8,-42.2,9578.0,-422.0,1.06,101.06,1.06,1010.6,10.6,10106.0,106.0,-3.26,96.74,-3.26,967.4,-32.6,9674.0,-326.0,-4.67,95.33,-4.67,953.3,-46.7,9533.0,-467.0,-17.0,83.0,-17.0,830.0,-170.0,8300.0,-1700.0,Can NRG's Capital Allocation Strategy Drive Shareholder Returns?,Zacks,2026-07-24,0.0,"Goldman lifts data center capacity outlook, flags utility stocks set to benefit",Investing.com,2026-07-24,0.459,David Tepper Has 5% of His Portfolio in This Little-Known Energy Stock. Here's Why.,Motley Fool,2026-07-24,0.273,,,,,,,,,,
TLN,Talen Energy,AI,nuclear-ops,NASDAQ,347.07,-4.12%,-6.79%,-13.09%,-12.52%,+0%,16.588,1.619,,0.8,631847,2735847,13194247,,5.9,buy,1.59,-4.12,95.88,-4.12,958.8,-41.2,9588.0,-412.0,-6.79,93.21,-6.79,932.1,-67.9,9321.0,-679.0,-13.09,86.91,-13.09,869.1,-130.9,8691.0,-1309.0,-12.52,87.48,-12.52,874.8,-125.2,8748.0,-1252.0,0.0,100.0,0.0,1000.0,0.0,10000.0,0.0,Why Talen Energy Corporation (TLN) is Poised to Beat Earnings Estimates Again,Zacks,2026-07-27,0.477,Talen Energy (TLN) Stock May Be Overvalued On Fresh PJM Auction Revenue,Simply Wall St.,2026-07-25,0.527,Talen Energy (TLN) Could Be 23% Undervalued Following Earnings And Analyst Calls,Simply Wall St.,2026-07-25,0.273,,,,,,,,,,
BEP,Brookfield Renewable,AI,nuclear-ops,NYSE,32.13,-1.02%,+1.16%,-7.94%,+17.68%,+21%,21.912,0.996,,0.97,1159044,9077744,18620144,473.0,0.4,buy,2.38,-1.02,98.98,-1.02,989.8,-10.2,9898.0,-102.0,1.16,101.16,1.16,1011.6,11.6,10116.0,116.0,-7.94,92.06,-7.94,920.6,-79.4,9206.0,-794.0,17.68,117.68,17.68,1176.8,176.8,11768.0,1768.0,21.0,121.0,21.0,1210.0,210.0,12100.0,2100.0,3 Energy Stocks Yielding Over 4.5% to Cash in on the AI Power Boom,Motley Fool,2026-07-25,0.273,NextEra Energy vs Brookfield Renewable: The Better Dividend Stock,24/7 Wall St.,2026-07-25,0.612,These 2 Top High-Yield Dividend Stocks Are Simplifying. Here's What That Means for Dividend Investors.,Motley Fool,2026-07-22,0.202,,,,,,,,,,
BEPC,Brookfield Renewable Corp,AI,nuclear-ops,NYSE,32.6,-3.93%,-3.86%,-12.44%,-16.72%,-9%,5.945,1.159,,1.65,1667467,13109167,29734667,468.0,,hold,2.83,-3.93,96.07,-3.93,960.7,-39.3,9607.0,-393.0,-3.86,96.14,-3.86,961.4,-38.6,9614.0,-386.0,-12.44,87.56,-12.44,875.6,-124.4,8756.0,-1244.0,-16.72,83.28,-16.72,832.8,-167.2,8328.0,-1672.0,-9.0,91.0,-9.0,910.0,-90.0,9100.0,-900.0,NextEra Energy vs Brookfield Renewable: The Better Dividend Stock,24/7 Wall St.,2026-07-25,0.612,These 2 Top High-Yield Dividend Stocks Are Simplifying. Here's What That Means for Dividend Investors.,Motley Fool,2026-07-22,0.202,Brookfield Renewable to Simplify Corporate Structure,MT Newswires,2026-07-22,0.0,,,,,,,,,,
GEV,GE Vernova,AI,smr,NYSE,996.57,-1.79%,-5.79%,-9.61%,+46.92%,+57%,265.42,0.935,28.55,2.86,3280330,17822830,55634730,19.0,3.8,buy,1.58,-1.79,98.21,-1.79,982.1,-17.9,9821.0,-179.0,-5.79,94.21,-5.79,942.1,-57.9,9421.0,-579.0,-9.61,90.39,-9.61,903.9,-96.1,9039.0,-961.0,46.92,146.92,46.92,1469.2,469.2,14692.0,4692.0,57.0,157.0,57.0,1570.0,570.0,15700.0,5700.0,AI Energy Bottleneck: Buy GE Vernova or NextEra Energy on AI Pivot?,24/7 Wall St.,2026-07-27,0.494,GE Vernova expands Hungary manufacturing site with solar energy project,InvestorsHub,2026-07-27,0.361,Why GE Vernova Investors Should Ignore the Wind,Motley Fool,2026-07-26,-0.361,,,,,,,,,,
BWXT,BWX Technologies,AI,smr,NYSE,176.53,+1.59%,+3.13%,-6.72%,-2.66%,+16%,16.173,0.737,47.07,1.0,631422,3932822,16479122,60.0,4.13,none,,1.59,101.59,1.59,1015.9,15.9,10159.0,159.0,3.13,103.13,3.13,1031.3,31.3,10313.0,313.0,-6.72,93.28,-6.72,932.8,-67.2,9328.0,-672.0,-2.66,97.34,-2.66,973.4,-26.6,9734.0,-266.0,16.0,116.0,16.0,1160.0,160.0,11600.0,1600.0,BWX Technologies vs. Archer Aviation: What Do the Revenue Trends of These Aerospace and Defense Companies Tell Investors?,Motley Fool,2026-07-27,0.128,"Rivian upgraded, Check Point downgrade: Wall Street's top analyst calls",The Fly,2026-07-27,0.202,1 Profitable Stock on Our Buy List and 2 We Find Risky,StockStory,2026-07-27,0.273,,,,,,,,,,
SMR,NuScale Power,AI,smr,NYSE,8.54,+5.43%,+10.62%,-16.76%,-47.64%,-84%*,2.956,2.252,,32.66,28476512,171090312,518645712,,23.15,hold,2.56,5.43,105.43,5.43,1054.3,54.3,10543.0,543.0,10.62,110.62,10.62,1106.2,106.2,11062.0,1062.0,-16.76,83.24,-16.76,832.4,-167.6,8324.0,-1676.0,-47.64,52.36,-47.64,523.6,-476.4,5236.0,-4764.0,-84.0,16.0,-84.0,160.0,-840.0,1600.0,-8400.0,Bold Prediction: NuScale Power Is About to Break Out,Motley Fool,2026-07-27,0.382,Prediction: Buying NuScale Power Today Could Set You Up for Life,Motley Fool,2026-07-26,0.0,NuScale Power Is Down 38% This Year: Here's What the Next 5 Years Could Look Like,Motley Fool,2026-07-25,0.361,,,,,,,,,,
OKLO,Oklo Inc,AI,smr,NYSE,41.81,+3.62%,+1.70%,-20.75%,-46.26%,-47%*,7.274,1.159,,12.14,7948727,43283927,163896027,,18.39,buy,2.04,3.62,103.62,3.62,1036.2,36.2,10362.0,362.0,1.7,101.7,1.7,1017.0,17.0,10170.0,170.0,-20.75,79.25,-20.75,792.5,-207.5,7925.0,-2075.0,-46.26,53.74,-46.26,537.4,-462.6,5374.0,-4626.0,-47.0,53.0,-47.0,530.0,-470.0,5300.0,-4700.0,The Crowd Is Dumping Oklo. Here's Why I'd Be Buying It Down 44%.,Motley Fool,2026-07-25,-0.318,"Nuclear Company Oklo Receives Startup Authorization for Groves Reactor, A Key Step In Its Regulatory Journey",Motley Fool,2026-07-25,0.0,OpenAI's Sam Altman Is Betting Big on Nuclear -- Should You Follow Him Into Oklo?,Motley Fool,2026-07-25,0.0,,,,,,,,,,
NNE,NANO Nuclear Energy,AI,smr,NASDAQ,16.79,+7.01%,+4.74%,-21.25%,-39.19%,-59%*,0.875,5.27,,2.77,2352330,9064430,41687930,,33.42,buy,1.67,7.01,107.01,7.01,1070.1,70.1,10701.0,701.0,4.74,104.74,4.74,1047.4,47.4,10474.0,474.0,-21.25,78.75,-21.25,787.5,-212.5,7875.0,-2125.0,-39.19,60.81,-39.19,608.1,-391.9,6081.0,-3919.0,-59.0,41.0,-59.0,410.0,-590.0,4100.0,-5900.0,NANO Nuclear Energy shares gain after securing U.S. Air Force contract,InvestorsHub,2026-07-27,0.84,Nuclear Stocks Rally Off Lows On Milestone U.S. Deal And AI Program,Investor's Business Daily,2026-07-22,-0.202,Why This $16 Energy Stock Could Be Worth $250 by 2040,Motley Fool,2026-07-22,0.459,,,,,,,,,,
CCJ,Cameco Corporation,AI,uranium,NYSE,89.35,+1.80%,+4.36%,-13.65%,-9.34%,+11%,38.914,1.0,85.1,3.41,2499356,19839656,71164656,20.0,,buy,1.76,1.8,101.8,1.8,1018.0,18.0,10180.0,180.0,4.36,104.36,4.36,1043.6,43.6,10436.0,436.0,-13.65,86.35,-13.65,863.5,-136.5,8635.0,-1365.0,-9.34,90.66,-9.34,906.6,-93.4,9066.0,-934.0,11.0,111.0,11.0,1110.0,110.0,11100.0,1100.0,Cameco gets UBS upgrade on strengthening uranium bull case,Proactive,2026-07-27,0.494,Crescent Energy (CRGY) Reports Next Week: Wall Street Expects Earnings Growth,Zacks,2026-07-27,0.572,Cameco (CCJ) Stock Falls Amid Market Uptick: What Investors Need to Know,Zacks,2026-07-24,0.0,,,,,,,,,,
UEC,Uranium Energy Corp,AI,uranium,NYSE,9.91,+4.10%,+6.79%,-8.49%,-24.41%,+6%,4.858,1.186,,10.04,6723714,41475614,142343214,,14.14,strong_buy,1.44,4.1,104.1,4.1,1041.0,41.0,10410.0,410.0,6.79,106.79,6.79,1067.9,67.9,10679.0,679.0,-8.49,91.51,-8.49,915.1,-84.9,9151.0,-849.0,-24.41,75.59,-24.41,755.9,-244.1,7559.0,-2441.0,6.0,106.0,6.0,1060.0,60.0,10600.0,600.0,"OKLO, XE, SMR, NNE, UEC Stocks Tumble On Thursday: AI Made Nuclear Stocks Market Darlings – Now Investors Want Proof",Stocktwits,2026-07-17,0.542,"Oklo Just Dropped 28% in a Month. Is It Time to Abandon Nuclear Stocks Like OKLO, NuScale, and Uranium Energy Corp.?",24/7 Wall St.,2026-07-16,0.178,Cameco Resolves Cigar Lake Disruption: Are 2026 Targets on Track?,Zacks,2026-07-15,-0.202,,,,,,,,,,
LEU,Centrus Energy,AI,uranium,NYSE,175.98,+7.30%,+12.77%,+9.82%,-35.42%,-32%,3.462,1.359,63.99,0.89,610266,3447566,15935366,,26.55,buy,1.71,7.3,107.3,7.3,1073.0,73.0,10730.0,730.0,12.77,112.77,12.77,1127.7,127.7,11277.0,1277.0,9.82,109.82,9.82,1098.2,98.2,10982.0,982.0,-35.42,64.58,-35.42,645.8,-354.2,6458.0,-3542.0,-32.0,68.0,-32.0,680.0,-320.0,6800.0,-3200.0,Nuclear Stock Pick: Here's Why LEU May Have the Edge Over SMR,Zacks,2026-07-23,0.0,3 Nuclear Stocks for Investors Willing to Wait Out the Dip,MarketBeat,2026-07-20,0.0,"This Nuclear Stock Is Down 46%, and It's a Screaming Buy",Motley Fool,2026-07-18,-0.382,,,,,,,,,,
VRT,Vertiv Holdings,AI,power-infra,NYSE,287.6,-1.16%,-0.68%,-6.31%,+63.85%,+104%,110.47,2.029,72.26,5.9,4275975,17565075,90203075,8.0,2.92,strong_buy,1.43,-1.16,98.84,-1.16,988.4,-11.6,9884.0,-116.0,-0.68,99.32,-0.68,993.2,-6.8,9932.0,-68.0,-6.31,93.69,-6.31,936.9,-63.1,9369.0,-631.0,63.85,163.85,63.85,1638.5,638.5,16385.0,6385.0,104.0,204.0,104.0,2040.0,1040.0,20400.0,10400.0,Prediction: Up 100% in a Year. Will CAT’s Rally Continue?,24/7 Wall St.,2026-07-27,0.0,Can Vertiv's Americas Business Boost Second-Quarter Results?,Zacks,2026-07-27,0.402,Can nVent Electric's $2.6B Backlog Drive Future Revenue Growth?,Zacks,2026-07-27,0.382,,,,,,,,,,
ETN,Eaton Corporation,AI,power-infra,NYSE,398.64,-1.57%,-0.34%,-2.36%,+22.51%,+3%,154.792,1.181,39.01,2.55,2114535,9248035,39363335,109.0,2.06,buy,1.63,-1.57,98.43,-1.57,984.3,-15.7,9843.0,-157.0,-0.34,99.66,-0.34,996.6,-3.4,9966.0,-34.0,-2.36,97.64,-2.36,976.4,-23.6,9764.0,-236.0,22.51,122.51,22.51,1225.1,225.1,12251.0,2251.0,3.0,103.0,3.0,1030.0,30.0,10300.0,300.0,3 Major Reasons to Buy Vertiv Before July 29 Q2 Earnings,24/7 Wall St.,2026-07-25,0.0,Grid to Rack: How Eaton and nVent Electric Are Scaling Revenues Amid the AI Data Center Boom,Motley Fool,2026-07-24,0.0,Eaton (ETN) Reports Next Week: Wall Street Expects Earnings Growth,Zacks,2026-07-24,0.382,,,,,,,,,,
POWL,Powell Industries,AI,power-infra,NASDAQ,219.23,-5.54%,-5.82%,-22.01%,+86.72%,+187%,7.987,1.135,42.73,0.75,627473,2761173,14253073,15.0,9.73,buy,2.25,-5.54,94.46,-5.54,944.6,-55.4,9446.0,-554.0,-5.82,94.18,-5.82,941.8,-58.2,9418.0,-582.0,-22.01,77.99,-22.01,779.9,-220.1,7799.0,-2201.0,86.72,186.72,86.72,1867.2,867.2,18672.0,8672.0,187.0,287.0,187.0,2870.0,1870.0,28700.0,18700.0,Powell Industries (POWL) Registers a Bigger Fall Than the Market: Important Facts to Note,Zacks,2026-07-22,0.202,"Powell Industries, Inc. (POWL) Is a Trending Stock: Facts to Know Before Betting on It",Zacks,2026-07-22,0.0,Powell Industries (POWL) Stock Looks Reasonable On Growth But Stretched On Earnings,Simply Wall St.,2026-07-18,0.202,,,,,,,,,,
EQIX,Equinix,AI,dc-operators,NASDAQ,1046.79,-3.45%,+2.63%,-3.54%,+38.42%,+37%,103.239,0.971,72.59,0.59,496422,2241722,10377822,182.0,2.18,buy,1.56,-3.45,96.55,-3.45,965.5,-34.5,9655.0,-345.0,2.63,102.63,2.63,1026.3,26.3,10263.0,263.0,-3.54,96.46,-3.54,964.6,-35.4,9646.0,-354.0,38.42,138.42,38.42,1384.2,384.2,13842.0,3842.0,37.0,137.0,37.0,1370.0,370.0,13700.0,3700.0,Equinix Stock Has A Message For Management,Trefis,2026-07-27,0.0,Texas A&M selects Dell Technologies to develop new AI supercomputing platform,InvestorsHub,2026-07-24,0.0,Gear Up for Equinix (EQIX) Q2 Earnings: Wall Street Estimates for Key Metrics,Zacks,2026-07-24,0.0,9,buy,0.68,YTD +43.37% with 1W +6.30% and 1D +4.57% showing strong recent momentum. P/E 75.19 is high but buy rating (an_score 1.56) and news sentiment 0.179 support growth narrative.,Strong YTD +43.37%; 1W and 1D strong gains; Buy analyst consensus; Positive news sentiment,,,,,
