ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1915.92,+1.48%,+9.79%,+1.83%,+596.09%,+3932%,283.728,,65.68,13.45,10318150,59421050,241397850,,11.5,buy,1.55,1.48,101.48,1.48,1014.8,14.8,10148.0,148.0,9.79,109.79,9.79,1097.9,97.9,10979.0,979.0,1.83,101.83,1.83,1018.3,18.3,10183.0,183.0,596.09,696.09,596.09,6960.9,5960.9,69609.0,59609.0,3932.0,4032.0,3932.0,40320.0,39320.0,403200.0,393200.0,Chip stocks regain some ground after whipsaw of a trading week,Yahoo Finance Video,2026-07-10,0.0,"SK Hynix, Micron, Meta, Delta, Circle Internet, and More Stocks That Explain Today’s Market",Barrons.com,2026-07-10,0.0,"Dow Jones Futures: Big Earnings Due As Market Sets Up; Nvidia, Micron, Sandisk, Robinhood, SpaceX In Focus",Investor's Business Daily,2026-07-10,0.0,,,,,,,,,,
WDC,Western Digital,AI,memory,NASDAQ,582.59,-0.90%,+8.09%,+10.07%,+210.61%,+774%,200.807,2.166,34.86,8.39,4789214,34121914,212964814,10.0,8.66,strong_buy,1.5,-0.9,99.1,-0.9,991.0,-9.0,9910.0,-90.0,8.09,108.09,8.09,1080.9,80.9,10809.0,809.0,10.07,110.07,10.07,1100.7,100.7,11007.0,1007.0,210.61,310.61,210.61,3106.1,2106.1,31061.0,21061.0,774.0,874.0,774.0,8740.0,7740.0,87400.0,77400.0,Nasdaq's hottest winners just fell behind: Chart of the Day,Yahoo Finance,2026-07-10,0.477,Beyond Micron: 2 AI Infrastructure Stocks With Massive Upside Ahead,Zacks,2026-07-10,0.0,SanDisk Vs. Micron: Why One of These Memory Stocks is Much More Dangerous Than the Other,24/7 Wall St.,2026-07-10,-0.526,9,strong_buy,0.835,"WDC has gained 17.95% in the last month and 208.11% YTD, with a P/E of 32.9, strong_buy rating, and positive news sentiment of 0.108; the memory sector rally continues to drive momentum.",+208.11% YTD; +17.95% 1M return; strong_buy; P/E 32.9,,,,,
285A,Kioxia Holdings,AI,memory,TSE,476.1,-1.07%,-7.56%,+9.22%,+578.41%,+3029%,260.544,,76.07,36.66,39973100,215014200,909583000,,,buy,1.62,-1.07,98.93,-1.07,989.3,-10.7,9893.0,-107.0,-7.56,92.44,-7.56,924.4,-75.6,9244.0,-756.0,9.22,109.22,9.22,1092.2,92.2,10922.0,922.0,578.41,678.41,578.41,6784.1,5784.1,67841.0,57841.0,3029.0,3129.0,3029.0,31290.0,30290.0,312900.0,302900.0,SK Hynix Targets $26.5 Billion ADR Sale as AI Demand Surges,GuruFocus.com,2026-07-10,-0.128,SK Hynix’s $26.5 Billion Listing Reopens Asia Route to US Market,Bloomberg,2026-07-09,0.0,"Bain Exits Kioxia After Stock Surges More Than 4,500% Since IPO",GuruFocus.com,2026-07-09,0.0,,,,,,,,,,
MU,Micron Technology,AI,memory,NASDAQ,979.3,-2.31%,+0.40%,-1.65%,+210.65%,+696%,1106.014,2.142,22.14,51.53,31054394,204627394,1072478294,5.0,3.69,strong_buy,1.42,-2.31,97.69,-2.31,976.9,-23.1,9769.0,-231.0,0.4,100.4,0.4,1004.0,4.0,10040.0,40.0,-1.65,98.35,-1.65,983.5,-16.5,9835.0,-165.0,210.65,310.65,210.65,3106.5,2106.5,31065.0,21065.0,696.0,796.0,696.0,7960.0,6960.0,79600.0,69600.0,AI cash flow is booming for chipmakers & plummeting for Big Tech: Charts of the Day,Yahoo Finance Video,2026-07-10,0.0,South Korean Memory Chip Maker’s Historic U.S. Debut Jolts Stocks,The Wall Street Journal,2026-07-10,0.0,It’s SK Hynix Stock’s Big Day. Just Look at Micron Shares.,Barrons.com,2026-07-10,0.296,,,,,,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,910.34,+1.38%,+11.00%,+4.94%,+217.37%,+505%,205.966,2.067,86.7,4.35,3969817,21069617,102286417,33.0,4.27,buy,1.52,1.38,101.38,1.38,1013.8,13.8,10138.0,138.0,11.0,111.0,11.0,1110.0,110.0,11100.0,1100.0,4.94,104.94,4.94,1049.4,49.4,10494.0,494.0,217.37,317.37,217.37,3173.7,2173.7,31737.0,21737.0,505.0,605.0,505.0,6050.0,5050.0,60500.0,50500.0,Nasdaq's hottest winners just fell behind: Chart of the Day,Yahoo Finance,2026-07-10,0.477,Beyond Micron: 2 AI Infrastructure Stocks With Massive Upside Ahead,Zacks,2026-07-10,0.0,Seagate Stock Rises After Analyst Upgrades To Buy. Western Digital Nabs Price-Target Hike.,Investor's Business Daily,2026-07-10,0.0,,,,,,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,235.81,-3.67%,-3.86%,-16.00%,+164.12%,+235%,206.286,2.197,80.76,42.93,14936032,123590032,992632732,10.0,5.26,strong_buy,1.43,-3.67,96.33,-3.67,963.3,-36.7,9633.0,-367.0,-3.86,96.14,-3.86,961.4,-38.6,9614.0,-386.0,-16.0,84.0,-16.0,840.0,-160.0,8400.0,-1600.0,164.12,264.12,164.12,2641.2,1641.2,26412.0,16412.0,235.0,335.0,235.0,3350.0,2350.0,33500.0,23500.0,"SK Hynix, Micron, Meta, Delta, Circle Internet, and More Stocks That Explain Today’s Market",Barrons.com,2026-07-10,0.0,Micron Jumps as Chip Sentiment Improves,GuruFocus.com,2026-07-10,0.421,"Altera returns to growth as AI, robotics fuel demand, CEO says",Reuters,2026-07-10,0.273,,,,,,,,,,
P,Everpure,AI,memory,NYSE,79.33,-2.14%,+9.10%,+14.41%,+14.95%,+44%,26.37,1.447,120.2,3.38,1681111,11756711,61502711,,3.95,buy,1.9,-2.14,97.86,-2.14,978.6,-21.4,9786.0,-214.0,9.1,109.1,9.1,1091.0,91.0,10910.0,910.0,14.41,114.41,14.41,1144.1,144.1,11441.0,1441.0,14.95,114.95,14.95,1149.5,149.5,11495.0,1495.0,44.0,144.0,44.0,1440.0,440.0,14400.0,4400.0,Billionaire Israel Englander Sells Sandisk Stock and Buys Another AI Memory Stock (Hint: Not Micron),Motley Fool,2026-07-10,0.0,SMCI Stock Likely to Reverse from Oversold Levels as DCBBS Gains Growth Traction,Barchart,2026-07-09,0.612,Super Micro Computer (SMCI) Launches Kubernetes Edge AI Appliances With Red Hat And Everpure,Simply Wall St.,2026-07-08,0.599,6,buy,0.75,"P gained 21.69% in the last month and 4.59% in 1D, with a solid YTD of +17.32%; its high P/E of 117.33 is tempered by positive news sentiment of 0.567 and low short interest at 3.95%, driven by data center build-out catalysts (SMCI/DCBBS traction).",+21.69% 1M return; +0.567 news sentiment; low short interest 3.95%; DCBBS growth traction,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,19.27,+0.14%,-4.37%,+16.60%,+20.17%,+45%,1.596,1.203,20.85,32.36,7263301,68470532,569375295,66.0,,buy,1.6,0.14,100.14,0.14,1001.4,1.4,10014.0,14.0,-4.37,95.63,-4.37,956.3,-43.7,9563.0,-437.0,16.6,116.6,16.6,1166.0,166.0,11660.0,1660.0,20.17,120.17,20.17,1201.7,201.7,12017.0,2017.0,45.0,145.0,45.0,1450.0,450.0,14500.0,4500.0,"AI could cause a huge electricity shortfall in the US, Bank of America says: A closer look",Yahoo Finance Video,2026-07-09,0.318,"FTSE 100 Live: Shell and consumer giants make gains, while miners and defence sell off",Proactive,2026-07-07,0.421,Rolls-Royce Holdings PLC (RYCEY) Is Up 5.48% in One Week: What You Should Know,Zacks,2026-07-06,0.0,10,buy,0.65,"RR. is up 20.01% YTD and 17.24% in 1M, with a P/E of 20.82 and positive news sentiment of 0.205; the small-cap nuclear play offers a balanced risk/reward with low beta of 1.203 and a dividend yield of 0.68%.",+20.01% YTD; +17.24% 1M return; P/E 20.82; balanced risk/reward,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,251.38,+0.39%,+5.07%,+1.89%,-31.17%,-22%,89.768,1.121,21.84,3.68,1984037,14524337,78384937,68.0,3.56,buy,1.52,0.39,100.39,0.39,1003.9,3.9,10039.0,39.0,5.07,105.07,5.07,1050.7,50.7,10507.0,507.0,1.89,101.89,1.89,1018.9,18.9,10189.0,189.0,-31.17,68.83,-31.17,688.3,-311.7,6883.0,-3117.0,-22.0,78.0,-22.0,780.0,-220.0,7800.0,-2200.0,‘Staggering’: Goldman Sachs Says China’s Oil Demand May Never Fully Recover,24/7 Wall St.,2026-07-10,-0.128,Energy Transition Update - Statkraft Expands With Major Wind Project In Brazil,Simply Wall St.,2026-07-09,0.361,AI Stocks Look Expensive. These 3 ETFs Could Help Investors Stay in the Game.,Barchart,2026-07-09,0.402,,,,,,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,158.86,+0.33%,+5.17%,+8.68%,-3.59%,-20%,53.565,1.409,26.52,4.68,2992981,15929281,85505781,58.0,5.27,strong_buy,1.4,0.33,100.33,0.33,1003.3,3.3,10033.0,33.0,5.17,105.17,5.17,1051.7,51.7,10517.0,517.0,8.68,108.68,8.68,1086.8,86.8,10868.0,868.0,-3.59,96.41,-3.59,964.1,-35.9,9641.0,-359.0,-20.0,80.0,-20.0,800.0,-200.0,8000.0,-2000.0,Vistra (VST) Becomes A Preferred Power Provider For AI,Insider Monkey,2026-07-10,0.0,"GE Vernova vs. Vistra: One AI Power Stock Has Absolutely Crushed the Other, And Could Continue Doing So",Motley Fool,2026-07-10,-0.475,‘Staggering’: Goldman Sachs Says China’s Oil Demand May Never Fully Recover,24/7 Wall St.,2026-07-10,-0.128,5,strong_buy,0.8,"VST delivered a 14.19% 1M gain and +2.33% 1D, with a P/E of 25.9, strong_buy rating, and news sentiment of 0.259 (beating market upswing per analysts); growing electricity demand from AI is a core driver for this nuclear-ops company. [public.com](https://public.com/stocks/vst/forecast-price-target)",+14.19% 1M return; P/E 25.9; strong_buy; AI electricity demand tailwind,,,,,
