ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1617.7,-4.25%,-21.10%,-1.48%,+487.74%,+3678%,239.565,,55.19,13.57,14094785,63029085,240008685,,11.5,buy,1.59,-4.25,95.75,-4.25,957.5,-42.5,9575.0,-425.0,-21.1,78.9,-21.1,789.0,-211.0,7890.0,-2110.0,-1.48,98.52,-1.48,985.2,-14.8,9852.0,-148.0,487.74,587.74,487.74,5877.4,4877.4,58774.0,48774.0,3678.0,3778.0,3678.0,37780.0,36780.0,377800.0,367800.0,"Samsung saw a record quarter, but it's not enough for investors. Here's why.",Yahoo Finance Video,2026-07-07,0.0,"Dow Jones Futures: Nasdaq Slumps As Samsung Fans AI Fears, Oil Prices Jump On Iran News",Investor's Business Daily,2026-07-07,-0.421,"Stock Market Today: Nasdaq Is Day's Biggest Loser; Sandisk, Micron Tumble, Eli Lilly Shines",Investor's Business Daily,2026-07-07,-0.527,,,,,,,,,,
WDC,Western Digital,AI,memory,NASDAQ,532.1,-5.49%,-18.37%,+0.98%,+183.69%,+802%,183.406,2.166,31.88,8.39,7931475,41669375,213858375,10.0,8.66,strong_buy,1.5,-5.49,94.51,-5.49,945.1,-54.9,9451.0,-549.0,-18.37,81.63,-18.37,816.3,-183.7,8163.0,-1837.0,0.98,100.98,0.98,1009.8,9.8,10098.0,98.0,183.69,283.69,183.69,2836.9,1836.9,28369.0,18369.0,802.0,902.0,802.0,9020.0,8020.0,90200.0,80200.0,"Samsung saw a record quarter, but it's not enough for investors. Here's why.",Yahoo Finance Video,2026-07-07,0.0,Is Western Digital (WDC) Cheap Following Its AI Driven Index Shift?,Simply Wall St.,2026-07-07,0.0,"Update: Dow Snaps Record Run Amid Tech Sell-Off, Oil Price Jump",MT Newswires,2026-07-07,0.0,,,,,,,,,,
285A,Kioxia Holdings,AI,memory,TSE,446.64,-11.24%,-19.27%,+0.72%,+537.89%,+3095%,244.422,,71.56,36.81,46495000,217544400,860403300,,,buy,1.62,-11.24,88.76,-11.24,887.6,-112.4,8876.0,-1124.0,-19.27,80.73,-19.27,807.3,-192.7,8073.0,-1927.0,0.72,100.72,0.72,1007.2,7.2,10072.0,72.0,537.89,637.89,537.89,6378.9,5378.9,63789.0,53789.0,3095.0,3195.0,3095.0,31950.0,30950.0,319500.0,309500.0,Samsung's 19-Fold Profit Surge Fails to Stop 10% Stock Drop,GuruFocus.com,2026-07-07,-0.494,Synopsys to phase out chip manufacturing software as AI design becomes strategic focus (SNPS),InvestorsHub,2026-07-07,0.0,"Kioxia Holdings (TSE:285A) Starts 10th Generation 3D Flash Production, Is The Valuation Still Justified?",Simply Wall St.,2026-07-07,0.402,9,strong_buy,1.0,"285A has exceptional YTD return of +616.30% and +13.11% 1-month momentum, with a buy consensus (an_score 1.62) and positive news sentiment of 0.019, driven by AI storage demand.",+616.30% YTD; +13.11% 1M; buy consensus; AI storage push,,,,,
MU,Micron Technology,AI,memory,NASDAQ,938.38,-2.25%,-18.05%,-1.13%,+197.67%,+691%,1059.8,2.142,21.22,51.4,51513504,243426904,1139739204,5.0,3.69,strong_buy,1.42,-2.25,97.75,-2.25,977.5,-22.5,9775.0,-225.0,-18.05,81.95,-18.05,819.5,-180.5,8195.0,-1805.0,-1.13,98.87,-1.13,988.7,-11.3,9887.0,-113.0,197.67,297.67,197.67,2976.7,1976.7,29767.0,19767.0,691.0,791.0,691.0,7910.0,6910.0,79100.0,69100.0,"Samsung saw a record quarter, but it's not enough for investors. Here's why.",Yahoo Finance Video,2026-07-07,0.0,"Dow Jones Futures: Nasdaq Slumps As Samsung Fans AI Fears, Oil Prices Jump On Iran News",Investor's Business Daily,2026-07-07,-0.421,"Micron, Chip Stocks Fall Despite Samsung Profit Surge",Investor's Business Daily,2026-07-07,-0.341,,,,,,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,827.64,-2.52%,-14.55%,-5.54%,+188.54%,+501%,185.581,2.067,78.75,4.32,4102465,21645465,97856365,34.0,4.27,buy,1.52,-2.52,97.48,-2.52,974.8,-25.2,9748.0,-252.0,-14.55,85.45,-14.55,854.5,-145.5,8545.0,-1455.0,-5.54,94.46,-5.54,944.6,-55.4,9446.0,-554.0,188.54,288.54,188.54,2885.4,1885.4,28854.0,18854.0,501.0,601.0,501.0,6010.0,5010.0,60100.0,50100.0,Micron & 2 Momentum Stocks to Buy in July for Explosive Upside,Zacks,2026-07-07,0.0,Seagate (STX) Stock Trades At A Premium As Its 14x Run Tests Fair Value,Simply Wall St.,2026-07-07,0.572,Will Seagate (STX) Beat Estimates Again in Its Next Earnings Report?,Zacks,2026-07-07,0.0,,,,,,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,230.7,-6.11%,-16.94%,-20.13%,+158.40%,+246%,201.991,2.197,79.01,43.26,34914891,170396691,1163165791,10.0,5.26,strong_buy,1.43,-6.11,93.89,-6.11,938.9,-61.1,9389.0,-611.0,-16.94,83.06,-16.94,830.6,-169.4,8306.0,-1694.0,-20.13,79.87,-20.13,798.7,-201.3,7987.0,-2013.0,158.4,258.4,158.4,2584.0,1584.0,25840.0,15840.0,246.0,346.0,246.0,3460.0,2460.0,34600.0,24600.0,"Update: Dow Snaps Record Run Amid Tech Sell-Off, Oil Price Jump",MT Newswires,2026-07-07,0.0,"US Equity Markets Lower as Semiconductor Stocks Fall, Crude Oil Prices Rise",MT Newswires,2026-07-07,-0.71,📉 Which Tech Stocks Are Falling the Most Today?,The Wall Street Journal,2026-07-07,-0.153,,,,,,,,,,
P,Everpure,AI,memory,NYSE,78.25,+1.01%,+8.20%,+6.07%,+13.39%,+36%,26.011,1.447,118.56,3.41,2296100,13692800,64767800,,3.95,buy,1.9,1.01,101.01,1.01,1010.1,10.1,10101.0,101.0,8.2,108.2,8.2,1082.0,82.0,10820.0,820.0,6.07,106.07,6.07,1060.7,60.7,10607.0,607.0,13.39,113.39,13.39,1133.9,133.9,11339.0,1339.0,36.0,136.0,36.0,1360.0,360.0,13600.0,3600.0,"Alight, Taboola, Everpure, NetApp, and Rumble Shares Are Soaring, What You Need To Know",StockStory,2026-07-06,0.296,VVX vs. P: Which Stock Is the Better Value Option?,Zacks,2026-07-03,0.649,Everpure (P) Draws Jana Partners As New Activist Investor,Simply Wall St.,2026-07-02,0.0,,,,,,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,19.33,-3.85%,+0.22%,+14.80%,+20.96%,+56%,1.602,1.203,20.98,33.26,14976001,97724839,603055446,,,buy,1.6,-3.85,96.15,-3.85,961.5,-38.5,9615.0,-385.0,0.22,100.22,0.22,1002.2,2.2,10022.0,22.0,14.8,114.8,14.8,1148.0,148.0,11480.0,1480.0,20.96,120.96,20.96,1209.6,209.6,12096.0,2096.0,56.0,156.0,56.0,1560.0,560.0,15600.0,5600.0,"FTSE 100 Live: Shell and consumer giants make gains, while miners and defence sell off",Proactive,2026-07-07,0.421,Rolls-Royce Holdings PLC (RYCEY) Is Up 5.48% in One Week: What You Should Know,Zacks,2026-07-06,0.0,Rolls-Royce (LSE:RR.) Adds New Directors And Teams Up With Bombardier On Engine Monitoring,Simply Wall St.,2026-07-03,0.0,2,buy,0.8,"RR. shows strong momentum with +19.55% 1-month and +6.97% 1-week gains, a reasonable P/E of 21.8, positive news sentiment of 0.256, and a dividend yield of 63 bps, supported by new directors and a Bombardier partnership.",+19.55% 1M momentum; P/E 21.8; positive news sentiment 0.256; new partnerships,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,239.71,-2.75%,-7.56%,-4.37%,-34.36%,-21%,85.601,1.121,20.83,3.67,3437406,24865106,81908006,69.0,3.56,buy,1.52,-2.75,97.25,-2.75,972.5,-27.5,9725.0,-275.0,-7.56,92.44,-7.56,924.4,-75.6,9244.0,-756.0,-4.37,95.63,-4.37,956.3,-43.7,9563.0,-437.0,-34.36,65.64,-34.36,656.4,-343.6,6564.0,-3436.0,-21.0,79.0,-21.0,790.0,-210.0,7900.0,-2100.0,Investors Heavily Search Constellation Energy Corporation (CEG): Here is What You Need to Know,Zacks,2026-07-07,0.273,Walmart signs nuclear PPA with Constellation to support Illinois operations,ESG Dive,2026-07-07,0.402,This Week In Energy Transition - India's Path to Net Zero by 2050: A Renewable Revolution,Simply Wall St.,2026-07-07,0.273,,,,,,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,155.73,-0.89%,-4.10%,+6.16%,-5.49%,-17%,52.51,1.409,26.09,4.71,3023819,19945819,88577819,58.0,5.27,strong_buy,1.4,-0.89,99.11,-0.89,991.1,-8.9,9911.0,-89.0,-4.1,95.9,-4.1,959.0,-41.0,9590.0,-410.0,6.16,106.16,6.16,1061.6,61.6,10616.0,616.0,-5.49,94.51,-5.49,945.1,-54.9,9451.0,-549.0,-17.0,83.0,-17.0,830.0,-170.0,8300.0,-1700.0,Can AI-Driven Electricity Demand Fuel CEG's Long-Term Growth?,Zacks,2026-07-06,0.273,Record Heat Dome Drove the Grid to All-Time Peak Demand Friday: Here’s 4 Stocks To Buy As Things Heat Up,24/7 Wall St.,2026-07-06,-0.128,Vistra Corp. (VST) is Attracting Investor Attention: Here is What You Should Know,Zacks,2026-07-06,0.477,7,strong_buy,0.72,"VST has a strong buy analyst consensus (an_score 1.40), a P/E of 25.26, a dividend yield of 61 bps, and positive news sentiment of 0.033, benefiting from Texas data center power demand.",Strong Buy consensus; P/E 25.26; dividend yield 61 bps; data center power boom,,,,,
