ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_usd_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1757.82,+7.63%,+8.66%,-16.61%,+538.65%,+3818%,260.316,,60.01,13.2,9530772,59862072,239848372,,7.59,buy,1.59,7.63,107.63,7.63,1076.3,76.3,10763.0,763.0,8.66,108.66,8.66,1086.6,86.6,10866.0,866.0,-16.61,83.39,-16.61,833.9,-166.1,8339.0,-1661.0,538.65,638.65,538.65,6386.5,5386.5,63865.0,53865.0,3818.0,3918.0,3818.0,39180.0,38180.0,391800.0,381800.0,"Nvidia, Intel and Micron Rebound as Chip Stocks Shake Off War Fears",GuruFocus.com,2026-07-14,-0.813,Jim Cramer Didn’t Hold Back With SanDisk Corporation (SNDK) Price Target Upgrade,Insider Monkey,2026-07-14,0.0,NVIDIA vs SanDisk: Is Storage the Next AI Winner?,24/7 Wall St.,2026-07-14,0.586,,,,,,,,,,
WDC,Western Digital,AI,memory,NASDAQ,563.32,+3.23%,+5.87%,-13.80%,+200.34%,+723%,194.166,2.166,33.69,8.34,5271919,28605319,210422519,11.0,7.32,strong_buy,1.5,3.23,103.23,3.23,1032.3,32.3,10323.0,323.0,5.87,105.87,5.87,1058.7,58.7,10587.0,587.0,-13.8,86.2,-13.8,862.0,-138.0,8620.0,-1380.0,200.34,300.34,200.34,3003.4,2003.4,30034.0,20034.0,723.0,823.0,723.0,8230.0,7230.0,82300.0,72300.0,"SK Hynix Soars 19% as Leveraged ETFs Launch, Lifting Micron, SanDisk, Western Digital",24/7 Wall St.,2026-07-14,0.0,Stocks Supported as Bond Yields Slide on Weak CPI Report,Barchart,2026-07-14,-0.153,Western Digital (WDC) Reopens Kioxia Merger Talks With NAND Memory In Focus,Simply Wall St.,2026-07-14,0.0,5,strong_buy,0.846,"WDC has strong_buy analyst consensus (score 1.5), strong YTD (+210.61%) and 1M (+10.07%) momentum, with a P/E of 34.84 and a 10% dividend yield.",strong_buy consensus; +210.61% YTD; P/E 34.84; 10% dividend yield,,,,,
285A,Kioxia Holdings,AI,memory,TSE,426.4,+3.37%,-4.56%,-23.99%,+508.81%,+2639%,233.341,,68.65,36.79,53216900,230287700,883406700,,,buy,1.62,3.37,103.37,3.37,1033.7,33.7,10337.0,337.0,-4.56,95.44,-4.56,954.4,-45.6,9544.0,-456.0,-23.99,76.01,-23.99,760.1,-239.9,7601.0,-2399.0,508.81,608.81,508.81,6088.1,5088.1,60881.0,50881.0,2639.0,2739.0,2639.0,27390.0,26390.0,273900.0,263900.0,Western Digital (WDC) Reopens Kioxia Merger Talks With NAND Memory In Focus,Simply Wall St.,2026-07-14,0.0,"MUFG Hits $259 Billion, Overtakes Toyota as Japan's Most Valuable Company",GuruFocus.com,2026-07-13,0.526,SK Hynix Targets $26.5 Billion ADR Sale as AI Demand Surges,GuruFocus.com,2026-07-10,-0.128,,,,,,,,,,
MU,Micron Technology,AI,memory,NASDAQ,983.12,+6.77%,+4.77%,-9.62%,+211.86%,+680%,1110.329,2.142,22.23,51.17,30470097,181864097,1038994197,6.0,2.81,strong_buy,1.42,6.77,106.77,6.77,1067.7,67.7,10677.0,677.0,4.77,104.77,4.77,1047.7,47.7,10477.0,477.0,-9.62,90.38,-9.62,903.8,-96.2,9038.0,-962.0,211.86,311.86,211.86,3118.6,2118.6,31186.0,21186.0,680.0,780.0,680.0,7800.0,6800.0,78000.0,68000.0,GraniteShares launches new SK Hynix ETFs,Yahoo Finance Video,2026-07-14,0.0,Micron and Nvidia are powering a $700 billion chip profit boom: Chart of the Day,Yahoo Finance,2026-07-14,0.44,Samsung Eyes Broader U.S. Investor Base,GuruFocus.com,2026-07-14,0.0,,,,,,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,878.31,+2.91%,+6.12%,-13.73%,+206.21%,+477%,196.943,2.067,83.65,4.38,3765601,21452701,104332201,34.0,3.33,strong_buy,1.44,2.91,102.91,2.91,1029.1,29.1,10291.0,291.0,6.12,106.12,6.12,1061.2,61.2,10612.0,612.0,-13.73,86.27,-13.73,862.7,-137.3,8627.0,-1373.0,206.21,306.21,206.21,3062.1,2062.1,30621.0,20621.0,477.0,577.0,477.0,5770.0,4770.0,57700.0,47700.0,"Price Prediction: From $40 to $2,000 in a Year. Where is SanDisk Headed Now?",24/7 Wall St.,2026-07-14,0.0,Why You Must Buy These 4 Memory Stocks After the Recent Sell-Off,Zacks,2026-07-14,0.0,What to Expect From Seagate Technology’s Q4 2026 Earnings Report,Barchart,2026-07-14,0.0,,,,,,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,222.44,+3.93%,-3.56%,-27.97%,+149.21%,+200%,199.649,2.197,83.0,42.53,20593283,108101683,939709483,11.0,4.56,strong_buy,1.44,3.93,103.93,3.93,1039.3,39.3,10393.0,393.0,-3.56,96.44,-3.56,964.4,-35.6,9644.0,-356.0,-27.97,72.03,-27.97,720.3,-279.7,7203.0,-2797.0,149.21,249.21,149.21,2492.1,1492.1,24921.0,14921.0,200.0,300.0,200.0,3000.0,2000.0,30000.0,20000.0,TYLSemi raises $43 million to create building blocks of custom AI chips,Reuters,2026-07-14,0.052,"Stocks to Watch: Goldman Sachs, Citi, BP",The Wall Street Journal,2026-07-14,0.0,Stocks Supported as Bond Yields Slide on Weak CPI Report,Barchart,2026-07-14,-0.153,,,,,,,,,,
P,Everpure,AI,memory,NYSE,77.03,+3.33%,-1.56%,+3.12%,+11.62%,+38%,25.605,1.447,116.71,3.36,1693164,11087064,59514764,,4.47,buy,1.9,3.33,103.33,3.33,1033.3,33.3,10333.0,333.0,-1.56,98.44,-1.56,984.4,-15.6,9844.0,-156.0,3.12,103.12,3.12,1031.2,31.2,10312.0,312.0,11.62,111.62,11.62,1116.2,116.2,11162.0,1162.0,38.0,138.0,38.0,1380.0,380.0,13800.0,3800.0,"Everpure and NetApp Stocks Trade Up, What You Need To Know",StockStory,2026-07-14,0.0,Super Micro (SMCI) Expands AI Infrastructure Portfolio With New Edge AI and HPC Platforms,Insider Monkey,2026-07-14,0.649,2 High-Flying Stocks to Own for Decades and 1 We Ignore,StockStory,2026-07-14,-0.361,7,buy,0.68,P has strong 1M (+14.41%) and 1W (+9.10%) momentum with very positive news sentiment (0.438) and buy analyst consensus (score 1.9).,+14.41% 1M momentum; news sentiment 0.438; buy consensus; +9.10% 1W momentum,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,18.78,-0.93%,-3.15%,+3.22%,+17.15%,+45%,1.555,1.203,20.32,31.66,10454553,52681743,509060011,67.0,,buy,1.6,-0.93,99.07,-0.93,990.7,-9.3,9907.0,-93.0,-3.15,96.85,-3.15,968.5,-31.5,9685.0,-315.0,3.22,103.22,3.22,1032.2,32.2,10322.0,322.0,17.15,117.15,17.15,1171.5,171.5,11715.0,1715.0,45.0,145.0,45.0,1450.0,450.0,14500.0,4500.0,FTSE 100 Live: Stocks flat as Trump says US to be 'guardian of Hormuz strait',Proactive,2026-07-13,0.0,"AI could cause a huge electricity shortfall in the US, Bank of America says: A closer look",Yahoo Finance Video,2026-07-09,0.318,Rolls-Royce Holdings PLC (RYCEY) Is Up 5.48% in One Week: What You Should Know,Zacks,2026-07-06,0.0,8,buy,0.65,"RR. has strong 1M momentum (+16.60%) and positive YTD (+20.17%), with a low P/E of 20.85 and buy analyst consensus (score 1.6).",+16.60% 1M momentum; P/E 20.85; buy consensus; +20.17% YTD,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,256.43,+0.05%,+6.98%,-2.26%,-29.78%,-19%,91.572,1.121,22.28,3.68,3080167,13428267,75724567,66.0,3.8,buy,1.52,0.05,100.05,0.05,1000.5,0.5,10005.0,5.0,6.98,106.98,6.98,1069.8,69.8,10698.0,698.0,-2.26,97.74,-2.26,977.4,-22.6,9774.0,-226.0,-29.78,70.22,-29.78,702.2,-297.8,7022.0,-2978.0,-19.0,81.0,-19.0,810.0,-190.0,8100.0,-1900.0,Major US Power Sale to Show Depth of Eastern Grid’s Tight Supply,Bloomberg,2026-07-14,0.0,Energy Transition Today - Powering Homes Fluence Energizes California With Smart Energy Storage,Simply Wall St.,2026-07-14,0.84,Soaring Energy Profits Won’t Last. Where to Find Bargains Now.,Barrons.com,2026-07-13,0.612,,,,,,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,158.43,+0.62%,+1.73%,+3.34%,-3.85%,-17%,53.42,1.409,26.49,4.65,5305207,18427707,84726407,58.0,5.46,strong_buy,1.4,0.62,100.62,0.62,1006.2,6.2,10062.0,62.0,1.73,101.73,1.73,1017.3,17.3,10173.0,173.0,3.34,103.34,3.34,1033.4,33.4,10334.0,334.0,-3.85,96.15,-3.85,961.5,-38.5,9615.0,-385.0,-17.0,83.0,-17.0,830.0,-170.0,8300.0,-1700.0,Vistra (VST) Could Get A Lift From PJM's Next Capacity Auction,Simply Wall St.,2026-07-14,0.0,Major US Power Sale to Show Depth of Eastern Grid’s Tight Supply,Bloomberg,2026-07-14,0.0,Quality Stocks Aren’t the Names You’d Expect,Barrons.com,2026-07-13,0.0,4,strong_buy,0.75,"VST has strong_buy analyst consensus (score 1.4) with positive 1M (+8.68%) and 1W (+5.17%) momentum, and a reasonable P/E of 26.61.",strong_buy consensus; P/E 26.61; +8.68% 1M momentum; positive 1W momentum,,,,,
