ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_gbp_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
SNDK,SanDisk Corporation,AI,memory,NASDAQ,1914.46,-3.58%,-3.87%,+20.44%,+595.56%,+4056%,215.319,,65.43,14.35,9221381,53428081,227167681,,9.71,buy,1.59,-3.58,96.42,-3.58,964.2,-35.8,9642.0,-358.0,-3.87,96.13,-3.87,961.3,-38.7,9613.0,-387.0,20.44,120.44,20.44,1204.4,204.4,12044.0,2044.0,595.56,695.56,595.56,6955.6,5955.6,69556.0,59556.0,4056.0,4156.0,4056.0,41560.0,40560.0,415600.0,405600.0,"Dow Jones Futures Rise As Micron Jumps On Earnings, Lifting Sandisk, AI Stocks; Fed Inflation Data Due",Investor's Business Daily,2026-06-24,0.0,Stock Market Today: Dow Pops Nearly 200 Points; AI Firm Cerebras Craters; Data Storage Names Fall,Investor's Business Daily,2026-06-24,0.0,Why SanDisk Stock's Flat Production Is Its Most Bullish Signal,Trefis,2026-06-24,0.0,8,strong_buy,1.0,"YTD of +613.41% and 1M of +23.53% with a buy analyst consensus; the -13.31% 1D crash on Korean contagion is severe, but the underlying Q3 beat (revenue $5.95B vs $4.73B consensus) and 645% datacenter YoY growth suggest fundamentals remain intact ([247wallst.com](https://247wallst.com/investing/2026/06/23/sandisk-plunges-11-micron-and-western-digital-slide-10-as-korean-market-crash-hits-memory-chips/)).",YTD +613.41%; 1M +23.53%; Q3 revenue beat; datacenter growth 645% YoY,,,,,
WDC,Western Digital,AI,memory,NASDAQ,643.83,-5.37%,-5.47%,+22.75%,+243.26%,+972%,168.539,2.2,38.55,8.02,11521792,67619292,187920992,9.0,10.43,buy,1.56,-5.37,94.63,-5.37,946.3,-53.7,9463.0,-537.0,-5.47,94.53,-5.47,945.3,-54.7,9453.0,-547.0,22.75,122.75,22.75,1227.5,227.5,12275.0,2275.0,243.26,343.26,243.26,3432.6,2432.6,34326.0,24326.0,972.0,1072.0,972.0,10720.0,9720.0,107200.0,97200.0,"Dow Jones Futures Rise As Micron Jumps On Earnings, Lifting Sandisk, AI Stocks; Fed Inflation Data Due",Investor's Business Daily,2026-06-24,0.0,Stock Market Today: Dow Pops Nearly 200 Points; AI Firm Cerebras Craters; Data Storage Names Fall,Investor's Business Daily,2026-06-24,0.0,Why SanDisk Stock's Flat Production Is Its Most Bullish Signal,Trefis,2026-06-24,0.0,7,strong_buy,1.0,Up +257.62% YTD and +27.88% in the last month with a buy analyst consensus and neutral news sentiment; the -8.53% 1D drop follows sector-wide Korea-led selling but the 1W gain of +2.63% shows relative strength.,YTD +257.62%; 1M +27.88%; 1W +2.63%; buy consensus,,,,,
285A,Kioxia Holdings,AI,memory,TSE,92500.0,+0.42%,-3.65%,+41.33%,+714.98%,+3548%,237.236,,91.74,35.99,50209300,183422200,883770400,,,buy,1.62,0.42,100.42,0.42,1004.2,4.2,10042.0,42.0,-3.65,96.35,-3.65,963.5,-36.5,9635.0,-365.0,41.33,141.33,41.33,1413.3,413.3,14133.0,4133.0,714.98,814.98,714.98,8149.8,7149.8,81498.0,71498.0,3548.0,3648.0,3548.0,36480.0,35480.0,364800.0,354800.0,Kioxia Stock Surges 700% as AI Chip Demand Drives Profit Growth,GuruFocus.com,2026-06-24,0.612,Japan's Nikkei Soars to Record High,Barrons.com,2026-06-15,0.0,Kioxia Becomes Japan’s Most Valuable Firm as AI Mania Goes On,Bloomberg,2026-06-12,0.526,5,strong_buy,1.0,"YTD surge of +714.98% and a 1-month return of +41.33% despite a high P/E of 91.95; the 1D move of +0.42% avoided the worst of Tuesday's memory selloff, supported by positive news sentiment of 0.164.",YTD +714.98%; 1M +41.33%; news sentiment +0.164; avoided major selloff,,,,,
MU,Micron Technology,AI,memory,NASDAQ,1048.51,-1.55%,+2.72%,+17.04%,+232.56%,+727%,898.028,2.173,49.6,50.89,57301842,281477642,1181083942,6.0,3.34,strong_buy,1.49,-1.55,98.45,-1.55,984.5,-15.5,9845.0,-155.0,2.72,102.72,2.72,1027.2,27.2,10272.0,272.0,17.04,117.04,17.04,1170.4,170.4,11704.0,1704.0,232.56,332.56,232.56,3325.6,2325.6,33256.0,23256.0,727.0,827.0,727.0,8270.0,7270.0,82700.0,72700.0,Micron's 'phenomenal' Q3 earnings: Analyst takeaways,Yahoo Finance Video,2026-06-24,0.0,Micron Q3 earnings far surpass Wall Street's estimates on the top & bottom lines,Yahoo Finance Video,2026-06-24,0.202,Micron Q3 earnings: How much higher can this chip stock run?,Yahoo Finance Video,2026-06-24,0.0,6,strong_buy,1.0,"Up +852% over 1 year and +233.59% YTD, with a strong_buy analyst consensus (score 1.49) and a reasonable P/E of 49.75; the -14.52% 1D drop is a sharp pullback but driven by Korea leveraged ETF contagion, not fundamentals, and Dan Ives calls it a 'gut check moment' with Micron earnings the next catalyst ([fool.com](https://www.fool.com/investing/2026/06/23/why-micron-stock-suddenly-crashed/), [benzinga.com](https://www.benzinga.com/markets/equities/26/06/60062350/dan-ives-says-ai-revolution-is-in-the-third-inning-calls-chip-sell-off-a-gut-check-moment)).",1Y +852%; strong_buy consensus; P/E 49.75; earnings catalyst ahead,,,,,
STX,Seagate Technology,AI,memory,NASDAQ,993.25,-4.45%,-3.69%,+17.44%,+246.03%,+650%,170.672,2.083,94.69,4.11,4068040,29172840,85484440,29.0,4.58,buy,1.58,-4.45,95.55,-4.45,955.5,-44.5,9555.0,-445.0,-3.69,96.31,-3.69,963.1,-36.9,9631.0,-369.0,17.44,117.44,17.44,1174.4,174.4,11744.0,1744.0,246.03,346.03,246.03,3460.3,2460.3,34603.0,24603.0,650.0,750.0,650.0,7500.0,6500.0,75000.0,65000.0,Why SanDisk Stock's Flat Production Is Its Most Bullish Signal,Trefis,2026-06-24,0.0,Seagate Stock's Unfilled Orders Were The Real Tell,Trefis,2026-06-24,0.0,"AI Chip Stocks Stage Rebound: Nvidia, AMD Lead Recovery Ahead of Micron Earnings Shock",GuruFocus.com,2026-06-24,-0.382,9,strong_buy,1.0,"YTD return of +261.83% and a 1-month gain of +22.80% with strong news sentiment (+0.141) and a buy consensus; the -5.04% 1D dip is modest relative to peers, and the 1W gain of +1.94% shows relative resilience.",YTD +261.83%; 1M +22.80%; news sentiment +0.141; 1W +1.94%,,,,,
MRVL,Marvell Technology,AI,memory,NASDAQ,276.7,-1.50%,-0.71%,+32.86%,+209.92%,+267%,183.835,2.277,95.41,41.97,34013774,431196674,1503570574,9.0,4.71,strong_buy,1.45,-1.5,98.5,-1.5,985.0,-15.0,9850.0,-150.0,-0.71,99.29,-0.71,992.9,-7.1,9929.0,-71.0,32.86,132.86,32.86,1328.6,328.6,13286.0,3286.0,209.92,309.92,209.92,3099.2,2099.2,30992.0,20992.0,267.0,367.0,267.0,3670.0,2670.0,36700.0,26700.0,Which AI Accelerator Stock Has Dominated in 2026: Broadcom or Marvell?,24/7 Wall St.,2026-06-24,0.0,How Marvell Technology’s (MRVL) AI Optics Commentary Sharpens Its Data-Center Connectivity Growth Story,Insider Monkey,2026-06-24,0.382,Beyond the Quarter: What Could Power The Next Leg Of Broadcom Stock's Climb,Trefis,2026-06-24,0.0,10,strong_buy,1.0,"1-year return of +305% and YTD +212.54% with a strong_buy consensus (score 1.45); the -8.08% 1D drop reflects broad AI spending fears, but the 1M gain of +33.99% underscores strong underlying demand for data infrastructure.",1Y +305%; YTD +212.54%; 1M +33.99%; strong_buy consensus,,,,,
P,Everpure,AI,memory,NYSE,72.8,+0.07%,-0.63%,-17.60%,+5.49%,+32%,18.378,1.445,110.3,3.31,2272515,19144615,90281215,,4.16,buy,1.9,0.07,100.07,0.07,1000.7,0.7,10007.0,7.0,-0.63,99.37,-0.63,993.7,-6.3,9937.0,-63.0,-17.6,82.4,-17.6,824.0,-176.0,8240.0,-1760.0,5.49,105.49,5.49,1054.9,54.9,10549.0,549.0,32.0,132.0,32.0,1320.0,320.0,13200.0,3200.0,"Is Corpay, Inc. (CPAY) Outperforming Other Business Services Stocks This Year?",Zacks,2026-06-23,0.0,Everpure (P) Stock After Recent Pullback Is The Rally Running Out Of Steam,Simply Wall St.,2026-06-22,0.0,Everpure (P) Launches AI Data Platforms To Recast Its Enterprise Role,Simply Wall St.,2026-06-22,0.0,,,,,,,,,,
RR.,Rolls-Royce Holdings,AI,nuclear-ops,LSE,1419.2,+2.01%,+2.10%,+12.53%,+18.57%,+52%,1.176,1.22,20.57,34.15,37987208,200291076,720214216,68.0,,buy,1.6,2.01,102.01,2.01,1020.1,20.1,10201.0,201.0,2.1,102.1,2.1,1021.0,21.0,10210.0,210.0,12.53,112.53,12.53,1125.3,125.3,11253.0,1253.0,18.57,118.57,18.57,1185.7,185.7,11857.0,1857.0,52.0,152.0,52.0,1520.0,520.0,15200.0,5200.0,AirAsia Shares Drop 30% as Carrier Seeks Payment Deferrals,GuruFocus.com,2026-06-24,0.026,Is Heico (HEI) Stock Outpacing Its Aerospace Peers This Year?,Zacks,2026-06-24,0.0,The hidden reality behind Britain’s homegrown nuclear age,The Telegraph,2026-06-21,0.0,,,,,,,,,,
CEG,Constellation Energy,AI,nuclear-ops,NASDAQ,267.97,-1.06%,-0.01%,-11.14%,-26.62%,-14%,72.676,1.091,23.28,3.52,2583354,19062154,89502654,63.0,3.6,buy,1.52,-1.06,98.94,-1.06,989.4,-10.6,9894.0,-106.0,-0.01,99.99,-0.01,999.9,-0.1,9999.0,-1.0,-11.14,88.86,-11.14,888.6,-111.4,8886.0,-1114.0,-26.62,73.38,-26.62,733.8,-266.2,7338.0,-2662.0,-14.0,86.0,-14.0,860.0,-140.0,8600.0,-1400.0,Annual Global Renewable Energy Investment Could Reach $2.9 Trillion in the Next 5 Years. Here's 1 Top Renewable Energy Stock to Buy.,Motley Fool,2026-06-24,0.625,"Constellation Energy (CEG) Seen as High-Quality Power Demand Play, but Goldman Flags Valuation",Insider Monkey,2026-06-24,0.25,Tech Stock Selloff Could Just Be a Blip But Watch These 2 Factors,Barrons.com,2026-06-24,0.0,,,,,,,,,,
VST,Vistra Corp,AI,nuclear-ops,NYSE,162.87,-0.01%,+2.83%,-0.89%,-1.16%,-13%,41.708,1.405,27.24,4.65,3088103,24381403,96245303,56.0,5.39,strong_buy,1.4,-0.01,99.99,-0.01,999.9,-0.1,9999.0,-1.0,2.83,102.83,2.83,1028.3,28.3,10283.0,283.0,-0.89,99.11,-0.89,991.1,-8.9,9911.0,-89.0,-1.16,98.84,-1.16,988.4,-11.6,9884.0,-116.0,-13.0,87.0,-13.0,870.0,-130.0,8700.0,-1300.0,Vistra Corp. (VST) Is a Trending Stock: Facts to Know Before Betting on It,Zacks,2026-06-24,0.0,Vistra Corp. (VST) Advances While Market Declines: Some Information for Investors,Zacks,2026-06-22,0.0,Here is Why Vistra (VST) is Among the Best Electrical Infrastructure Stocks to Buy in 2026,Insider Monkey,2026-06-22,0.637,,,,,,,,,,
